text,label,CutDebt,IDClassifier,IfKnowDebtor,Installment,ConfirmLoan,WillingToPay
烦死 了   天天 催 ！ 催命 啊,109,1,0,0,1,1,1
你 催 什么 催 啊,109,1,0,0,1,1,1
你 还是 找 本人 吧,109,0,1,1,0,0,0
听不懂 你 说 啥子,109,0,0,0,0,1,0
是 又 怎样   不是 又 怎样 ？,109,0,0,0,0,0,0
莉莉   咋 是 你 呢 ？,109,0,0,0,0,0,0
今天 下雨 了,109,0,0,0,0,0,0
去 不到 终点   就 回到 原点 哇,109,0,0,0,0,0,0
你 管 我 啥子 原因 矣,109,0,0,0,0,1,0
你 猜 我 是不是 呀 嗯,109,0,0,0,0,0,0
你 在 找 找,109,0,0,0,0,0,0
别 打 了 烦死,109,0,0,0,0,0,0
你 住 北京 ？,109,0,0,0,0,0,0
我 认识 你 吗 ？,109,0,1,1,0,0,0
你 怎么 不早 说,109,1,1,0,1,1,1
你 找 张 三打 我 电话 干嘛,109,0,1,1,0,0,0
工作人员 态度 不好,109,0,0,0,0,1,0
没 求得 钱 啥   你 是不是 傻,109,1,0,0,1,1,1
你 说 拨打 的 用户   他 没 啦,109,0,0,0,0,0,0
优惠 力度 那么 小   算了,109,1,0,0,1,0,0
点 都 不乖,109,0,0,0,0,0,0
你 的 背包   背 到 现在 还 没烂,109,0,0,0,0,0,0
你们 简直 是 高利贷 哦   没意思,109,1,0,0,1,1,1
你 再 打 骚扰电话   我要 把 你 加入 黑名单,109,0,0,0,0,0,0
股民 朋友 吗,109,0,0,0,0,0,0
了解,109,1,0,0,1,1,1
爽,109,0,0,0,0,0,0
无人问津 廉颇 几斗,109,0,0,0,0,0,0
再 打电话 来 我 报警 了,109,0,0,1,0,0,0
你 回家 了 吗,109,0,0,0,0,0,0
大家 都 是 靠 运气 吃饭   你们 就 去 找 下 一个 倒霉鬼 吧,109,0,0,0,0,0,0
坐牢 才 出来,109,0,0,0,0,1,0
想 春风,109,0,0,0,0,0,0
你 是 周杰伦 吗,109,0,0,0,0,0,0
哈哈哈 哈哈 你们 真 搞笑,109,0,0,0,0,0,0
不 认识 又 怎么样   你 打 我 啊,109,0,0,0,0,0,0
今天天气 真好 哈,109,0,0,0,0,0,0
没得 电 了 ！,109,0,0,0,0,0,0
呀,109,0,0,0,0,0,0
我 不 知道 呢 ～ 啥 ？,109,0,0,0,0,1,0
你 喜不喜欢 我,109,0,0,0,0,0,0
有 你 啥事,109,0,0,0,0,0,0
人 都 不好 了,109,0,0,0,0,0,0
抱 一抱   就 当做 从没 借款 2 万,109,1,0,0,1,1,1
你 去 试试 吧,109,0,0,0,0,0,0
荷兰 输 了,109,0,0,0,0,0,0
你 在 哪,109,0,0,0,0,0,0
我 在 看 世界杯   你 是 铲 屎 官,109,0,0,0,0,0,0
关 我 屁事,109,0,0,0,0,0,0
天太热,109,0,0,0,0,0,0
我 想要 的 是 无话不说,109,0,0,0,0,0,0
神经病 我 不 差钱,109,0,0,0,0,0,0
只要 你 能 在 地 头儿 转转 不用说 个 啥,109,0,0,0,0,0,0
德国 赢球 了,109,0,0,0,0,0,0
我 很 忙   别烦 我,109,0,0,0,0,0,0
我要 去 举报 你们 啦,109,0,0,0,0,0,0
今天 天公不作美   心情 不好,109,0,0,0,0,0,0
若 一心一意,109,0,0,0,0,0,0
今天天气 好爽 啊,109,0,0,0,0,0,0
你 要是 还要 这么 高,109,1,0,0,1,1,1
我 不 知道 你 在 说 什么,109,0,0,0,0,1,0
你 去 猜 吧,109,0,0,0,0,0,0
不要 再 打 过来 了,109,0,1,1,0,0,0
我 又 不止 借 了 你们 一家 公司,109,1,1,0,0,1,1
人人 都 在 闹,109,0,0,0,0,0,0
让 客服 给 我 道歉,109,0,0,0,0,0,0
我 吃饭 了,109,0,0,0,0,0,0
你 猜 呢,109,0,0,0,0,0,0
你 是 猪 么 怎么 理解 不了 我 的 意思 呀,109,0,0,0,0,0,0
哇,109,0,0,0,0,0,0
真 凉快,109,0,0,0,0,0,0
再见,109,0,0,0,0,0,0
我 在 看 世界杯   法国 out,109,0,0,0,0,0,0
你们 是 高利贷 哦   这么 多 利息,109,1,0,0,1,1,1
我 心情 不好   不想 多 说,109,0,0,0,0,0,0
别 打 过来 了,109,0,0,0,0,0,0
你 不 知道 你 打电话 给 我 干什么 ？,109,0,0,0,0,0,0
还要 什么 自行车,109,0,0,0,0,0,0
汽车 还 多 啊,109,0,0,0,0,0,0
有 你 什么 事,109,0,0,0,0,0,0
哦   今天 好像 地震 了   广元   你 晓得 不 ？,109,0,0,0,0,0,0
别打我 电话   烦不烦 ？,109,0,0,0,0,0,0
啊   五环   你 不 四环 多一环,109,0,0,0,0,0,0
今天天气 真 好,109,0,0,0,0,0,0
咩 理个 浪,109,0,0,0,0,0,0
收 衣服 了,109,0,0,0,0,0,0
今天天气 很 好 没意思,109,0,0,0,0,0,0
你 管 我 是不是   没意思,109,0,0,0,0,0,0
别打我 电话,109,0,0,0,0,0,0
死翘翘,109,0,0,0,0,0,0
我 现在 心情 不好,109,0,0,0,0,0,0
找 借口,109,0,0,0,0,0,0
又 是 卖 保险 的,109,0,0,0,0,0,0
我 心情 不好,109,0,0,0,0,0,0
这里 有饭 要 吃 吗,109,0,0,0,0,0,0
不想 告诉 你,109,0,0,0,0,0,0
你们 放贷 有点 赚钱 哦   能 不能 分享 下 经验,109,0,0,0,0,0,0
我 不想 说,109,0,0,0,0,0,0
德国 赢 了,109,0,0,0,0,0,0
家 哪里 的 啊,109,0,0,0,0,0,0
出 问题 经过 大脑 吧,109,0,0,0,0,0,0
你 觉得 呢,109,0,0,0,0,0,0
好大 的 雨,109,0,0,0,0,0,0
你 急 啥 啊,109,1,0,0,1,1,1
就是 死,109,0,0,0,0,0,0
没 心情 说话   不要 打电话 给 我 了,109,0,0,0,0,0,0
你 猜 嘛,109,0,0,0,0,0,0
爱干 啥 干 啥,109,0,0,0,0,1,0
注意 身体,109,0,0,0,0,0,0
你 吃 嗨 了 吗,109,0,0,0,0,0,0
我 还是 张 大大 呢,109,0,1,0,0,0,0
你 一 小时 接待 多少 客人 ？,109,0,0,0,0,0,0
你 测试 下,109,0,0,0,0,0,0
你 认识 他 吗 ？,109,0,1,1,0,0,0
我刚 买 的,109,0,0,0,0,0,0
你们 有人 威胁 我,109,0,0,0,0,0,0
滚 犊子,109,0,0,0,0,0,0
我 不 缺钱   分 分钟 几百万,109,0,0,0,0,0,0
提现,109,0,0,0,0,0,0
醉里 登高 却 不见 吴钩,109,0,0,0,0,0,0
六一 儿童节 快乐,109,0,0,0,0,0,0
我 今天 要 看球赛   不要 烦 我,109,0,0,0,0,0,0
小溪 向东 去,109,0,0,0,0,0,0
出 问题 经过 大脑   没意思,109,0,0,0,0,0,0
我 看 你 是 胎 宝宝,109,0,0,0,0,0,0
我 在 看 世界杯   英格兰 出现,109,0,0,0,0,0,0
不 差钱,109,1,0,0,1,1,1
你生 的 儿子 没 屁眼儿,109,0,0,0,0,0,0
有些 花香 在 指尖,109,0,0,0,0,0,0
记得 吃饭,109,0,0,0,0,0,0
如 微雨 轻尘落 脚底,109,0,0,0,0,0,0
天气 有点 热 哦   风 都 没 的 点点,109,0,0,0,0,0,0
神经病 没 5 天能 还 ？,109,1,0,0,1,0,1
别 打 了,109,0,0,0,0,0,0
你 吵 到 我 睡觉 了,109,0,0,0,0,0,0
阿斯顿 撒,109,0,0,0,0,0,0
懒得 给 你 说,109,0,0,0,0,0,0
别 骚扰 我,109,0,0,0,0,0,0
早 已经 不想 回家,109,0,0,0,0,0,0
我 不 知道 你 在 想 什么,109,0,0,0,0,1,0
天气 很 好,109,0,0,0,0,0,0
没空,109,1,0,0,1,1,1
你 美眷 如花,109,0,0,0,0,0,0
最近 天天 下雨 吗,109,0,0,0,0,0,0
我 觉得 你 有 毛病 嗯,109,0,0,0,0,0,0
还有 谁 比 我帅,109,0,0,0,0,0,0
法国 输 了,109,0,0,0,0,0,0
今天 晚上 没 吃饭,109,0,0,0,0,0,0
你 还 没 下班,109,0,0,0,0,0,0
神经,109,0,0,0,0,0,0
我 是 天下无敌 超级 无敌 非常 帅,109,0,0,0,0,0,0
你 吃     了 吗,109,0,0,0,0,0,0
之前 工作人员 骂 我 了,109,0,0,0,0,0,0
宽恕 我 的 平凡 啊,109,0,0,0,0,0,0
你们 一天 可以 打 好多个 这种 电话,109,0,0,0,0,0,0
我 给 病人 看病 呢   你 要 不要 也 看 一下 ？,109,0,0,0,0,0,0
出差 呢,109,0,0,0,0,0,0
能 不能不要 打 我 电话 骚扰 我   他管 我 什么 事,109,0,0,1,0,0,0
情 千变万化,109,0,0,0,0,0,0
嘿嘿嘿,109,0,0,0,0,0,0
不想 跟 你 说   咋子 嘛,109,0,0,0,0,0,0
嘿嘿嘿   没意思,109,0,0,0,0,0,0
你 管 我 是不是 了,109,0,0,0,0,0,0
明天 天气 很 好,109,0,0,0,0,0,0
你 又 在 开玩笑 了   我 像是 有钱 的 人 吗 ？,109,1,0,0,1,1,1
呵呵,109,0,0,0,0,0,0
我 觉得 你 有 毛病,109,0,0,0,0,0,0
我 是 谁 凭 什么 告诉 你 ？,109,0,0,0,0,0,0
这里 的 风景 真 好,109,0,0,0,0,0,0
你 管 我 是不是 嗯,109,0,0,0,0,0,0
人品 不好,109,0,0,0,0,0,0
打 她 电话   打 我 电话 干嘛,109,0,1,1,0,0,0
今天 的 球赛 特别 精彩,109,0,0,0,0,0,0
别烦 我,109,0,0,0,0,0,0
没 能力,109,1,0,0,1,1,1
哼哼,109,0,0,0,0,0,0
你 说 的 我 不 懂,109,0,1,1,0,1,0
这样 是 没有 意义 的 嗯,109,1,0,0,1,0,1
别理 我,109,0,0,0,0,0,0
独自 品尝,109,0,0,0,0,0,0
央行 降准 了,109,0,0,0,0,0,0
无聊,109,0,0,0,0,0,0
这么 求多 问题 没意思,109,0,0,0,0,0,0
我要 去 举报 你们 阿,109,0,0,0,0,0,0
我 靠   别 再 打来 了,109,0,0,0,0,0,0
天气 太热 了,109,0,0,0,0,0,0
要 不 你 报警 抓 我 吧,109,1,0,0,1,1,1
出 太阳 了,109,0,0,0,0,0,0
天黑 了   你 也 该 下班 了 ？ 改天 再说 。,109,0,0,0,0,0,0
你 有 毛病 哦,109,0,0,0,0,0,0
今天 有点 热   你们 有 空调 吗,109,0,0,0,0,0,0
跟着 我 摇摆,109,0,0,0,0,0,0
唷,109,0,0,0,0,0,0
输 了 300 多万,109,0,0,0,0,1,0
你们 还 有点 歪 哦   没意思,109,0,0,0,0,0,0
成都 欢迎您,109,0,0,0,0,0,0
我 应该 认识 他 吗,109,0,1,1,0,0,0
你们 吃饭 了 吗,109,0,0,0,0,0,0
有人 打 你 电话,109,0,0,0,0,0,0
空 了 打麻将 哈,109,0,0,0,0,0,0
风大,109,0,0,0,0,0,0
好 恶心   想 吐 没意思,109,0,0,0,0,0,0
不用 干活 你 也 没 时间 回家 吗,109,0,0,0,0,0,0
在 打拉黑,109,0,0,0,0,0,0
莫名其妙 的,109,0,0,0,0,0,0
我 是 你 大爷,109,0,0,0,0,0,0
为什么 你们 要 逼 我   没意思,109,1,0,0,1,0,1
随时随地,109,0,0,0,0,0,0
啊 ？ 俺 在 新疆 吐鲁番,109,0,0,0,0,0,0
我 不 清楚 你 说 的 什么,109,0,0,0,0,1,0
要 分离 、 要 分离,109,0,0,0,0,0,0
车速 太快,109,0,0,0,0,0,0
说 过 多少 遍 了,109,0,0,0,0,0,0
好大 的 雾 霾,109,0,0,0,0,0,0
呵呵哈,109,0,0,0,0,0,0
触动 我 的,109,0,0,0,0,0,0
今天 几号 啊,109,0,0,0,0,0,0
太阳 太大 了,109,0,0,0,0,0,0
阿根廷 进球 了,109,0,0,0,0,0,0
说实话   听到 你 声音 就 想 打 你 一顿   太 难听,109,0,0,0,0,0,0
你 信不信 我 弄死 你,109,0,0,0,0,0,0
现在 接 一下,109,0,0,0,0,0,0
今天 没 得空,109,0,0,0,0,0,0
如果 我 不 还 呢 ？,109,1,0,0,1,1,1
你好 美,109,0,0,0,0,0,0
明天 出去玩,109,0,0,0,0,0,0
你 今天 上边 没,109,0,0,0,0,0,0
懒得 搭理 你,109,0,0,0,0,0,0
我 挺 你 口音 不是 成都 的 哇 ？ 哪里 人 啊,109,0,0,0,0,0,0
地震 了,109,0,0,0,0,0,0
可以 用 其他 东西 抵押 不,109,1,0,0,1,1,1
呦 呦 呦,109,0,0,0,0,0,0
除非 你 带 你 闺蜜来 我家,109,0,0,0,0,0,0
大雨 即将来临,109,0,0,0,0,0,0
瑞典 赢 了,109,0,0,0,0,0,0
你 打错 了,109,0,1,1,0,0,0
有 朋友,109,0,0,0,0,0,0
收人 了,109,0,0,0,0,0,0
你 认为 呢,109,0,0,0,0,0,0
哼哼 了,109,0,0,0,0,0,0
今天 真是 好 天气 呀,109,0,0,0,0,0,0
约定 好 、 约定 好,109,0,0,0,0,0,0
我 难得 还 了,109,1,0,0,1,1,1
失踪 了,109,0,1,1,0,0,0
我 难得 给 你 说,109,0,0,0,0,0,0
神经病 哈,109,0,0,0,0,0,0
我 也 不 知道 我 是 谁,109,0,0,0,0,0,0
这个 保证 不了,109,1,0,0,1,0,1
天气 怎样,109,0,0,0,0,0,0
透不过气 来,109,0,0,0,0,0,0
能 不能 换个 女 的 来,109,0,0,0,0,0,0
你 有 药 吗,109,0,0,0,0,0,0
为什么 你们 要 逼 我 没意思,109,1,0,0,1,0,1
你 觉得 我 是   我 就是 呗,109,0,0,0,0,0,0
是不是 那个 在 敲 代码 的 ？,109,0,0,0,0,0,0
我 后来 才 晓得 你们 是 高利贷,109,1,0,0,1,1,1
也 笑 不信 人间 有 白头,109,0,0,0,0,0,0
趁着 夜 还 未央,109,0,0,0,0,0,0
西班牙 输 了,109,0,0,0,0,0,0
英格兰 赢 了,109,0,0,0,0,0,0
认不 认识 跟 你 有 半 毛钱 关系,109,0,0,0,0,0,0
你 牛,109,0,0,0,0,0,0
这 人 怎么 了,109,0,1,1,0,0,0
你 还是 挂 电话 吧,109,0,0,0,0,0,0
我 想 回家,109,0,0,0,0,0,0
不是 本人,109,0,1,0,0,0,0
我 在 看 世界杯   别 打扰 我,109,0,0,0,0,0,0
醉里 挑灯 吹角连营 梦里 依稀,109,0,0,0,0,0,0
我 都 已经 说 了 不 认识 了,109,0,1,1,0,0,0
气温 已经 到 了 34 度   你们 要 注意 保温,109,0,0,0,0,0,0
干 你 娘,109,0,0,0,0,0,0
伊朗 赢 了,109,0,0,0,0,0,0
我 以前 还 别的 都 还 多少,109,0,0,0,0,0,0
天气 很 好 啊,109,0,0,0,0,0,0
昨天 我订 的 那 只 兔子 快点 给 我 送过来,109,0,0,0,0,0,0
我 想 出去 走 一 走   看看 这个 大 世界 哇,109,0,0,0,0,0,0
不要 闹,109,1,0,0,1,1,1
把 车 洗 了,109,0,0,0,0,0,0
我 不 买房,109,0,0,0,0,0,0
我 是不是 关 你 何事 ？,109,0,0,0,0,0,0
随缘,109,0,0,0,0,0,0
我 不 知道 这是,109,0,0,0,0,0,0
傻 逼,109,0,0,0,0,0,0
天气 好 晴朗   去 冲浪,109,0,0,0,0,0,0
我要 去 举报 你们 哈,109,0,0,0,0,0,0
可惜 不是 你,109,0,0,0,0,0,0
开玩笑,109,1,1,0,1,1,1
走 起   出去 耍,109,0,0,0,0,0,0
今天天气 真 好 哈哈哈,109,0,0,0,0,0,0
哈哈   打错 了,109,0,1,1,0,0,0
你 说 的 我 不 明白,109,0,1,1,0,1,0
撞 人 了,109,0,0,0,0,0,0
爬 哟,109,0,0,0,0,0,0
对不起   你 拨打 的 号码 已 关机,109,0,0,0,0,0,0
有,109,0,0,0,0,0,0
你 吃饭 没有,109,0,0,0,0,0,0
脑壳 有病,109,0,0,1,0,0,0
老板 拖欠 N 个 月工资   后天 就 发 了   肯定 还 ！,109,1,0,0,1,1,1
你 脑子 被 驴 踢 了 吧,109,0,0,0,0,0,0
雪 一直 下,109,0,0,0,0,0,0
爱 春雨,109,0,0,0,0,0,0
你 不要 打电话 过来 了,109,0,0,0,0,0,0
我 先洗 个澡,109,0,0,0,0,0,0
你 有 病 哇,109,0,0,0,0,0,0
你 打 谁 电话 你 不 知道 啊,109,0,0,0,0,0,0
后天,109,1,0,0,1,1,1
我 是 别个 帮 我 办 的,109,0,0,0,0,1,0
你 声音 挺 好听 的,109,0,0,0,0,0,0
这么 求多 问题 吧,109,0,0,0,0,0,0
不要 打 过来,109,0,0,0,0,0,0
你 在 干嘛,109,0,0,0,0,0,0
哼   你 别扰 我,109,0,0,0,0,0,0
天气 很 好 呀,109,0,0,0,0,0,0
先 来 一首五 环之歌 吧,109,0,0,0,0,0,0
日 你 祖宗,109,0,0,0,0,0,0
讲 真的,109,0,0,0,0,0,0
天空 飘 来 一朵 云,109,0,0,0,0,0,0
滚,109,0,0,0,0,0,0
有 你 啥 相干,109,0,0,0,0,0,0
我 不 明白 你 的 意思,109,0,0,0,0,1,0
暴风雨 就要 来 了   我要 先 考虑 我 的 安全 问题,109,0,0,0,0,0,0
天气 怎么样,109,0,0,0,0,0,0
偏安一隅 而 不思北收,109,0,0,0,0,0,0
你 脑残 啊,109,0,0,0,0,0,0
好大 的 雾,109,0,0,0,0,0,0
今天天气 不错 啊,109,0,0,0,0,0,0
认识 与否   我 就 在 这里   你 还 能 那 我 咋 地,109,0,0,0,0,0,0
今天 外面 居然 下雨 了,109,0,0,0,0,0,0
哈哈哈,109,0,0,0,0,0,0
德国 输 了,109,0,0,0,0,0,0
今天 我 还 不了,109,1,0,0,1,1,1
我要 去 举报 你们 啊,109,0,0,0,0,0,0
日 你 妈,109,0,0,0,0,0,0
我 不想 和 你 说话   和 你 说话 都 是 在 浪费 表情,109,0,0,0,0,0,0
我 吃饭 了   你 自言自语 吧,109,0,0,0,0,0,0
风来 了,109,0,0,0,0,0,0
葡萄牙 赢 了,109,0,0,0,0,0,0
你们 简直 是 高利贷 哦 哈,109,1,0,0,1,1,1
你 是不是 有病 呀 阿,109,0,0,0,0,0,0
我 怎么 知道,109,0,0,0,0,1,0
听不懂   找 谁 ？,109,0,1,1,0,0,0
天气 不错,109,0,0,0,0,0,0
你 睡觉 没 睡醒 吧,109,0,0,0,0,0,0
给 你 说 个 铲 铲,109,0,0,0,0,0,0
我 给 你 发红包,109,0,0,0,0,0,0
美芹 心意,109,0,0,0,0,0,0
哎呀 烦不烦,109,0,0,0,0,0,0
不 知道 了,109,0,0,0,0,1,0
你 打 我 电话 不 知道 我 是 谁 ？,109,0,0,0,0,0,0
吃饭 了,109,0,0,0,0,0,0
写得 鬼火 冒,109,0,0,0,0,0,0
烦死 了   天天 打电话,109,0,0,0,0,0,0
不想 跟 你 说话,109,0,0,0,0,0,0
都 吃饭 了,109,0,0,0,0,0,0
哈哈 阿,109,0,0,0,0,0,0
今天 不 吃饭,109,0,0,0,0,0,0
不要 理 我 哈,109,0,0,0,0,0,0
伤情 着 我,109,0,0,0,0,0,0
乞讨,109,0,0,0,0,0,0
的 份 张三额,109,0,0,0,0,0,0
你 给 我 一个 凭证   我 找 家里人 要钱,109,1,0,0,1,1,1
呵呵 没意思,109,0,0,0,0,0,0
你 去 看 电影 了 吗,109,0,0,0,0,0,0
尚 能 饭否,109,0,0,0,0,0,0
你 吃 爽 了 吗,109,0,0,0,0,0,0
会 叹息 有 多少 眷恋,109,0,0,0,0,0,0
出去   happy,109,0,0,0,0,0,0
前面 那条 狗 好 可爱,109,0,0,0,0,0,0
不要 急,109,1,0,0,1,1,1
脑子 有病 吧 哈,109,0,0,1,0,0,0
不会 是 你 搞错 了 哇,109,0,1,1,0,0,0
有 什么 事,109,0,1,1,0,0,0
快 结束 了,109,0,0,0,0,0,0
我 不 确定,109,1,0,1,1,1,1
我 吃饱 了,109,0,0,0,0,0,0
干嘛 告诉 你,109,0,0,0,0,0,0
你 个 瓜 娃子,109,0,0,0,0,0,0
你们 简直 是 高利贷 哦 呢,109,1,0,0,1,1,1
烦不烦 啊   请 你 以后 不要 打 这个 电话 了   在 打 我 要 屏蔽 你 了,109,0,0,0,0,0,0
看不到,109,0,0,0,0,1,0
我 想 请 你 看 电影,109,0,0,0,0,0,0
我 幸好 不好,109,0,0,0,0,0,0
草好 绿,109,0,0,0,0,0,0
美女   你 年纪轻轻 干 啥 不好 啊   别 给 高利贷 打工 了 ！,109,0,0,0,0,0,0
哈哈   你 菜,109,0,0,0,0,0,0
我们 会 赢,109,0,0,0,0,0,0
我 报警,109,0,0,1,0,0,0
哥们儿   吃 午饭 没,109,0,0,0,0,0,0
你 上班 累 不,109,0,0,0,0,0,0
智利 赢 了,109,0,0,0,0,0,0
懒得 理 你,109,0,0,0,0,0,0
我 老帅 了,109,0,0,0,0,0,0
分批 的 哇 ？,109,0,0,0,1,0,0
家里人 可以 还 吧,109,1,0,0,1,1,1
最后 警告 一次 不要 打 了,109,0,0,0,0,0,0
我 是 忘记 还 了   怎么 操作,109,0,0,0,0,1,0
哼哼   没意思,109,0,0,0,0,0,0
你 自己 联系 他,109,0,1,1,0,0,0
就 不 告诉 你   就 不 告诉 你  ,109,0,0,0,0,0,0
空调 好 冷,109,0,0,0,0,0,0
今天 风太大 了,109,0,0,0,0,0,0
我 为什么 要 告诉 你,109,0,0,0,0,0,0
你 管 我 啊,109,0,0,0,0,0,0
就 不 告诉 你,109,0,0,0,0,0,0
不要 骚扰 了,109,0,1,1,0,0,0
你 爸爸 咋样 啦 ？,109,0,0,0,0,0,0
晓得,109,1,0,0,1,1,1
水在 流淌,109,0,0,0,0,0,0
唉 你好,109,0,0,0,0,0,0
我 还 说些 啥 呢,109,0,0,0,0,0,0
为什么 告诉 你,109,0,0,0,0,0,0
下 一秒 的 时间,109,0,0,0,0,0,0
吁,109,0,0,0,0,0,0
命 吧,109,0,0,0,0,0,0
你 管 我 是不是   烦,109,0,0,0,0,0,0
你 说 我 是 还 是不是 呢,109,0,0,0,0,0,0
你 一月 挣 多少,109,0,0,0,0,0,0
你 他 妈 说 啊,109,0,0,0,0,0,0
不 认识   不要 再 打 过来 了 啊,109,0,1,1,0,0,0
春暖花开,109,0,0,0,0,0,0
今天 有点 冷,109,0,0,0,0,0,0
真的 想 吐 了,109,0,0,0,0,0,0
再 打 报警,109,0,0,1,0,0,0
落入 凡尘,109,0,0,0,0,0,0
看到 到 电视,109,0,0,0,0,0,0
如果 你 能 判断 今天 的 天气   我 就 告诉 你 答案   咋样 ？,109,0,0,0,0,0,0
好 漂亮,109,0,0,0,0,0,0
出 问题 经过 大脑,109,0,0,0,0,0,0
宽恕 我 的 平凡 阿,109,0,0,0,0,0,0
凉凉 天意,109,0,0,0,0,0,0
这么 求多 问题 焉,109,0,0,0,0,0,0
风太大 了,109,0,0,0,0,0,0
有 毛病 嗯,109,0,0,0,0,0,0
夜深人静,109,0,0,0,0,0,0
你 问 这个 问题 是不是 弱智,109,0,0,0,0,0,0
都 给 你 说 了   别 再 打 了   你 听不懂 吗 ？,109,0,1,1,0,0,0
正在 银行,109,1,0,1,1,1,1
今天天气 真好 阿,109,0,0,0,0,0,0
也 挺,109,0,0,0,0,0,0
又 是 你 个 瓜 娃子,109,0,0,0,0,0,0
哈哈 了,109,0,0,0,0,0,0
什么 时代,109,0,0,0,0,0,0
风太大,109,0,0,0,0,0,0
卧槽,109,0,0,0,0,0,0
最近 生意 好 吗,109,0,0,0,0,0,0
今天 心情 不好 哈,109,0,0,0,0,0,0
外面 的 天气 怎么样  ,109,0,0,0,0,0,0
哟 哟,109,0,0,0,0,0,0
时间,109,0,0,0,0,0,0
你 打 我 电话 还 问 我 是 谁 ？ ？,109,0,0,0,0,0,0
你 猜,109,0,0,0,0,0,0
今天天气 好爽 哈哈,109,0,0,0,0,0,0
你 电话 坏 了 吧,109,0,0,0,0,0,0
呵呵 哇,109,0,0,0,0,0,0
你 吃 东西 了 吗,109,0,0,0,0,0,0
不 知道 啊,109,0,0,0,0,1,0
地震 得 好 厉害   好 厉害   好 晃动 ！,109,0,0,0,0,0,0
快 涨工资,109,0,0,0,0,0,0
你们 一天 工作 好多 小时,109,0,0,0,0,0,0
你 就 pause,109,0,0,0,0,0,0
你 看 我 咋样,109,0,0,0,0,0,0
这样 是 没有 意义 的 阿,109,1,0,0,1,0,1
进 传销 了,109,0,0,0,0,1,0
今天天气 很 好 哈哈哈,109,0,0,0,0,0,0
我草,109,0,0,0,0,0,0
我发 洪水 了,109,0,0,0,0,0,0
你 是不是 打错 了,109,0,1,1,0,0,0
你 猜 我 是不是 呀,109,0,0,0,0,0,0
风太大   没 听 清,109,0,0,0,0,0,0
去 不到 终点   就 回到 原点 嗯,109,0,0,0,0,0,0
为什么 告诉 你,109,0,0,0,0,0,0
已 白头,109,0,0,0,0,0,0
今天 天 不错,109,0,0,0,0,0,0
你 是不是 有病 呀 哈哈哈,109,0,0,0,0,0,0
手机 好卡,109,0,0,0,0,0,0
牛 逼,109,0,0,0,0,0,0
打死 我 嘛,109,1,0,0,1,1,1
我 吃 过 午饭 了,109,0,0,0,0,0,0
好大 的 风,109,0,0,0,0,0,0
嘿嘿嘿 吧,109,0,0,0,0,0,0
一次,109,0,0,0,0,0,0
刚 吃 过,109,0,0,0,0,0,0
这 江山 万里 又 何惧 万里,109,0,0,0,0,0,0
你们 还发 福利 了 啊,109,0,0,0,0,0,0
听不懂 你 说 啥子 呢 ？,109,0,0,0,0,1,0
今天天气 真好 也,109,0,0,0,0,0,0
认识 怎么样 不 认识 又 怎么样,109,0,0,0,0,0,0
你 头 被 门 夹 了 哇 ？,109,0,0,0,0,0,0
呦,109,0,0,0,0,0,0
中国 主权,109,0,0,0,0,0,0
年少 万 兜鍪,109,0,0,0,0,0,0
下午,109,0,0,0,0,0,0
宽恕 我 的 平凡 哈,109,0,0,0,0,0,0
暴风雨 太 大,109,0,0,0,0,0,0
这人 是 干什么 的,109,0,1,1,0,0,0
我先 问个问题 呢,109,0,0,0,0,0,0
哼哼 呢,109,0,0,0,0,0,0
嫩 瞎 扯淡,109,0,1,1,0,0,0
我 在 看 世界杯   伊朗 out,109,0,0,0,0,0,0
我 已经 让 财务 打 给 我 了   还 没到 呢,109,1,0,0,1,1,1
天气 怎么样 啊,109,0,0,0,0,0,0
对不起   你 拨打 的 号码 把 你 拉入 了 黑名单,109,0,0,0,0,0,0
天空 飘 来 一朵 云   这 都 不是 事,109,0,0,0,0,0,0
你 是不是 有病 呀   没意思,109,0,0,0,0,0,0
今天天气 很 好 吧,109,0,0,0,0,0,0
哼哼 啦,109,0,0,0,0,0,0
一直 是 这般 模样,109,0,0,0,0,0,0
今天天气 挺 好,109,0,0,0,0,0,0
管 你 毛事 ！,109,0,0,0,0,1,0
不要 打 了,109,0,0,0,0,0,0
今天天气 好 的 很,109,0,0,0,0,0,0
你 吃 了 没,109,0,0,0,0,0,0
耳朵 聋 了,109,0,0,0,0,0,0
来 撒,109,0,0,0,0,0,0
今天天气 好爽,109,0,0,0,0,0,0
天气 怎样 啊,109,0,0,0,0,0,0
没 求得 钱 啥   你 是不是 傻哇,109,1,0,0,1,1,1
你们 是 同事 吧,109,0,0,0,0,0,0
你好 吗 ？,109,0,0,0,0,0,0
麦子 熟 了,109,0,0,0,0,0,0
认识 他 或 不 认识 他 跟 你 有 半 毛钱 的 关系,109,0,0,0,0,0,0
也 要 花蕊 绽放,109,0,0,0,0,0,0
西班牙 赢 了,109,0,0,0,0,0,0
别 打扰 我,109,0,0,0,0,0,0
我 是不是 关 你 什么 事情,109,0,0,0,0,0,0
小生 的 花 伞 还 落 在 你家,109,0,0,0,0,0,0
能 请 我 看 一场 电影 吗,109,0,0,0,0,0,0
起床 了,109,0,0,0,0,0,0
全都 免 了 ？,109,1,0,0,0,0,0
和 我 前女友 差 一个 字,109,0,0,0,0,0,0
