split_text,label
我这会不方便沟通，你加我qq,其它通讯方式
叮叮有没有,其它通讯方式
电话里面说不清，要不你加我 QQ，我们在 QQ 里面聊,其它通讯方式
要不你加我微信说,其它通讯方式
微博上说,其它通讯方式
我直接电话联系你吧,其它通讯方式
我们skype上聊吧,其它通讯方式
有什么事微信上说，电话不方便。,其它通讯方式
你加我微信聊吧,其它通讯方式
加我whatsapp吧,其它通讯方式
你们在成都哪里办公？,其它通讯方式
我们QQ聊,其它通讯方式
我在开车，你加我微信，等下聊,其它通讯方式
打我座机,其它通讯方式
我加你QQ把,其它通讯方式
给我发短信,其它通讯方式
联系我爱人吧，手机号是**,其它通讯方式
qq发给我吧,其它通讯方式
电话里面说不清，要不你加我 QQ，我们在 QQ 里面聊这个事情,其它通讯方式
加微信,其它通讯方式
你住哪儿，我下班来找你,其它通讯方式
我们约个时间面谈,其它通讯方式
我们微信上沟通,其它通讯方式
电话说了我也记不住啊，加个微信吧。,其它通讯方式
你们有办公地点么？我空了过去说,其它通讯方式
我们飞信聊,其它通讯方式
你在微信上把详细的发给我,其它通讯方式
打我另一个号码,其它通讯方式
你把所有信息通过微信发给我把,其它通讯方式
你打我另外个电话,其它通讯方式
联系我助理吧,其它通讯方式
聊一下,其它通讯方式
你发我一个短信，把计算公式和详情发过来一下,其它通讯方式
电话里面说不清，要不你加我 QQ，我们在 QQ 里面聊这个事情，方便些,其它通讯方式
微信聊,其它通讯方式
你们公司在哪点，我过来,其它通讯方式
我现在在外地出差,其它通讯方式
回去QQ上和你说,其它通讯方式
****，我的微信，加上说。,其它通讯方式
你有百度帐号吗,其它通讯方式
加我米聊吧,其它通讯方式
加个微信，你给我发过来看看再说,其它通讯方式
加我陌陌吧,其它通讯方式
你有Skype吗？,其它通讯方式
我们在qq上聊,其它通讯方式
我们约个地点面谈吧,其它通讯方式
微信上细聊,其它通讯方式
联系我律师吧,其它通讯方式
啥子哦,请求重复
我想核对一下信息和金额，你微信给我,其它通讯方式
电话里面说不清，要不你加我微信,其它通讯方式
你们在哪里办公,其它通讯方式
等会我再联系你吧,其它通讯方式
你发邮件给我吧,其它通讯方式
有微信吗？,其它通讯方式
要钱没有，要命一条,其它通讯方式
你有没有微信呢？,其它通讯方式
你们公司有座机么？,其它通讯方式
我们陌陌聊,其它通讯方式
你打我座机,其它通讯方式
微信好聊一点,其它通讯方式
找个茶楼我们仔细聊一下,其它通讯方式
你打我语音,其它通讯方式
发我邮箱我看看,其它通讯方式
不晓得,其它通讯方式
微信拍个照片给我吧,其它通讯方式
我们在微信上仔细聊一下吧,其它通讯方式
电话里面说不清，要不你加我微信，我们在微信里面聊,其它通讯方式
你私人号码是好多,其它通讯方式
违约有什么风险么,不愿配合
别电话里说了，经常接不到。,其它通讯方式
我又不止借了你们一家公司,其它通讯方式
加我钉钉吧,其它通讯方式
我不确认你的身份，你们公司有电话么？我要查一下,其它通讯方式
我现在不方便，就这手机号，加我微信,其它通讯方式
qq聊方便点,其它通讯方式
我们找个咖啡厅仔细聊一下吧,其它通讯方式
你给我打字吧，我不好听语音,其它通讯方式
你那边有座机号嘛，我给你打过去呢,其它通讯方式
QQ截个图过来,其它通讯方式
电话里面说不清，要不你加我微信，我们在微信里面聊这个事情,其它通讯方式
你电话好多,其它通讯方式
需要承担什么责任么,其它通讯方式
要不我们去茶楼聊一下？,其它通讯方式
骚扰电话太多，加个微信说吧。,其它通讯方式
如果我不还呢？,不愿配合
加我Skype吧,其它通讯方式
我们约到星巴克见面说,其它通讯方式
我们在飞信上仔细聊一下吧,其它通讯方式
视屏聊,其它通讯方式
截图发给我,其它通讯方式
打我家里电话吧,其它通讯方式
不清楚,其它通讯方式
手机微信给我截图发过来,其它通讯方式
电话里面说不清，要不你加我微信，我们在微信里面聊这个事情，方便些,其它通讯方式
你手机好多,其它通讯方式
我们要不碰个面，理一下到底有多少钱,其它通讯方式
陌生电话我都不接，还是微信说吧。,其它通讯方式
你有没有Skype呢？,其它通讯方式
你敢来见我么？,其它通讯方式
我们在QQ上仔细聊一下吧,其它通讯方式
qq聊,其它通讯方式
视屏吧，我看看你长啥样,其它通讯方式
你给我发短信吧,其它通讯方式
发给我啊,其它通讯方式
手机可能没信号，短信联系我把,其它通讯方式
什么玩意儿,不愿配合
我想仔细了解下，给你我的微信,其它通讯方式
我在开会，加个 QQ，待会聊,其它通讯方式
你微信好多,其它通讯方式
要不你报警抓我吧,其它通讯方式
微信上把明细发给我看下,其它通讯方式
别打我电话了，有时候接不到，加个微信说。,其它通讯方式
加我instagram吧,其它通讯方式
你敢出来聊不？,其它通讯方式
我们在陌陌上仔细聊一下吧,其它通讯方式
我等下回家，你打我座机,其它通讯方式
微信转你,其它通讯方式
我现在很忙，你给我发邮件吧,其它通讯方式
微信看哈,其它通讯方式
你们能上门和我律师谈谈嘛,其它通讯方式
我的微信就是这个手机号，你加我吧，把详情发过来,其它通讯方式
我在开会，加个微信，待会聊,其它通讯方式
你qq好多,其它通讯方式
QQ上把相关的东西发给我看下,其它通讯方式
有没有微信？微信上去说。,其它通讯方式
现在有点忙，你先加我微信号,其它通讯方式
我说个地方，你来找我,其它通讯方式
我们见个面吧,其它通讯方式
我现在没空，等下微信给你回消息,其它通讯方式
加我支付宝,其它通讯方式
我现在很忙，改日到你公司面谈吧,其它通讯方式
短信发给我啦,其它通讯方式
和我父母谈吧,其它通讯方式
可以，但是我需要核对明细，qq给我文件,其它通讯方式
我现在在吃饭，不方便，加个 QQ，待会聊,其它通讯方式
你有QQ么,其它通讯方式
我给你发短信,其它通讯方式
你在邮件里把账单发过来下,其它通讯方式
上班不方便，加个微信说。,其它通讯方式
"我先加你QQ,晚点我们聊",其它通讯方式
你拍个工作证给我看看呢？发短信给我,其它通讯方式
我们见面聊,其它通讯方式
等下QQ上联系我,其它通讯方式
支付宝转你,其它通讯方式
我这边听得不是很清楚，我们微信联系吧,其它通讯方式
我给你我儿子的电话，你和他说,其它通讯方式
什么？,请求重复
有这么多么，发过来吧,其它通讯方式
我现在在吃饭，不方便，加个微信，待会聊,其它通讯方式
我给你打电话,其它通讯方式
光脚的不怕穿鞋的,其它通讯方式
去酒吧面谈下吧,其它通讯方式
咋们微信上具体聊一聊吧。,其它通讯方式
你打我老婆电话吧，这个电话马上没电了,其它通讯方式
你私人电话是好多？,其它通讯方式
我们短线聊,其它通讯方式
你把这些微信发给我,其它通讯方式
qq转你,其它通讯方式
你那边很吵，qq联系吧,其它通讯方式
qq找我,其它通讯方式
你和我朋友说吧，他比较了解贷款的情况,其它通讯方式
微信上核对一下就行,其它通讯方式
加QQ,其它通讯方式
我现在不太方便，要不你留个微信给我，我在微信上和你聊,其它通讯方式
我给你闪个电话,其它通讯方式
这明显是不可能的,其它通讯方式
我去你们公司找你们谈下,其它通讯方式
还有些事情要问你，加个微信说吧。,其它通讯方式
哦，知道了,模糊确认
我有欠那么多么？,确认数额
好的,模糊确认
嗯,模糊确认
我知道该怎么办了,模糊确认
好的，我知道了,模糊确认
嗯明白,模糊确认
可以，就这样吧,模糊确认
好,模糊确认
这个再议,模糊确认
要得，晓得了,模糊确认
行，我晓得这个事情了,模糊确认
好嘛，我知道了,模糊确认
你在说啥子哦,说出目的
这个考虑下,模糊确认
晓得了,模糊确认
明白了,模糊确认
回头我算算再说,模糊确认
可以,模糊确认
知道了,模糊确认
明天再说吧,模糊确认
All right. I knew it.,模糊确认
我了解了,模糊确认
就这样了，再说了,模糊确认
我知道了,模糊确认
嗯哈，以后再说,模糊确认
行，知道了,模糊确认
行，好的，你放心,模糊确认
行，我会想办法的,模糊确认
啥意思喃,模糊确认
利息怎么算,确认数额
减多少利息？,确认数额
哦哦哦,模糊确认
嗯，好的,模糊确认
收到,模糊确认
行行行，你说啥就是啥,模糊确认
我想一下,模糊确认
要得，我知道,模糊确认
行，好的，你放一万个心,模糊确认
哦，明白了,模糊确认
啊啊，晓得了,模糊确认
能不能再优惠点儿,讨价还价
啊,模糊确认
懂得起,模糊确认
分期是免息的么？,确认数额
行,模糊确认
等下再说,模糊确认
嗯，我想办法,模糊确认
嗯嗯,模糊确认
行，知道啦,模糊确认
你老大，你说了算,模糊确认
再说嘛,模糊确认
哦，明白,模糊确认
行，好的，我说了行就是行,模糊确认
行嘛，继续,模糊确认
哎呀哈,模糊确认
你们看着办,模糊确认
收到了,模糊确认
能不能把利息减免再无息分期？,讨价还价
ok,模糊确认
了解,模糊确认
好的，我想想,模糊确认
哦，晓得了,模糊确认
我关注到的,模糊确认
行，到那天再说了,模糊确认
还有时间,模糊确认
行，晓得了,模糊确认
哦，知道,模糊确认
行，好的，我袍哥人家决不拉稀摆带,模糊确认
好好，我听到起在,模糊确认
唷唷,模糊确认
我想想办法吧,模糊确认
好嘛，到时再说,模糊确认
我再看看,模糊确认
我凭什么相信你哦,回问身份
好的，我想办法,模糊确认
这么个情况啊,模糊确认
我随时注意到的,模糊确认
可以，我会行办法的,模糊确认
不急,模糊确认
好嘛,模糊确认
哟哟,模糊确认
优惠力度大不大,讨价还价
行行行，忙完再说,模糊确认
你们这个政策不错,模糊确认
考虑一下,模糊确认
我考虑一下,模糊确认
好了，我知道了,模糊确认
再说吧,模糊确认
好的，我尽量,模糊确认
嗯，我会想办法,模糊确认
可以吧,模糊确认
不慌，我可以先唱首歌给你听一下,模糊确认
好，知道了,模糊确认
好的，我说了行就是行,模糊确认
哦，收到,模糊确认
嘿嘿,模糊确认
得不得影响个人征信,讨价还价
好了，后面我想办法,模糊确认
你们还发福利了啊,模糊确认
过几天再说吧,讨价还价
我需要考虑考虑,模糊确认
嗯嗯嗯,模糊确认
还有这么多天，不急,模糊确认
我尽我最大努力吧,模糊确认
行，知道,模糊确认
只能这样了,模糊确认
嗯嗯呢,模糊确认
我知道了，我会想办法,模糊确认
再说,模糊确认
嗯嗯，再说吧,模糊确认
烦,不愿配合
明显还可以再优惠点儿,讨价还价
到时我去看看,模糊确认
好的，我再想想,模糊确认
我想想办法,模糊确认
我想想,模糊确认
好的，还有这么多天,模糊确认
我现在确定不了,模糊确认
好好好,模糊确认
哈哈哈,模糊确认
能不能换个长点儿的还款周期呢,讨价还价
要的，我下来了解下,模糊确认
等我考虑下再说,模糊确认
等我方便的时候联系你门,模糊确认
行，我看看,模糊确认
我看看有没有其他办法,模糊确认
我不确定,模糊确认
嗯，没事了吧,模糊确认
你想多了,模糊确认
后面再说,模糊确认
好，要得，晓得了,模糊确认
麻烦,不愿配合
等我出差回来再说,模糊确认
嗯，我下来查一下,模糊确认
我要和家里人商量下再说,模糊确认
你是谁啊？我凭什么相信你啊,回问身份
行，我想想办法,模糊确认
我会想办法的,模糊确认
能筹到钱吧,模糊确认
我也不知道,模糊确认
行，那不要再打过来了,模糊确认
这会在忙，后面再议,请求等下打来
要得,模糊确认
行，你放一万个心,模糊确认
恼火,模糊确认
把方案发到我手机上嘛,模糊确认
得，你别说了，我下来自己处理,模糊确认
知道了，稍后再议,模糊确认
万一我还了，你们又说还是利息和滞纳金呢,讨价还价
可以，我过段时间处理,模糊确认
清楚,模糊确认
应该能还,模糊确认
我其实一直是想还的,模糊确认
行，也行吧,模糊确认
去死吧,不愿配合
再等等,模糊确认
该你歪,模糊确认
方案给我发到微信嘛,其它通讯方式
到时我去处理,模糊确认
现在比较忙，晚点说,请求等下打来
你怎么证明给我减免啊？,讨价还价
我过段时间处理,模糊确认
好的，我知道了，我现在有事，等下打给你,请求等下打来
有钱就还,模糊确认
我也很想还,模糊确认
知了,模糊确认
我能有什么意见,模糊确认
可以，尽量想办法,模糊确认
好，我想想办法，正好最近性情好，办法总是容易想出来,模糊确认
你牛,不愿配合
还有没有更低的方案,讨价还价
我后面找时间看看，你别打了,模糊确认
怎么还哦？,还款方式
怎么还钱啊？,还款方式
怎么还款？,还款方式
我不知道怎么还,还款方式
该怎么还,还款方式
怎么还款呢,还款方式
不知道怎么还款,还款方式
怎么还啊，微信行吗,还款方式
不晓得杂还,还款方式
我身上只有现金，要怎么处理,还款方式
麻烦问哈我哪们还,还款方式
咋个还哦，怎么个还法,还款方式
我不晓得哪们还,还款方式
安？咋整嘛？,还款方式
App是哪个呢,还款方式
在哪还啊,还款方式
我不晓得怎么还啊？,还款方式
支付宝可以么？,还款方式
你们的还款渠道是怎样的？,还款方式
app上不去,还款方式
就是不知道怎么还,还款方式
我没网络,还款方式
需要给现金嘛,还款方式
我喜欢用现金的方式交易，你看我怎么打给你？,还款方式
没有还款方式,还款方式
你总得提供个入口给我，我才好还呀,还款方式
直接转账行不行,还款方式
安？纳闷弄？,还款方式
可以汇款不,还款方式
支付宝转账吗？,还款方式
你们喊我还，总要告诉我该怎么还啊？,还款方式
没人给我还款账号啊,还款方式
能不能直接给你转过来,还款方式
怎么支付,还款方式
怎样付款给你们,还款方式
我可以支付宝嘛,还款方式
能刷信用卡嘛,还款方式
可以去银行当面交易吗,还款方式
有没得啥子APP可以直接还,还款方式
提供个还款的方式嘛,还款方式
可以直接转帐么,还款方式
浪个弄？,还款方式
能不能直接刷卡,还款方式
微信转账吗？,还款方式
你们是现在给我账号吗？,还款方式
微信转账可以么？,还款方式
APP上不去怎么还,还款方式
还款方式是什么？,还款方式
不知道怎么支付,还款方式
可以支付宝吗,还款方式
我可以微信不,还款方式
能用花呗嘛,还款方式
app崩溃了，我试了，还不起,还款方式
请问哈哪们还喃,还款方式
我都不用智能手机，钱咋个个还法,还款方式
直接转账要不要得,还款方式
咋个整嘛,还款方式
支付宝给我一个撒,还款方式
银行卡转账吗？,还款方式
你们给我减免了我该怎么还啊？,还款方式
你们有APP么？,还款方式
你之前没有给我说过怎么还款,还款方式
可以微信吗,还款方式
可以刷其他的信用卡吗？,还款方式
能用京东白条嘛,还款方式
app老是断网,还款方式
可不可以直接用手机支付？,还款方式
我哪们还哦,还款方式
整不来关键是,还款方式
微信扫一扫,还款方式
有没APP可以直接还款的,还款方式
哪里可以看到怎么还钱给你们呢？,还款方式
你们上门来收钱么？,还款方式
支付宝转账吗,还款方式
怎么还款我给忘了,还款方式
你们没说怎么还款啊,还款方式
是直接转账吗,还款方式
不知道怎么还,还款方式
银行转账嘛,还款方式
管不到了,还款方式
app崩溃了，怎么还,还款方式
可不可以直接在 App 上还款？,还款方式
直接转账要得不嘛,还款方式
我是别个帮我办的,还款方式
APP闪退,还款方式
APP上不去怎么办,还款方式
我没的你们的银行卡号啊，还不了啊,还款方式
我把钱换了，借条怎么还给我？,还款方式
微信转账吗,还款方式
你给我说一遍你们的还款方式,还款方式
忘记怎么还款了,还款方式
你没有说怎么还呢,还款方式
怎么还？,还款方式
还是还之前的银行账户嘛,还款方式
在哪还,还款方式
app登录不上啊,还款方式
麻烦问哈有哪些方式还,还款方式
可不可以还现金？,还款方式
还不来啊,还款方式
已经还了，提示正在交易中,还款方式
支付宝转账到什么地方啊,还款方式
不知道该怎么还哦,还款方式
你们有还钱流程么？,还款方式
给个账号,还款方式
能不能微信转账,还款方式
微信可以还款？,还款方式
可以翼支付吗,还款方式
还款路径？,还款方式
app怎么用,还款方式
没办法,还款方式
app有bug，用不起,还款方式
在国外，不能银行汇款，你看怎么还？,还款方式
哪们还给你们也,还款方式
搞不懂,还款方式
app有减免的活动没有呢,还款方式
微信转账到什么地方啊,还款方式
我在你们APP上面有个没找到哪里可以还款啊,还款方式
你们不是上门服务么？顺便把借款合同给我,还款方式
怎么打给你们,还款方式
能不能支付宝？,还款方式
支付宝可以还款？,还款方式
有哪些还款方式呢,还款方式
还款方式？,还款方式
怎么个还款法，直接转账嘛,还款方式
我看上面没有还款方式，不知道怎么支付给你,还款方式
咋个还哦，你总得说个怎么个还法，用什么工具还？,还款方式
微信转给你行不行,还款方式
搞求不来,还款方式
我换张卡给你转,还款方式
银行卡转账到什么地方啊,还款方式
你给我说下该把钱打到哪里呢？,还款方式
一直登陆不上APP注册不了,还款方式
怎么转给你们,还款方式
必须要银行卡吗,还款方式
可以银联卡转账？,还款方式
我到底要怎么还给你们,还款方式
该还款了？,还款方式
用手机能操作嘛,还款方式
清不到了,还款方式
你看我微信转账还是其他的方式,还款方式
你好，你得提供个还款的方式给我啊,还款方式
翼支付可以不,还款方式
你教我一哈？,还款方式
能再缓几天可以不,还款方式
我是直接去你们公司还款吗,还款方式
我把钱转到哪里去呢？,还款方式
你说的减免这些有书面的东西么？你们公司要盖章哦,还款方式
如何还款？,还款方式
直接转账是微信还是支付宝？,还款方式
是直接现金还款吗,还款方式
转账不？,还款方式
需要用电脑操作嘛,还款方式
我看不清,还款方式
支付宝可以么,还款方式
我在国外，能不能直接使用手机支付？,还款方式
哪个来帮哈我嘛,还款方式
我的银行卡被冻结了,还款方式
我可以去银行直接转账吗,还款方式
你给我个账号吧，我转钱给你们,还款方式
你说话算数不，我怎么还钱呢,还款方式
我还到哪里,还款方式
红旗连锁能还吗？,还款方式
该怎么操作,还款方式
我现在有钱，但是不知道如何还,还款方式
转账吧？,还款方式
直接转给你，你帮我还行嘛,还款方式
除非你晚上来我家,还款方式
apple pay 可以么,还款方式
我在国外，能不能直接使用手机还款？,还款方式
我是别个帮我借的,还款方式
明天朋友就换我钱了,还款方式
不知道还款方式,还款方式
是把钱直接打到你们公司账号吗？,还款方式
你不得是骗子哇？我不晓得怎么还钱,还款方式
支持支付宝转账吗,还款方式
能不能用信用卡还,还款方式
不知道怎么操作,还款方式
你们一直都没有说怎么还给你们啊,还款方式
怎么打钱啊？,还款方式
能用外币还嘛,还款方式
除非你带你闺蜜来我家,还款方式
可以信用卡还款么,还款方式
我在外地，能不能用 APP 来还款？,还款方式
支付宝可不可以还,还款方式
在哪里还啊？,还款方式
今天我再找人想想办法,讨价还价
我用的存折，不会转账,还款方式
还是还到上次那个账号吗？,还款方式
我不得还给个人，给我个你们公司对公账号,还款方式
支持微信转账吗,还款方式
能不能你们上门来收,还款方式
还款步骤是什么,还款方式
我客户端登陆不了,还款方式
我不知道怎么转账？,还款方式
app需要你教我怎么还，我没用过,还款方式
出来你和你朋友来我这,还款方式
我不知道怎么还给你,还款方式
钱怎么还？用什么东西还？银行转账还是？,还款方式
支付宝可以不,还款方式
这个真的有点儿坑,还款方式
不清楚怎么还钱,还款方式
嗯，先告诉我该怎么转钱给你们吧,还款方式
你发个书面你们公司盖章的给我，我不晓得怎么还钱,还款方式
我该怎么操作呢？,还款方式
支付宝？微信？银行卡？,还款方式
还款有哪些步骤,还款方式
我网银密码忘了,还款方式
我不会玩网络啊？,还款方式
app让我先熟悉一下啊,还款方式
可以给现金吗,还款方式
app上面还还是哪里还,还款方式
钱怎么还？用什么东西还？可不可以支持手机支付？,还款方式
微信行不行,还款方式
优惠力度那么小，算了,还款方式
不知道还款流程,还款方式
小妹，你叫啥啊？,回问身份
你是谁?,回问身份
你谁啊？,回问身份
你是哪个？,回问身份
请问你哪位,回问身份
你是骗子吧,回问身份
你谁啊，找我有事吗,回问身份
你哪个哦,回问身份
你的工号是多少，哪个催收公司的？,回问身份
你弄啥的,回问身份
你是哪个？你咋个有我的电话？,回问身份
你是搞啥的,回问身份
你纳闷晓得我电话啊？,回问身份
打错了,回问身份
兄弟，你谁啊？,回问身份
不知道你是谁？,回问身份
美女，你杂晓得我电话号码的呢？,回问身份
兄弟你谁啊,回问身份
想套我信息？,回问身份
你是隔壁章三？,回问身份
你是？,回问身份
为什么告诉你,回问身份
你是哪里人啊,回问身份
我怎么才能知道你不是骗我的,回问身份
啥子事,说出目的
你咋个会有我的电话，你是哪个哦？,回问身份
你日吗是哪个,回问身份
这个号码我才换的,回问身份
你哪个,回问身份
先报上你的姓名,回问身份
你是谁啊？哪里来的我电话,回问身份
为什么要告诉你,回问身份
我凭什么告诉你？,回问身份
你怎么知道我电话,回问身份
你叫什么名字,回问身份
兄弟你干嘛？,回问身份
你是干什么的,回问身份
你没糗事做了哇,回问身份
你怎么有我的手机号码？,回问身份
你哪搞样的,回问身份
我的电话从来都是保密的，你从哪里弄到的，你是哪个？,回问身份
先说哈你搞哪样的,回问身份
你是三儿哇,回问身份
我怎么可能借钱,回问身份
我这显示你这个号码是推销号码喃,回问身份
你是骗子吧，电话都显示是诈骗,回问身份
你怎么证明你身份啊？,回问身份
你是谁？你从哪里得到我的电话的？,回问身份
你真的是催收的,回问身份
你是坏蛋？,回问身份
你是哪家公司的,回问身份
你是谁啊？,回问身份
你是哪里的，怎么会有我的电话号码,回问身份
啥子玩意儿哦,回问身份
你是哪位,回问身份
你这个号码打过来怎么是显示骚扰电话,回问身份
你是谁？你咋个有我的电话？,回问身份
你哪个？为什么要告诉你,回问身份
你龟儿是哪个,回问身份
兄弟，你太天真了,回问身份
大哥，你哪个,回问身份
我是谁凭什么告诉你？,回问身份
要不先加个微信，我确认下你身份？,回问身份
你是谁？你从哪里得到我的电话的,回问身份
你是催收员,回问身份
你们公司叫什么名字,回问身份
这个号码显示骚扰啦？,回问身份
昨天给我打电话的是不是你们同事啊,回问身份
你在哪,回问身份
我为什么要告诉你,回问身份
弄啥的？说看看,回问身份
你咋个会有我的电话，你是谁？,回问身份
你先说看看你是哪个,回问身份
莫逗我老，哥们，你哪个,回问身份
信号不好,请求等下打来
你们哪个公司的,回问身份
你哪位？哪里凉快去哪里,回问身份
我来电显示这是：疑似骗子电话,回问身份
who are you?,回问身份
我靠，我的信息又被卖了,回问身份
你是不会帅哥,回问身份
我怎么知道你是不是骗子,回问身份
嗯嗯，你谁啊,回问身份
你是不是催债的啊,回问身份
你信不信我弄死你,回问身份
"兄die,我为撒子要给你说，你谁啊",回问身份
你哪位？你哪们晓得我的电话,回问身份
我的电话从来都是保密的，你从哪里弄到的，你是谁？,回问身份
莫逗我老，兄弟，你哪个,回问身份
不知道你想表达什么,回问身份
你工号好多,回问身份
鬼大爷晓得你不是债务公司的人啊,回问身份
我挺你口音不是成都的哇？哪里人啊,回问身份
兄弟，你是谁？,回问身份
先告诉我你是谁,回问身份
你是不是美女,回问身份
哼，你别扰我,回问身份
你哪家公司的,回问身份
为啥给你说哦,回问身份
你是骗子吧，我手机显示你是骚扰电话,回问身份
你是谁，我为什么要告诉你我是谁？,回问身份
莫逗我老，大姐，你哪个,回问身份
这个点该吃饭了,回问身份
你不是骗子吧,回问身份
你怎么证明我欠你们钱？,回问身份
你好久去的你们公司哦？你们那是骗子高利贷公司哦,回问身份
兄弟，你哪位？,回问身份
你先说，我在说,回问身份
你多大了,回问身份
你先告诉我你是谁,回问身份
你号码显示诈骗啦？,回问身份
你是做什么的,回问身份
你长得乖所,回问身份
啥子才告诉你,回问身份
自我介绍一哈,回问身份
你个哪个，我为什么要告诉你我是哪个？,回问身份
你又是哪个,回问身份
莫逗我老，朋友，你哪个,回问身份
不好意思，我没兴趣,不愿配合
你这个是骚扰电话啊？,回问身份
为什么要还你钱？你是谁,回问身份
小妹，你好久去的你们公司哦，我劝你还是赶紧离职哦，别被骗了,回问身份
你不会是骗子吧？,回问身份
你说你是谁？,回问身份
你耍朋友没,故意岔开话题
你怎么是用私人电话打的,回问身份
你工号？,回问身份
你是哪里的，我要告你骚扰,回问身份
你想多了,故意岔开话题
你嚯哪个,回问身份
朋友，你是哪个？你为什么打我电话？,回问身份
啥子事，烦の很,说出目的
莫逗我老，孃，你哪个,回问身份
已经有人联系过我了,回问身份
我不认识你,回问身份
我是欠钱，但是只欠公司的钱，不欠一个随便打电话来的陌生人的钱,回问身份
美女，你年纪轻轻干啥不好啊，别给高利贷打工了！,回问身份
我现在知道你是谁？,回问身份
你有老婆吗？,故意岔开话题
我借了很多家，你是哪家的？,回问身份
你哪个公司的？,回问身份
刚才电话是不是也是你打的,回问身份
你真的是想的出来哦,回问身份
我的信息为啥要透露,回问身份
朋友，你是哪个？,回问身份
莫逗我老，妹儿，你哪个,回问身份
我猜你是打错了,回问身份
我怕你是骗子哦,回问身份
我人都不认识你，怎么会欠你钱,回问身份
你说你是XX公司就是啊，杂证明啊？,回问身份
你哪位？,回问身份
你怎么知道的？,回问身份
你住北京？,回问身份
我认识你吗,回问身份
我怎么知道你不是骗子啦？,回问身份
催收公司是什么，我欠钱的是银行啊,回问身份
啥子东东,请求重复
你吃多了,回问身份
朋友，我都不晓得你是谁？,回问身份
莫逗我老，帅哥，你哪个,回问身份
今天已经接到好几个电话了,回问身份
我为啥要相信你,回问身份
麻烦先让我确认下你的身份再说,回问身份
我又没问你借钱，你算老几哦？,回问身份
你是？？,回问身份
你怎么知道我的电话？,回问身份
你小孩几岁？,故意岔开话题
对不起，我不认识你,回问身份
呵呵，给我验证一下你是不是骗子,回问身份
你怎么会有我的联系方式，怎么知道我欠钱了呢,回问身份
你哪知道我的哦,回问身份
二货,不愿配合
你他妈谁啊,回问身份
朋友，可不可以先告诉我你谁谁？,回问身份
请问贵姓,回问身份
莫逗我老，美女，你哪个,回问身份
再打就报警了,回问身份
喊你们负责人来,回问身份
