original_text,from,original_label,split_text
你用手机给我发个信息吧,请求等下打来,104,你 用 手机 给我发 个 信息 吧
你微信联系我,请求等下打来,105,你 微信 联系 我
你说拨打的用户，无法接通,请求等下打来,109,你 说 拨打 的 用户   无法 接通
你说拨打的用户，无法接听你的电话,请求等下打来,109,你 说 拨打 的 用户   无法 接听 你 的 电话
你能那边怎么那么吵,请求等下打来,103,你 能 那边 怎么 那么 吵
你明天联系我,请求等下打来,104,你   联系 我
你好。我这边太吵。听不清,请求等下打来,103,你好 。 我 这边 太吵 。 听不清
你过一会打过来,请求等下打来,104,你 过 一会 打 过来
你等一下打过来,请求等下打来,104,你 等 一下 打 过来
你等我下班再说吧,请求等下打来,104,你 等 我 下班 再说 吧
你等我忙完的,请求等下打来,104,你 等 我 忙 完 的
你等我了解下我再跟你联系,请求等下打来,104,你 等 我 了解 下 我 再 跟 你 联系
你等我待会联系你,请求等下打来,104,你 等 我 待 会 联系 你
你等我打客服问下再说,请求等下打来,104,你 等 我 打 客服 问 下 再说
你等会再打来,请求等下打来,104,你 等 会 再 打来
你等会再打给我,请求等下打来,104,你 等 会 再 打 给 我
你等会再打吧,请求等下打来,104,你 等 会 再 打 吧
你等会再打,请求等下打来,104,你 等 会 再 打
你等会打来在开车,请求等下打来,104,你 等 会 打来 在 开车
你等会打来,请求等下打来,104,你 等 会 打来
你等会打过来,请求等下打来,104,你 等 会 打 过来
你等会,请求等下打来,104,你 等 会
你等等。,请求等下打来,107,你 等等 。
你待会再打,请求等下打来,104,你 待 会 再 打
你待会打过来吧啊,请求等下打来,104,你 待 会 打 过来 吧 啊
明天联系我吧,请求等下打来,104,  联系 我 吧
明天联系你,请求等下打来,104,  联系 你
明天给我来电话,请求等下打来,104,  给 我 来 电话
明天的吧,请求等下打来,104,  的 吧
明天打来,请求等下打来,104,  打 来
明天打给我,请求等下打来,104,  打 给 我
明天,请求等下打来,104, 
没有时间,请求等下打来,104,没有 时间
忙完了我找你,请求等下打来,104,忙 完 了 我 找 你
忙了先挂了,请求等下打来,104,忙 了 先 挂 了
忙，等等,请求等下打来,104,忙   等等
忙,请求等下打来,110,忙
慢会儿空了再说。,请求等下打来,104,慢 会儿 空 了 再说 。
马上就好,请求等下打来,104,马上 就 好
马上进电梯了,请求等下打来,104,马上 进 电梯 了
马上进地下室,请求等下打来,104,马上 进 地下室
马上回来,请求等下打来,104,马上 回来
开完会再说,请求等下打来,104,开 完会 再说
开会呢,请求等下打来,104,开会 呢
开会,请求等下打来,104,开会
开车在路上不方便,请求等下打来,104,开车 在 路上 不 方便
开车呢，待会再打,请求等下打来,104,开车 呢   待会 再 打
开车呢,请求等下打来,104,开车 呢
开车了,请求等下打来,104,开车 了
开车不方便,请求等下打来,104,开车 不 方便
开车,请求等下打来,104,开车
今天临时有事改天吧,请求等下打来,104,  临时 有事 改天 吧
今天不行，明天吧,请求等下打来,104,  不行     吧
今天不方便,请求等下打来,104,  不 方便
火车上面,请求等下打来,104,火车 上面
回家路上,请求等下打来,104,回家路上
回家联系你,请求等下打来,104,回家 联系 你
换个地方说。,请求等下打来,104,换个 地方 说 。
后天说,请求等下打来,104,  说
后天打我电话,请求等下打来,104,  打 我 电话
后天打给我,请求等下打来,104,  打 给 我
和朋友在一起，不方便,请求等下打来,104,和 朋友 在 一起   不 方便
好多人啊,请求等下打来,104,好多 人 啊
好的，你到晚上78点联系我,请求等下打来,104,好 的   你 到 晚上 78 点 联系 我
过四十分钟打来,请求等下打来,104,过 四十分钟 打 来
过四分钟打来,请求等下打来,104,过 四分钟 打 来
过十分钟打来,请求等下打来,104,过 十分钟 打 来
过三分钟打来,请求等下打来,104,过 三分钟 打 来
过两分钟打来,请求等下打来,104,过 两分钟 打 来
过半小时打来,请求等下打来,104,过半 小时 打 来
高速开车了,请求等下打来,104,高速 开车 了
等有空联系你,请求等下打来,104,等 有空 联系 你
等有空还,请求等下打来,104,等 有空 还
等一下在联系,请求等下打来,104,等 一下 在 联系
等一下在打,请求等下打来,104,等 一下 在 打
等一下再说,请求等下打来,104,等 一下 再说
等一下联系,请求等下打来,104,等 一下 联系
等下再说,请求等下打来,104,等 下 再说
等下再聊,请求等下打来,104,等 下 再聊
等下午我联系你,请求等下打来,104,等 下午 我 联系 你
等下我发信息回复你,请求等下打来,104,等 下 我发 信息 回复 你
等下说,请求等下打来,104,等 下 说
等下打来,请求等下打来,104,等 下 打来
等下打,请求等下打来,104,等 下 打
等下班再说,请求等下打来,104,等 下班 再说
等我有空就给你回电话,请求等下打来,104,等 我 有空 就 给 你 回 电话
等我有空的,请求等下打来,104,等 我 有空 的
等我消息吧,请求等下打来,104,等 我 消息 吧
等我下高速的,请求等下打来,104,等 我 下 高速 的
等我下班再说,请求等下打来,104,等 我 下班 再说
等我下班联系你,请求等下打来,104,等 我 下班 联系 你
等我下班就去还,请求等下打来,104,等 我 下班 就 去 还
等我下班,请求等下打来,104,等 我 下班
等我忙完的,请求等下打来,104,等 我 忙 完 的
等我忙完,请求等下打来,104,等 我 忙 完
等我开会结束联系你,请求等下打来,104,等 我 开会 结束 联系 你
等我回去,请求等下打来,104,等 我 回去
等我回家的,请求等下打来,104,等 我 回家 的
等我和家里联系一下再说,请求等下打来,104,等 我 和 家里 联系 一下 再说
等我好好想想再,请求等下打来,104,等 我 好好 想想 再
等我半小时,请求等下打来,104,等 我 半小时
等会在说,请求等下打来,104,等 会 在 说
等会在打,请求等下打来,104,等 会 在 打
等会再说,请求等下打来,104,等 会 再说
等会再联系吧,请求等下打来,104,等 会 再 联系 吧
等会再给我打电话,请求等下打来,104,等 会 再 给 我 打电话
等会我再开会,请求等下打来,104,等 会 我 再 开会
等会我朋友给我钱再说,请求等下打来,104,等 会 我 朋友 给 我 钱 再说
等会我联系你,请求等下打来,104,等 会 我 联系 你
等会说,请求等下打来,104,等 会 说
等会联系你,请求等下打来,104,等 会 联系 你
等会联系,请求等下打来,104,等 会 联系
等会来电,请求等下打来,104,等 会 来电
等会就好,请求等下打来,104,等 会 就 好
等会回你,请求等下打来,104,等 会 回 你
等会回电话,请求等下打来,104,等 会 回 电话
等会给你打过去,请求等下打来,104,等 会 给 你 打 过去
等会打来,请求等下打来,104,等会 打来
等会打过来,请求等下打来,104,等 会 打 过来
等会打给我,请求等下打来,104,等 会 打 给 我
等会打给你，,请求等下打来,104,等 会 打 给 你  
等会打给你,请求等下打来,104,等 会 打 给 你
等会打,请求等下打来,104,等 会 打
等哈会儿，我再打。,请求等下打来,104,等 哈 会儿   我 再 打 。
等等在说,请求等下打来,104,等等 在 说
等等在打,请求等下打来,104,等等 在 打
等等再说,请求等下打来,104,等等 再说
等等我再回复你,请求等下打来,104,等等 我 再 回复 你
等等说,请求等下打来,104,等等 说
等等你在打来,请求等下打来,104,等等 你 在 打来
等等联系我哦,请求等下打来,104,等等 联系 我 哦
等等联系你,请求等下打来,104,等等 联系 你
等等联系,请求等下打来,104,等等 联系
等等就处理,请求等下打来,104,等等 就 处理
等等会处理,请求等下打来,104,等等 会 处理
等等回电话给你,请求等下打来,104,等等 回 电话 给 你
到时候联系你,请求等下打来,104,到时候 联系 你
待会再说在开车,请求等下打来,104,待 会 再说 在 开车
待会联系你,请求等下打来,104,待 会 联系 你
待会联系，忙,请求等下打来,104,待 会 联系   忙
待会联系,请求等下打来,104,待 会 联系
待会回你电话,请求等下打来,104,待会 回 你 电话
待会给你打去,请求等下打来,104,待会 给 你 打 去
待还再打,请求等下打来,104,待 还 再 打
吃过饭再说,请求等下打来,104,吃过饭 再说
吃饭,请求等下打来,109,吃饭
吵死了,请求等下打来,103,吵死 了
厂里机器吵,请求等下打来,103,厂里 机器 吵
不好意思。现在没空,请求等下打来,104,不好意思 。 现在 没空
不好意思，我在上班，,请求等下打来,104,不好意思   我 在 上班  
不好意思，我不方便。,请求等下打来,104,不好意思   我 不 方便 。
不方便一会打给你,请求等下打来,104,不 方便 一会 打 给 你
不方便说话,请求等下打来,104,不 方便 说话
不方便接听,请求等下打来,104,不 方便 接听
不方便接电话,请求等下打来,104,不 方便 接电话
不方便，不能接电,请求等下打来,104,不 方便   不能 接电
不方便,请求等下打来,104,不 方便
2小时之后你联系我,请求等下打来,104,2 小时 之后 你 联系 我
10分钟打过来,请求等下打来,104,10 分钟 打 过来
在下雨！,请求等下打来,109,在 下雨 ！
在忙哈～,请求等下打来,104,在 忙 哈 ～
在看球赛，不要烦我,请求等下打来,104,在 看球赛   不要 烦 我
在开会你等会打来可不可以呢,请求等下打来,104,在 开会 你 等 会 打来 可不可以 呢
在开会你等会打来,请求等下打来,104,在 开会 你 等 会 打来
在打牌，你是哪个,请求等下打来,107,在 打牌   你 是 哪个
雨太大,请求等下打来,109,雨太大
雨好大，我先闪了。,请求等下打来,109,雨好 大   我 先 闪 了 。
有点忙，等会儿再说,请求等下打来,104,有点 忙   等会儿 再说
一会说,请求等下打来,104,一会 说
一会儿再打吧,请求等下打来,104,一会儿 再 打 吧
一会儿我给你打过去,请求等下打来,104,一会儿 我 给 你 打 过去
一会儿打给你,请求等下打来,104,一会儿打 给 你
修手机,请求等下打来,109,修 手机
现在已经晚上10点，你们不下班吗,请求等下打来,109,现在 已经 晚上 10 点   你们 不 下班 吗
现在信号不好，一会再说,请求等下打来,104,现在 信号 不好   一会 再说
现在很忙，双手不空,请求等下打来,104,现在 很 忙   双手 不空
现在不方便,请求等下打来,104,现在 不 方便
先不说了，我要去打麻将了,请求等下打来,109,先不说 了   我要 去 打麻将 了
下雨了,请求等下打来,109,下雨 了
下暴雨来了,请求等下打来,109,下 暴雨 来 了
我这要接个很重要的电话，再说哈。,请求等下打来,104,我 这要 接个 很 重要 的 电话   再说 哈 。
我这会不方便，在开会,请求等下打来,104,我 这会 不 方便   在 开会
我在洗澡,请求等下打来,104,我 在 洗澡
我在外面，回去给你打过来哈,请求等下打来,104,我 在 外面   回去 给 你 打 过来 哈
我在忙哈,请求等下打来,104,我 在 忙 哈
我在忙,请求等下打来,104,我 在 忙
我在看世界杯，英格兰出现,请求等下打来,109,我 在 看 世界杯   英格兰 出现
我在看世界杯，伊朗out,请求等下打来,109,我 在 看 世界杯   伊朗 out
我在看世界杯，日本死翘翘了,请求等下打来,109,我 在 看 世界杯   日本 死翘翘 了
我在看世界杯，你是铲屎官,请求等下打来,109,我 在 看 世界杯   你 是 铲 屎 官
我在看世界杯，你看没,请求等下打来,109,我 在 看 世界杯   你 看 没
我在看世界杯，你堵谁赢,请求等下打来,109,我 在 看 世界杯   你 堵 谁 赢
我在看世界杯，法国out,请求等下打来,109,我 在 看 世界杯   法国 out
我在看世界杯，别骚扰我,请求等下打来,109,我 在 看 世界杯   别 骚扰 我
我在看世界杯，别打扰我,请求等下打来,109,我 在 看 世界杯   别 打扰 我
我在看世界杯,请求等下打来,109,我 在 看 世界杯
我在开会哈～,请求等下打来,104,我 在 开会 哈 ～
我在开会,请求等下打来,104,我 在 开会
我在开车，先不说了,请求等下打来,104,我 在 开车   先不说 了
我在开车,请求等下打来,104,我 在 开车
我在加班,请求等下打来,104,我 在 加班
我在国外，不太方便,请求等下打来,104,我 在 国外   不太 方便
我在电梯里，等下说,请求等下打来,104,我 在 电梯 里   等 下 说
我在电梯里,请求等下打来,104,我 在 电梯 里
我在地下停车场呢～再说一下？,请求等下打来,103,我 在 地下 停车场 呢 ～ 再说 一下 ？
我在打牌，听不清,请求等下打来,103,我 在 打牌   听不清
我在打牌,请求等下打来,109,我 在 打牌
我现在有事，你等下打过来,请求等下打来,104,我 现在 有事   你 等 下 打 过来
我现在有事,请求等下打来,104,我 现在 有事
我现在有点忙，你等会儿打来,请求等下打来,104,我 现在 有点 忙   你 等会儿 打 来
我现在没在成都的，回来了联系你哈！,请求等下打来,104,我 现在 没 在 成都 的   回来 了 联系 你 哈 ！
我现在没时间,请求等下打来,104,我 现在 没 时间
我现在不方便接听电话的,请求等下打来,104,我 现在 不 方便 接听电话 的
我现在不方便接听电话,请求等下打来,104,我 现在 不 方便 接听电话
我现在不方便，空了再说哇,请求等下打来,104,我 现在 不 方便   空 了 再说 哇
我现在不方便，空了再说哈哈哈,请求等下打来,104,我 现在 不 方便   空 了 再说 哈哈哈
我现在不方便，空了再说嗯,请求等下打来,104,我 现在 不 方便   空 了 再说 嗯
我现在不方便，空了再说，没意思,请求等下打来,104,我 现在 不 方便   空 了 再说   没意思
我现在不方便，空了再说,请求等下打来,104,我 现在 不 方便   空 了 再说
我现在不方便，空了吹者,请求等下打来,104,我 现在 不 方便   空 了 吹者
我现在不方便，空了吹哈哈哈,请求等下打来,104,我 现在 不 方便   空 了 吹 哈哈哈
我现在不方便，空了吹嗯,请求等下打来,104,我 现在 不 方便   空 了 吹 嗯
我现在不方便，空了吹吧,请求等下打来,104,我 现在 不 方便   空 了 吹 吧
我现在不方便，空了吹阿,请求等下打来,104,我 现在 不 方便   空 了 吹 阿
我停车呢，一会回你,请求等下打来,104,我 停车 呢   一会 回 你
我实在太忙了，回头聊,请求等下打来,104,我 实在 太忙 了   回头 聊
我没时间,请求等下打来,109,我 没 时间
我没空,请求等下打来,109,我 没空
我忙了,请求等下打来,109,我 忙 了
我老婆来了，我先挂了。,请求等下打来,104,我 老婆 来 了   我 先 挂 了 。
我今天要看球赛，不要烦我,请求等下打来,109,我   要 看球赛   不要 烦 我
我今天要看球赛,请求等下打来,109,我   要 看球赛
我好忙,请求等下打来,109,我 好 忙
我好累,请求等下打来,109,我 好 累
我电梯没信号了～喂？,请求等下打来,103,我 电梯 没 信号 了 ～ 喂 ？
我电话有点问题,请求等下打来,109,我 电话 有点 问题
我电话快没电了,请求等下打来,109,我 电话 快 没电 了
我等一下给你回过去,请求等下打来,104,我 等 一下 给 你 回 过去
我的任务都没有完成的呢,请求等下打来,104,我 的 任务 都 没有 完成 的 呢
我得去吃饭了。,请求等下打来,104,我 得 去 吃饭 了 。
我不方便,请求等下打来,104,我 不 方便
头晕了，先挂了。,请求等下打来,104,头晕 了   先挂 了 。
睡觉了,请求等下打来,109,睡觉 了
手机烂了,请求等下打来,109,手机 烂 了
手机坏了,请求等下打来,109,手机 坏 了
手机好卡,请求等下打来,109,手机 好卡
你有时间关没？这个点了～,请求等下打来,109,你 有 时间 关没 ？ 这个 点 了 ～
你好，我在忙,请求等下打来,104,你好   我 在 忙
你好，今天我没得空,请求等下打来,104,你好     我 没 得空
你过会打过来,请求等下打来,104,你 过会 打 过来
你等下打过来,请求等下打来,104,你 等 下 打 过来
明天再说吧，今天没时间了,请求等下打来,104,  再说 吧     没 时间 了
明天再来看你们,请求等下打来,104,  再 来看 你们
明天我再过来，今天没时间了,请求等下打来,104,  我 再 过来     没 时间 了
没时间,请求等下打来,109,没 时间
没电了,请求等下打来,109,没电 了
没得电了！,请求等下打来,109,没得 电 了 ！
忙呢,请求等下打来,109,忙 呢
忙了,请求等下打来,109,忙 了
忙,请求等下打来,109,忙
路上呢,请求等下打来,104,路上 呢
老板来了，我等下打回来。,请求等下打来,104,老板 来 了   我 等 下 打 回来 。
开会呢,请求等下打来,104,开会 呢
开会了,请求等下打来,104,开会 了
开会，一会再说,请求等下打来,104,开会   一会 再说
开会，忙,请求等下打来,104,开会   忙
进电梯了。,请求等下打来,109,进 电梯 了 。
进地铁了，晚点再说。,请求等下打来,104,进 地铁 了   晚点 再说 。
今天没得空,请求等下打来,109,  没 得空
加班呢,请求等下打来,104,加班 呢
火车开了哈，听不到了。,请求等下打来,104,火车 开 了 哈   听 不到 了 。
好忙,请求等下打来,109,好忙
好冷咯,请求等下打来,109,好 冷咯
好冷,请求等下打来,109,好 冷
好大的雨,请求等下打来,109,好大 的 雨
好大的雾霾,请求等下打来,109,好大 的 雾 霾
好大的雾,请求等下打来,109,好大 的 雾
好大的太阳,请求等下打来,109,好大 的 太阳
好大的风,请求等下打来,109,好大 的 风
过会儿再打嘛,请求等下打来,104,过会儿 再 打 嘛
飞机上,请求等下打来,109,飞机 上
做火车呢,请求等下打来,109,做 火车 呢
正在开会,请求等下打来,104,正在 开会
以后再说,请求等下打来,104,以后 再说
你听到了吗？我正在看演唱会,请求等下打来,104,你 听到 了 吗 ？ 我 正在 看 演唱会
都吃饭了,请求等下打来,109,都 吃饭 了
地铁里信号不好,请求等下打来,103,地铁 里 信号 不好
等一会儿打过来,请求等下打来,104,等 一会儿打 过来
等一会,请求等下打来,104,等 一会
等下在说,请求等下打来,104,等 下 在 说
等下再说,请求等下打来,104,等 下 再说
等下打过来。,请求等下打来,104,等 下 打 过来 。
等我跟老板商量能预支工资不,请求等下打来,109,等 我 跟 老板 商量 能 预支 工资 不
等我躲过了这场洪水再说吧,请求等下打来,109,等 我 躲过 了 这场 洪水 再说 吧
等会再说,请求等下打来,104,等 会 再说
等会回复,请求等下打来,104,等 会 回复
大雨即将来临,请求等下打来,109,大雨 即将来临
出去 happy,请求等下打来,109,出去 happy
吃饭呢,请求等下打来,109,吃饭 呢
吃饭了,请求等下打来,109,吃饭 了
吃饭,请求等下打来,109,吃饭
吵得很，听不清,请求等下打来,103,吵得 很   听不清
吵得很，挂了,请求等下打来,103,吵得 很   挂 了
不要烦我，我在忙,请求等下打来,104,不要 烦 我   我 在 忙
不太方便,请求等下打来,104,不太 方便
不好意思，我正在开会,请求等下打来,104,不好意思   我 正在 开会
不好意思，我要挂断了，没时间,请求等下打来,104,不好意思   我要 挂断 了   没 时间
不好意思，我很忙,请求等下打来,104,不好意思   我 很 忙
暴风雨太大,请求等下打来,109,暴风雨 太 大
把电视关了,请求等下打来,109,把 电视 关 了
把车洗了,请求等下打来,109,把 车 洗 了
俺在开会,请求等下打来,104,俺 在 开会
俺忙着呢,请求等下打来,104,俺 忙 着 呢
俺很忙,请求等下打来,104,俺 很 忙
俺不空,请求等下打来,104,俺 不空
啊？俺在新疆吐鲁番盆地,请求等下打来,1049,啊 ？ 俺 在 新疆 吐鲁番 盆地
啊？俺在新疆吐鲁番旅游呢，这里美女可多了,请求等下打来,109,啊 ？ 俺 在 新疆 吐鲁番 旅游 呢   这里 美女 可多 了
啊？俺在新疆吐鲁番旅游呢，你来不，我等你,请求等下打来,109,啊 ？ 俺 在 新疆 吐鲁番 旅游 呢   你 来 不   我 等 你
啊？俺在新疆吐鲁番旅游呢，你来不,请求等下打来,109,啊 ？ 俺 在 新疆 吐鲁番 旅游 呢   你 来 不
啊？俺在新疆吐鲁番旅游呢，给你带点啥,请求等下打来,109,啊 ？ 俺 在 新疆 吐鲁番 旅游 呢   给 你 带点 啥
啊？俺在新疆吐鲁番旅游呢,请求等下打来,109,啊 ？ 俺 在 新疆 吐鲁番 旅游 呢
啊？俺在新疆吐鲁番,请求等下打来,109,啊 ？ 俺 在 新疆 吐鲁番
啊，俺在新疆,请求等下打来,109,啊   俺 在 新疆
风太大我听不清,请求重复,103,风太大 我 听不清
没听清，你再说一遍呢,请求重复,103,没 听 清   你 再说 一遍 呢
你给我说说利息计算公式,请求重复,102,你 给 我 说 说 利息 计算公式
你们是什么公司，滞纳金要这么多，你们有合同吗？给我看下,请求重复,102,你们 是 什么 公司   滞纳金 要 这么 多   你们 有 合同 吗 ？ 给 我 看 下
你们这个滞纳金是怎么算的哦,请求重复,102,你们 这个 滞纳金 是 怎么 算 的 哦
你说的什么,请求重复,103,你 说 的 什么
你说的什么？,请求重复,103,你 说 的 什么 ？
你说什么,请求重复,103,你 说 什么
你说什么，你再敢说一次，看我弄死你不,请求重复,109,你 说 什么   你 再 敢 说 一次   看 我 弄死 你 不
你说什么，我听不清楚,请求重复,103,你 说 什么   我 听 不 清楚
你说什么，再说一遍好吗？,请求重复,103,你 说 什么   再说 一遍 好 吗 ？
你说什么？,请求重复,103,你 说 什么 ？
你说谁？,请求重复,103,你 说 谁 ？
你想说啥子,请求重复,103,你 想 说 啥子
你再说一遍,请求重复,103,你 再说 一遍
你再说一遍，我没听清,请求重复,103,你 再说 一遍   我 没 听 清
你再说一次,请求重复,103,你 再说 一次
请再说一遍,请求重复,103,请 再说 一遍
啥？,请求重复,103,啥 ？
啥？你说的什么？,请求重复,103,啥 ？ 你 说 的 什么 ？
啥子,请求重复,103,啥子
啥子，你说的,请求重复,103,啥子   你 说 的
啥子东西哦,请求重复,103,啥子 东西 哦
啥子哦,请求重复,103,啥子 哦
啥子哦，你有没搞错,请求重复,103,啥子 哦   你 有 没 搞错
什么，我在逛公园,请求重复,103,什么   我 在 逛公园
什么？,请求重复,103,什么 ？
什么？你说多少？听不清了，要进电梯了,请求重复,103,什么 ？ 你 说 多少 ？ 听不清 了   要进 电梯 了
什么？我这暴风雨，手机信号很差，真听不清你说什么？,请求重复,103,什么 ？ 我 这 暴风雨   手机信号 很差   真 听不清 你 说 什么 ？
听不到,请求重复,103,听 不到
听不清,请求重复,103,听不清
听不清楚，在动车上，好吵闹,请求重复,103,听 不 清楚   在 动 车上   好 吵闹
停不到,请求重复,103,停 不到
哇，今天好像要下暴雨。,请求重复,109,哇     好像 要 下 暴雨 。
完全听不清,请求重复,103,完全 听不清
喂，信号不太好吗,请求重复,103,喂   信号 不太好 吗
喂喂，你说什么,请求重复,103,喂喂   你 说 什么
我没有听清池,请求重复,103,我 没有 听清池
我听不见，你大声点,请求重复,103,我 听不见   你 大声 点
我信号不好，你说啥？我听不清,请求重复,103,我 信号 不好   你 说 啥 ？ 我 听不清
我这里信号不好,请求重复,103,我 这里 信号 不好
我正在吃饭，待会再说要的不?,请求重复,104,我 正在 吃饭   待 会 再说 要 的 不  
信号不好，你大点声，我听不清楚啊,请求重复,103,信号 不好   你 大点声   我 听 不 清楚 啊
信号不好，雨太大了,请求重复,103,信号 不好   雨太大 了
雪一直下,请求重复,109,雪 一直 下
再给我说一遍？,请求重复,103,再 给 我 说 一遍 ？
请问你找哪个,请求重复,107,请问 你 找 哪个
啥子哦,请求重复,103,啥子 哦
分批的哇？,请求重复,109,分批 的 哇 ？
啥子哦,请求重复,103,啥子 哦
什么？,请求重复,103,什么 ？
啥子东东,请求重复,103,啥子 东东
这名字没听清,请求重复,103,这 名字 没 听 清
这里信号不好，听不清,请求重复,103,这里 信号 不好   听不清
这里信号不好,请求重复,103,这里 信号 不好
这儿信号差，听不清楚,请求重复,103,这儿 信号 差   听 不 清楚
这边太吵了，听不清楚,请求重复,103,这边 太吵 了   听 不 清楚
这边太吵,请求重复,103,这边 太吵
找谁？,请求重复,107,找 谁 ？
找谁,请求重复,107,找 谁
找哪个喃？,请求重复,107,找 哪个 喃 ？
找哪个？,请求重复,107,找 哪个 ？
怎么听不到说话,请求重复,103,怎么 听 不到 说话
怎么听不到你说话,请求重复,103,怎么 听 不到 你 说话
怎么说话断断续续的,请求重复,103,怎么 说话 断断续续 的
怎么那么吵啊,请求重复,103,怎么 那么 吵 啊
怎么回事啊？,请求重复,103,怎么回事 啊 ？
怎么回事，听不清,请求重复,103,怎么回事   听不清
噪音太大了,请求重复,103,噪音 太大 了
在外面听不见,请求重复,103,在 外面 听不见
在外面太吵了,请求重复,103,在 外面 太吵 了
在说一次,请求重复,103,在 说 一次
在说一遍,请求重复,103,在 说 一遍
在上班,请求重复,104,在 上班
在高速上信号不好,请求重复,103,在 高速 上 信号 不好
再说一次,请求重复,103,再说 一次
再说一遍？,请求重复,103,再说 一遍 ？
再说一遍,请求重复,103,再说 一遍
再慢点,请求重复,103,再 慢点
再讲一次？,请求重复,103,再 讲 一次 ？
杂音大,请求重复,103,杂音 大
雨太大，听不清,请求重复,103,雨太大   听不清
有事说事,请求重复,109,有事 说事
有电流音我听不清,请求重复,103,有 电流 音 我 听不清
有,请求重复,109,有
呦呦呦,请求重复,109,呦 呦 呦
信号怎么那么差,请求重复,103,信号 怎么 那么 差
信号已经是空气了。听不见,请求重复,103,信号 已经 是 空气 了 。 听不见
信号太差了,请求重复,103,信号 太差 了
信号不太好，再说吧,请求重复,103,信号 不太好   再说 吧
信号不少，稍等,请求重复,103,信号 不少   稍 等
信号不好再说一遍,请求重复,103,信号 不好 再说 一遍
信号不好我听不清,请求重复,103,信号 不好 我 听不清
信号不好听不清,请求重复,103,信号 不好 听不清
信号不好听不见挂电话,请求重复,103,信号 不好 听不见 挂 电话
信号不好你说什么,请求重复,103,信号 不好 你 说 什么
信号不好你说啥,请求重复,103,信号 不好 你 说 啥
信号不好吗,请求重复,103,信号 不好 吗
信号不好了,请求重复,103,信号 不好 了
信号不好，再说一遍,请求重复,103,信号 不好   再说 一遍
信号不好，听不清楚,请求重复,103,信号 不好   听 不 清楚
信号不好，听不清,请求重复,103,信号 不好   听不清
信号不好，听不见。,请求重复,103,信号 不好   听不见 。
信号不好，听不见,请求重复,103,信号 不好   听不见
信号不好，听不到,请求重复,103,信号 不好   听 不到
信号不好，你说什么？,请求重复,103,信号 不好   你 说 什么 ？
信号不好，你说什么,请求重复,103,信号 不好   你 说 什么
信号不好，没听清,请求重复,103,信号 不好   没 听 清
信号不好，等会打给你！,请求重复,103,信号 不好   等 会 打 给 你 ！
信号不好，大声点,请求重复,103,信号 不好   大声 点
信号不好，,请求重复,103,信号 不好  
信号不好,请求重复,103,信号 不好
我这里信号不好听不清,请求重复,103,我 这里 信号 不好 听不清
我这里信号不好,请求重复,103,我 这里 信号 不好
我这里太吵了,请求重复,103,我 这里 太吵 了
我这边在山上信号不好,请求重复,103,我 这边 在 山上 信号 不好
我这边信号差,请求重复,103,我 这边 信号 差
我这边信号不好。,请求重复,103,我 这边 信号 不好 。
我这边信号不好，,请求重复,103,我 这边 信号 不好  
我这边信号不好,请求重复,103,我 这边 信号 不好
我这边下雨,请求重复,109,我 这边 下雨
我这边太吵听不清,请求重复,103,我 这边 太吵 听不清
我这边太吵了，你说什么,请求重复,103,我 这边 太吵 了   你 说 什么
我这边太吵了,请求重复,103,我 这边 太吵 了
我这边很吵，大声点,请求重复,103,我 这边 很 吵   大声 点
我这边很吵,请求重复,103,我 这边 很 吵
我这边好吵,请求重复,103,我 这边 好 吵
我这边比较吵。再说一次,请求重复,103,我 这边 比较 吵 。 再说 一次
我这边比较吵,请求重复,103,我 这边 比较 吵
我在乡下信号不好,请求重复,103,我 在 乡下 信号 不好
我在山上信号不好,请求重复,103,我 在 山上 信号 不好
我在山里信号不好,请求重复,103,我 在 山里 信号 不好
我在山里听不见,请求重复,103,我 在 山里 听不见
我在山里听不到,请求重复,103,我 在 山里 听 不到
我在马路上听不清,请求重复,103,我 在 马路上 听不清
我在飞机上，信号不好,请求重复,103,我 在 飞机 上   信号 不好
我在飞机上，听不见,请求重复,103,我 在 飞机 上   听不见
我在车站听不清,请求重复,103,我 在 车站 听不清
我在厂里听不到,请求重复,103,我 在 厂里 听 不到
我再山里，信号不好,请求重复,103,我 再 山里   信号 不好
我幸好不好,请求重复,103,我 幸好 不好
我信号不好,请求重复,103,我 信号 不好
我现在在做车，太吵了,请求重复,103,我 现在 在 做车   太吵 了
我现在在上班听不清,请求重复,103,我 现在 在 上班 听不清
我外面，听不见,请求重复,103,我 外面   听不见
我听不清楚,请求重复,103,我 听 不 清楚
我听不清,请求重复,103,我 听不清
我听不见,请求重复,103,我 听不见
我听不到,请求重复,103,我 听 不到
我手机信号不好！,请求重复,103,我 手机信号 不好 ！
我手机坏了，听不清楚,请求重复,103,我 手机 坏 了   听 不 清楚
我没听清呢,请求重复,103,我 没 听 清 呢
我没听清,请求重复,103,我 没 听 清
我刚刚过马路，没听见你说话,请求重复,103,我 刚刚 过 马路   没 听见 你 说话
我都听不见。你说啥,请求重复,103,我 都 听不见 。 你 说 啥
我的助听器没在身上，听不清楚,请求重复,103,我 的 助听器 没 在 身上   听 不 清楚
我到底是接受还是不接受,请求重复,106,我 到底 是 接受 还是 不 接受
喂喂这里太吵了,请求重复,103,喂喂 这里 太吵 了
喂喂噪音太大了,请求重复,103,喂喂 噪音 太大 了
