文本,类别,CutDebt,IDClassifier,IfKnowDebtor,Installment,ConfirmLoan,WillingToPay
你大舅咋样？,故意岔开话题,0,0,0,0,0,0
你嘚瑟嘛,故意岔开话题,0,0,0,0,0,0
你的背包，背到现在还没烂,故意岔开话题,0,0,0,0,0,0
你的普通话能不能标准点啊，专业点行不行,故意岔开话题,0,0,0,0,0,0
你电话坏了吧,故意岔开话题,0,0,0,0,0,0
你都打过来了还问是不是,故意岔开话题,0,1,0,0,0,0
你多大？,故意岔开话题,0,0,0,0,0,0
你发工资了没有,故意岔开话题,0,0,0,0,0,0
你敢来见我么？,故意岔开话题,0,0,0,0,0,0
你给高利贷打工小心警察抓你,故意岔开话题,0,0,0,0,0,0
你给我发红包,故意岔开话题,0,0,0,0,0,0
你给我发红包我就告诉你,故意岔开话题,0,0,0,0,0,0
你给我好处我就告诉你,故意岔开话题,0,0,0,0,0,0
你给我一个凭证，我找家里人要钱,故意岔开话题,1,0,0,1,1,1
你工作咋样？,故意岔开话题,0,0,0,0,0,0
你还没下班,故意岔开话题,0,0,0,0,0,0
你还是找本人吧,故意岔开话题,0,1,1,0,0,0
你好坏,故意岔开话题,0,0,0,0,0,0
你好可爱,故意岔开话题,0,0,0,0,0,0
你好吗？,故意岔开话题,0,0,0,0,0,0
你好美,故意岔开话题,0,0,0,0,0,0
你回家了吗,故意岔开话题,0,0,0,0,0,0
你会输,故意岔开话题,0,0,0,0,0,0
你急啥啊,故意岔开话题,1,0,0,1,1,1
你继续扯经。,故意岔开话题,0,0,0,0,1,0
你见过我的小熊吗？,故意岔开话题,0,0,0,0,0,0
你今天上边没,故意岔开话题,0,0,0,0,0,0
你就pause,故意岔开话题,0,0,0,0,0,0
你看过侏罗纪世界吗,故意岔开话题,0,0,0,0,0,0
你看我咋样,故意岔开话题,0,0,0,0,0,0
你困不困,故意岔开话题,0,0,0,0,0,0
你来拿吧,故意岔开话题,0,0,0,0,0,0
你老婆咋样？,故意岔开话题,0,0,0,0,0,0
你累不累呀,故意岔开话题,0,0,0,0,0,0
你妈妈咋样？,故意岔开话题,0,0,0,0,0,0
你吗关系很好吧,故意岔开话题,0,0,0,0,0,0
你没事吧,故意岔开话题,1,1,0,0,1,1
你美眷如花,故意岔开话题,0,0,0,0,0,0
你妹啊，搞错了哇,故意岔开话题,0,1,1,0,1,0
你妹妹咋样？,故意岔开话题,0,0,0,0,0,0
你们把之前打我通讯录的人找出来,故意岔开话题,0,0,0,0,0,0
你们不认识啊,故意岔开话题,0,0,0,0,0,0
你们吃饭了吗,故意岔开话题,0,0,0,0,0,0
你们放贷有点赚钱哦，能不能分享下经验,故意岔开话题,0,0,0,0,0,0
你们搞这个也太黑了，利息好高,故意岔开话题,1,0,0,1,1,1
你们还发福利了啊,故意岔开话题,0,0,0,0,0,0
你们还有点歪哦，没意思,故意岔开话题,0,0,0,0,0,0
你们还有点歪哦哈,故意岔开话题,0,0,0,0,0,0
你们还有点歪哦啦,故意岔开话题,0,0,0,0,0,0
你们还有点歪哦没意思,故意岔开话题,0,0,0,0,0,0
你们还有点歪哦呀,故意岔开话题,0,0,0,0,0,0
你们继续,故意岔开话题,0,0,0,0,0,0
你们简直是高利贷哦，没意思,故意岔开话题,1,0,0,1,1,1
你们简直是高利贷哦阿,故意岔开话题,1,0,0,1,1,1
你们简直是高利贷哦哈,故意岔开话题,1,0,0,1,1,1
你们简直是高利贷哦没意思,故意岔开话题,1,0,0,1,1,1
你们简直是高利贷哦呢,故意岔开话题,1,0,0,1,1,1
你们慢慢说，我先撤了。,故意岔开话题,0,0,0,0,0,0
你们能拿多少钱工资啊,故意岔开话题,0,0,0,0,0,0
你们是高利贷哦，这么多利息,故意岔开话题,1,0,0,1,1,1
你们是啥关系,故意岔开话题,0,0,0,0,0,0
你们是同事吧,故意岔开话题,0,0,0,0,0,0
你们要向我道歉,故意岔开话题,0,1,0,0,0,0
你们一定饿了哇，还够嘛？再来一盘菜，先欠到。,故意岔开话题,0,0,0,0,0,0
你们一天工作好多小时,故意岔开话题,0,0,0,0,0,0
你们一天可以打好多个这种电话,故意岔开话题,0,0,0,0,0,0
你们有人威胁我,故意岔开话题,0,1,0,0,0,0
你们最近看世界杯吗,故意岔开话题,0,0,0,0,0,0
你牛,故意岔开话题,0,0,0,0,0,0
你弄好了再说,故意岔开话题,1,0,0,1,0,0
你去超市吗,故意岔开话题,0,0,0,0,0,0
你去看电影了吗,故意岔开话题,0,0,0,0,0,0
你去试试吧,故意岔开话题,0,0,0,0,0,0
你去问他,故意岔开话题,0,1,1,0,0,0
你去找他呀,故意岔开话题,0,1,1,0,0,0
你认识你自己找,故意岔开话题,0,1,1,0,0,0
你认识他啊,故意岔开话题,0,1,1,0,0,0
你认识他吗？,故意岔开话题,0,1,1,0,0,0
你上班了吗？,故意岔开话题,0,0,0,0,0,0
你上班累不,故意岔开话题,0,0,0,0,0,0
你生活咋样？,故意岔开话题,0,0,0,0,0,0
你声音好好听,故意岔开话题,0,0,0,0,0,0
你声音挺好听的,故意岔开话题,0,0,0,0,0,0
你是不会帅哥,故意岔开话题,0,0,0,0,0,0
你是不是打错了,故意岔开话题,0,1,1,0,0,0
你是不是打错了哦,故意岔开话题,0,1,1,0,0,0
你是不是美女,故意岔开话题,0,0,0,0,0,0
你是不是找错人了,故意岔开话题,0,1,1,0,0,0
你是胎神吗,故意岔开话题,0,0,0,0,0,0
你是周杰伦吗,故意岔开话题,0,0,0,0,0,0
你耍朋友没,故意岔开话题,0,0,0,0,0,0
你说拨打的用户，他没啦,故意岔开话题,0,0,0,0,0,0
你说拨打的用户，无法接听你的电话,故意岔开话题,0,0,0,0,0,0
你说拨打的用户，无法接通,故意岔开话题,0,0,0,0,0,0
你说的是2万越南盾哇？,故意岔开话题,1,0,0,1,1,1
你说的我不懂,故意岔开话题,0,1,1,0,1,0
你说的我不明白,故意岔开话题,0,1,1,0,1,0
你提前联系我,故意岔开话题,1,0,0,1,0,1
你问我我怎么知道,故意岔开话题,0,0,1,0,0,0
你喜不喜欢我,故意岔开话题,0,0,0,0,0,0
你喜欢刘德华不,故意岔开话题,0,0,0,0,0,0
你小孩几岁？,故意岔开话题,0,0,0,0,0,0
你要请我看电影吗,故意岔开话题,0,0,0,0,0,0
你要是还要这么高,故意岔开话题,1,0,0,1,1,1
你也是可以呀,故意岔开话题,0,0,0,0,1,0
你一天挣多少,故意岔开话题,0,0,0,0,0,0
你一小时接待多少客人？,故意岔开话题,0,0,0,0,0,0
你一小时挣多少,故意岔开话题,0,0,0,0,0,0
你一月挣多少,故意岔开话题,0,0,0,0,0,0
你有老婆吗？,故意岔开话题,0,0,0,0,0,0
你有没有爱上我,故意岔开话题,0,0,0,0,0,0
你有男朋友不,故意岔开话题,0,0,0,0,0,0
你有时间关没？这个点了～,请求等下打来,0,0,0,0,0,0
你有药吗,故意岔开话题,0,0,0,0,0,0
你又在开玩笑了，我像是有钱的人吗？,故意岔开话题,1,0,0,1,1,1
你在干嘛,故意岔开话题,0,0,0,0,0,0
你在干啥,故意岔开话题,0,0,0,0,0,0
你在哪,故意岔开话题,0,0,0,0,0,0
你在说书嘛,故意岔开话题,0,0,0,0,0,0
你在找找,故意岔开话题,0,0,0,0,0,0
你怎么不去问他认不认识我啊？,故意岔开话题,0,0,1,0,0,0
你怎么不早说,故意岔开话题,1,1,0,1,1,1
你怎么是用私人电话打的,故意岔开话题,0,0,0,0,0,0
你找错人了,故意岔开话题,0,1,1,0,1,0
你找谁,故意岔开话题,0,1,1,0,0,0
你找他什么事,故意岔开话题,0,1,1,0,0,0
你找我没用啊,故意岔开话题,0,1,1,0,0,0
你找张三打我电话干嘛,故意岔开话题,0,1,1,0,0,0
你住北京？,故意岔开话题,0,0,0,0,0,0
你自己联系他,故意岔开话题,0,1,1,0,0,0
你自己去找,故意岔开话题,0,1,1,0,0,0
年少万兜鍪,故意岔开话题,0,0,0,0,0,0
您所拨打的电话不在服务区，请稍后再拨,故意岔开话题,0,0,0,0,0,0
牛逼,故意岔开话题,0,0,0,0,0,0
哦，今天好像地震了，广元，你晓得不？,故意岔开话题,0,0,0,0,0,0
偏安一隅而不思北收,故意岔开话题,0,0,0,0,0,0
凭本事借的为什么要还，你爱起诉起诉，爱上门上门,故意岔开话题,1,0,0,1,1,1
葡萄牙输了,故意岔开话题,0,0,0,0,0,0
葡萄牙赢了,故意岔开话题,0,0,0,0,0,0
其他人的,故意岔开话题,1,0,0,1,1,1
乞讨,故意岔开话题,0,0,0,0,0,0
起床了,故意岔开话题,0,0,0,0,0,0
气氛开始有一点尴尬,故意岔开话题,0,0,0,0,0,0
气温已经到了34度，你们要注意保温,故意岔开话题,0,0,0,0,0,0
汽车还多啊,故意岔开话题,0,0,0,0,0,0
前面那条狗好可爱,故意岔开话题,0,0,0,0,0,0
钱钱都舍不得,故意岔开话题,1,0,0,1,1,1
钱钱钱，命相连了,故意岔开话题,1,0,0,1,1,1
抢五月的时候有你的身影吗,故意岔开话题,0,0,0,0,0,0
清风明月稻花香里蝉鸣声声,故意岔开话题,0,0,0,0,0,0
情劫难了折旧的心,故意岔开话题,0,0,0,0,0,0
情千变万化,故意岔开话题,0,0,0,0,0,0
请说普通话,故意岔开话题,0,0,0,0,0,0
请我吃饭,故意岔开话题,0,0,0,0,0,0
秋月无边嗯,故意岔开话题,0,0,0,0,0,0
秋月无边乎,故意岔开话题,0,0,0,0,0,0
秋月无边没意思,故意岔开话题,0,0,0,0,0,0
秋月无边哇,故意岔开话题,0,0,0,0,0,0
去不到终点，就回到原点阿,故意岔开话题,0,0,0,0,0,0
去不到终点，就回到原点嗯,故意岔开话题,0,0,0,0,0,0
去不到终点，就回到原点哈哈哈,故意岔开话题,0,0,0,0,0,0
去不到终点，就回到原点了,故意岔开话题,0,0,0,0,0,0
去不到终点，就回到原点哇,故意岔开话题,0,0,0,0,0,0
全都免了？,故意岔开话题,1,0,0,0,0,0
却明争暗斗,故意岔开话题,0,0,0,0,0,0
让我想起你,故意岔开话题,0,0,0,0,0,0
人都不好了,故意岔开话题,0,0,0,0,0,0
人品不好,故意岔开话题,0,0,0,0,0,0
人人都在闹,故意岔开话题,0,0,0,0,0,0
人事会给你解释,故意岔开话题,0,0,0,0,1,0
人太多了,故意岔开话题,0,0,0,0,0,0
人血馒头不好吃,故意岔开话题,0,0,0,0,0,0
日本赢了,故意岔开话题,0,0,0,0,0,0
如果你能判断今天的天气，我就告诉你答案，咋样？,故意岔开话题,0,0,0,0,0,0
如果我不还呢？,故意岔开话题,1,0,0,1,1,1
如微雨轻尘落脚底,故意岔开话题,0,0,0,0,0,0
入水流,故意岔开话题,0,0,0,0,0,0
瑞典赢了,故意岔开话题,0,0,0,0,0,0
瑞士赢了,故意岔开话题,0,0,0,0,0,0
若一心一意,故意岔开话题,0,0,0,0,0,0
三天内可能不得行,故意岔开话题,1,0,0,1,0,1
三天时间太短了，多给我三天肯定能处理,故意岔开话题,1,0,0,1,0,1
啥子飞蛾蛾？,故意岔开话题,0,0,0,0,0,0
山体滑坡,故意岔开话题,0,0,0,0,0,0
伤情着我,故意岔开话题,0,0,0,0,0,0
上打给我,故意岔开话题,0,0,0,0,0,0
尚能饭否,故意岔开话题,0,0,0,0,0,0
深井冰,故意岔开话题,0,0,0,0,0,0
什么时代,故意岔开话题,0,0,0,0,0,0
什么时候没有联系啊,故意岔开话题,0,0,0,0,0,0
什么颜色的衣服,故意岔开话题,0,0,0,0,0,0
什么样,故意岔开话题,0,0,0,0,0,0
神经病没5天能还？,故意岔开话题,1,0,0,1,0,1
生病了,故意岔开话题,0,0,0,0,1,0
生病住院,故意岔开话题,0,0,0,0,1,0
生劫易渡,故意岔开话题,0,0,0,0,0,0
失去后才明白当初该好好珍惜她,故意岔开话题,0,0,0,0,0,0
失踪了,故意岔开话题,0,1,1,0,0,0
十天内,故意岔开话题,0,0,0,0,0,0
时间,故意岔开话题,0,0,0,0,0,0
时间太快了,故意岔开话题,0,0,0,0,0,0
实在是,故意岔开话题,0,0,0,0,0,0
世界杯,故意岔开话题,0,0,0,0,0,0
世界这么大，我想去看看,故意岔开话题,0,0,0,0,0,0
世界这么大，我想去看看没意思,故意岔开话题,0,0,0,0,0,0
是不是那个在敲代码的？,故意岔开话题,0,0,0,0,0,0
收人了,故意岔开话题,0,0,0,0,0,0
收失地,故意岔开话题,0,0,0,0,0,0
收衣服了,故意岔开话题,0,0,0,0,0,0
收音机坏了,故意岔开话题,0,0,0,0,0,0
手机掉了,故意岔开话题,0,0,0,0,1,0
手机放在宿舍了,故意岔开话题,0,0,0,0,0,0
手机好卡,故意岔开话题,0,0,0,0,0,0
手机坏了,故意岔开话题,0,0,0,0,1,0
手机烂了,故意岔开话题,0,0,0,0,1,0
手机听筒坏了,故意岔开话题,0,0,0,0,0,0
手机有点坏了,故意岔开话题,0,0,0,0,1,0
受伤了,故意岔开话题,0,0,0,0,1,0
输了300多万,故意岔开话题,0,0,0,0,1,0
束裾投酒定杰豪,故意岔开话题,0,0,0,0,0,0
树好高,故意岔开话题,0,0,0,0,0,0
爽,故意岔开话题,0,0,0,0,0,0
谁在乎蝴蝶的匆忙,故意岔开话题,0,0,0,0,0,0
水在流淌,故意岔开话题,0,0,0,0,0,0
水胀满了,故意岔开话题,0,0,0,0,0,0
睡觉,故意岔开话题,0,0,0,0,0,0
睡觉了,故意岔开话题,0,0,0,0,0,0
睡莲静立水中央,故意岔开话题,0,0,0,0,0,0
说散就散,故意岔开话题,0,0,0,0,0,0
算了，我可以请你吃饭,故意岔开话题,0,0,0,0,1,0
随便你,故意岔开话题,0,0,0,0,0,0
随你们吧,故意岔开话题,0,0,0,0,0,0
随时随地,故意岔开话题,0,0,0,0,0,0
随缘,故意岔开话题,0,0,0,0,0,0
他的事你直接去找他，别找我,故意岔开话题,0,1,1,0,0,0
胎神,故意岔开话题,0,0,0,0,0,0
太差了，得换个新的。,故意岔开话题,0,0,0,0,0,0
太甜了,故意岔开话题,0,0,0,0,0,0
太阳好大,故意岔开话题,0,0,0,0,0,0
太阳好大啊,故意岔开话题,0,0,0,0,0,0
太阳太大了,故意岔开话题,0,0,0,0,0,0
提现,故意岔开话题,0,0,0,0,0,0
提债挂,故意岔开话题,0,0,0,0,0,0
天好冷,故意岔开话题,0,0,0,0,0,0
天黑了，你也该下班了？改天再说。,故意岔开话题,0,0,0,0,0,0
天空飘来一朵云,故意岔开话题,0,0,0,0,0,0
天空飘来一朵云，暴风雨来了,故意岔开话题,0,0,0,0,0,0
天空飘来一朵云，晴天霹雳啊,故意岔开话题,0,0,0,0,0,0
天空飘来一朵云，像匹马,故意岔开话题,0,0,0,0,0,0
天空飘来一朵云，这都不是事,故意岔开话题,0,0,0,0,0,0
天亮了再说话，现在天黑起的,故意岔开话题,0,0,0,0,0,0
天气,故意岔开话题,0,0,0,0,0,0
天气不错,故意岔开话题,0,0,0,0,0,0
天气不好，没法去银行,故意岔开话题,1,0,0,1,0,1
天气好,故意岔开话题,0,0,0,0,0,0
天气好晴朗，去冲浪,故意岔开话题,0,0,0,0,0,0
天气很好,故意岔开话题,0,0,0,0,0,0
天气很好啊,故意岔开话题,0,0,0,0,0,0
天气很好呀,故意岔开话题,0,0,0,0,0,0
天气如何啊？,故意岔开话题,0,0,0,0,0,0
天气太热了,故意岔开话题,0,0,0,0,0,0
天气我怎样,故意岔开话题,0,0,0,0,0,0
天气有点热哦，风都没的点点,故意岔开话题,0,0,0,0,0,0
天气怎么样,故意岔开话题,0,0,0,0,0,0
天气怎么样啊,故意岔开话题,0,0,0,0,0,0
天气怎样,故意岔开话题,0,0,0,0,0,0
天气怎样啊,故意岔开话题,0,0,0,0,0,0
天气真好,故意岔开话题,0,0,0,0,0,0
天晴了,故意岔开话题,0,0,0,0,0,0
天晴晴朗,故意岔开话题,0,0,0,0,0,0
天上下雨了,故意岔开话题,0,0,0,0,0,0
天太热,故意岔开话题,0,0,0,0,0,0
天太热了,故意岔开话题,0,0,0,0,0,0
天天吃饭,故意岔开话题,0,0,0,0,0,0
天天催啥子嘛！没得钱还！,故意岔开话题,1,0,0,1,1,1
天在下雨,故意岔开话题,0,0,0,0,0,0
跳楼了,故意岔开话题,0,1,1,0,0,0
听不懂,故意岔开话题,0,0,0,0,1,0
听不懂，找谁？,故意岔开话题,0,1,1,0,0,0
听不懂你说的什么,故意岔开话题,0,0,0,0,1,0
听不懂你说啥子,故意岔开话题,0,0,0,0,1,0
听不懂你说啥子呢？,故意岔开话题,0,0,0,0,1,0
投资做生意失败了,故意岔开话题,0,0,0,0,1,0
透不过气来,故意岔开话题,0,0,0,0,0,0
退阵杀敌,故意岔开话题,0,0,0,0,0,0
哇,故意岔开话题,0,0,0,0,0,0
哇，今天好像要下暴雨。,故意岔开话题,0,0,0,0,0,0
哇哇那件衣服好好看,故意岔开话题,0,0,0,0,0,0
外面的天气怎么样，,故意岔开话题,0,0,0,0,0,0
外面下雨了么,故意岔开话题,0,0,0,0,0,0
晚上吃个饭嘛,故意岔开话题,0,0,0,0,0,0
万军敌营等闲走,故意岔开话题,0,0,0,0,0,0
往昔觅封侯,故意岔开话题,0,0,0,0,0,0
为你思念成河化作春泥,故意岔开话题,0,0,0,0,0,0
为啥要还,故意岔开话题,1,0,0,1,1,1
为什么打我家人电话,故意岔开话题,0,1,1,0,0,0
为什么你们要逼我，没意思,故意岔开话题,1,0,0,1,0,1
为什么你们要逼我嗯,故意岔开话题,1,0,0,1,0,1
为什么你们要逼我没意思,故意岔开话题,1,0,0,1,0,1
为什么你们要逼我呢,故意岔开话题,1,0,0,1,0,1
为什么你们要逼我者,故意岔开话题,1,0,0,1,0,1
为我泡杯花茶,故意岔开话题,0,0,0,0,0,0
我不懂你在说什么,故意岔开话题,0,0,0,0,1,0
我不感兴趣哈。,故意岔开话题,0,0,0,0,0,0
我不还你们打算怎么办,故意岔开话题,1,0,1,1,1,1
我不开心,故意岔开话题,0,0,0,0,0,0
我不买房,故意岔开话题,0,0,0,0,0,0
我不明白你的意思,故意岔开话题,0,0,0,0,1,0
我不明白你说的啥,故意岔开话题,0,0,0,0,1,0
我不明白你在说啥，我现在很忙。,故意岔开话题,0,0,0,0,1,0
我不清楚你说的什么,故意岔开话题,0,0,0,0,1,0
我不缺钱，分分钟几百万,故意岔开话题,0,0,0,0,0,0
我不确定,故意岔开话题,1,0,1,1,1,1
我不认识你吧,故意岔开话题,0,0,0,0,0,0
我不要买什么产品,故意岔开话题,0,0,0,0,0,0
我不知道,故意岔开话题,0,0,1,0,1,0
我不知道该说什么好,故意岔开话题,0,0,1,0,1,0
我不知道呢～啥？,故意岔开话题,0,0,0,0,1,0
我不知道你再说什么,故意岔开话题,0,0,0,0,1,0
我不知道你在说什么,故意岔开话题,0,0,0,0,1,0
我不知道你在想什么,故意岔开话题,0,0,0,0,1,0
我不知道这是,故意岔开话题,0,0,0,0,0,0
我吃饱了,故意岔开话题,0,0,0,0,0,0
我吃饭了,故意岔开话题,0,0,0,0,0,0
我吃饭了，你自言自语吧,故意岔开话题,0,0,0,0,0,0
我吃过午饭了,故意岔开话题,0,0,0,0,0,0
我都已经说了不认识了,故意岔开话题,0,1,1,0,0,0
我多少还多少,故意岔开话题,1,0,0,1,1,1
我饿了,故意岔开话题,0,0,0,0,0,0
我发洪水了,故意岔开话题,0,0,0,0,0,0
我父母过世了,故意岔开话题,0,0,0,0,1,0
我该给你说啊？,故意岔开话题,0,0,0,0,0,0
我感冒了,故意岔开话题,0,0,0,0,0,0
我刚买的,故意岔开话题,0,0,0,0,0,0
我给病人看病呢，你要不要也看一下？,故意岔开话题,0,0,0,0,0,0
我给你发红包,故意岔开话题,0,0,0,0,0,0
我龟儿脑壳有包吗,故意岔开话题,0,0,0,0,0,0
我跪谢你别给我打电话了哈！,故意岔开话题,0,0,0,0,0,0
我还是张大大呢,故意岔开话题,0,1,0,0,0,0
我还说些啥呢,故意岔开话题,0,0,0,0,0,0
我好man啊,故意岔开话题,0,0,0,0,0,0
我好累,故意岔开话题,0,0,0,0,0,0
我好帅,故意岔开话题,0,0,0,0,0,0
我和你之间没发交流,故意岔开话题,0,0,0,0,0,0
我很烦，出来喝酒不？,故意岔开话题,0,0,0,0,0,0
我很忙，别烦我,故意岔开话题,0,0,0,0,0,0
我很亲切,故意岔开话题,0,0,0,0,0,0
我后来才晓得你们是高利贷,故意岔开话题,1,0,0,1,1,1
我觉得你有毛病,故意岔开话题,0,0,0,0,0,0
我觉得你有毛病，没意思,故意岔开话题,0,0,0,0,0,0
我觉得你有毛病阿,故意岔开话题,0,0,0,0,0,0
我觉得你有毛病嗯,故意岔开话题,0,0,0,0,0,0
我觉得你有毛病了,故意岔开话题,0,0,0,0,0,0
我觉得你有毛病没意思,故意岔开话题,0,0,0,0,0,0
我今天要看球赛,故意岔开话题,0,0,0,0,0,0
我今天要看球赛，不要烦我,故意岔开话题,0,0,0,0,0,0
我就是不告诉你,故意岔开话题,0,0,0,0,0,0
我看不清,故意岔开话题,0,0,0,0,0,0
我看你是瓜娃子,故意岔开话题,0,0,0,0,0,0
我看你是胎宝宝,故意岔开话题,0,0,0,0,0,0
我靠，别再打来了,故意岔开话题,0,0,0,0,0,0
我靠，我的信息又被卖了,故意岔开话题,0,0,0,0,0,0
我困了,故意岔开话题,0,0,0,0,0,0
我浪迹天涯,故意岔开话题,0,0,0,0,0,0
我老帅了,故意岔开话题,0,0,0,0,0,0
我妈妈来了,请求等下打来,0,0,0,0,0,0
我马上下载看看,故意岔开话题,1,0,0,1,1,1
我忙了,请求等下打来,0,0,0,0,0,0
我没吃,故意岔开话题,0,0,0,0,0,0
我没空,请求等下打来,0,0,0,0,0,0
我没时间,请求等下打来,0,0,0,0,0,0
我没心情,故意岔开话题,0,0,0,0,0,0
我没有义务告知你,故意岔开话题,0,0,0,0,0,0
我没有证明,故意岔开话题,0,0,0,0,0,0
我没在家,故意岔开话题,0,0,0,0,0,0
我们会赢,故意岔开话题,0,0,0,0,0,0
我难得给你说,故意岔开话题,0,0,0,0,0,0
我难得还了,故意岔开话题,1,0,0,1,1,1
我你都不认识啦？,故意岔开话题,0,0,0,0,0,0
我朋友,故意岔开话题,0,1,1,0,0,0
我朋友借一下，抓紧把事情处理掉。,故意岔开话题,1,0,0,1,1,1
我朋友在,请求等下打来,0,0,0,0,0,0
我骗你什么,故意岔开话题,0,0,0,0,0,0
我凭什么告诉你？,故意岔开话题,0,0,0,0,0,0
我切肾,故意岔开话题,1,0,0,1,1,1
我情不自禁会为你牵挂,故意岔开话题,0,0,0,0,0,0
我认不到你说的那个人,故意岔开话题,0,1,1,0,0,0
我认不认识跟你有关么？,故意岔开话题,0,0,0,0,0,0
我认识你吗？,故意岔开话题,0,1,1,0,0,0
我是别个帮我办的,故意岔开话题,0,0,0,0,1,0
我是不是跟你有什么关系,故意岔开话题,0,0,0,0,0,0
我是不是关你何事？,故意岔开话题,0,0,0,0,0,0
我是不是关你什么事情,故意岔开话题,0,0,0,0,0,0
我是不是管你什么事,故意岔开话题,0,0,0,0,0,0
我是不是和你有关系么,故意岔开话题,0,0,0,0,0,0
我是大帅哥,故意岔开话题,0,0,0,0,0,0
我是你大爷,故意岔开话题,0,0,0,0,0,0
我是你姥姥。,故意岔开话题,0,0,0,0,0,0
我是谁凭什么告诉你？,故意岔开话题,0,0,0,0,0,0
我是她爸爸,故意岔开话题,0,1,1,0,0,0
我是天下第一帅,故意岔开话题,0,0,0,0,0,0
我是天下无敌超级无敌非常帅,故意岔开话题,0,0,0,0,0,0
我是忘记还了，怎么操作,故意岔开话题,0,0,0,0,1,0
我是喜欢你,故意岔开话题,0,0,0,0,0,0
我是最帅的,故意岔开话题,0,0,0,0,0,0
我是做贷款的，请问你需要吗,故意岔开话题,0,0,0,0,0,0
我数学不好,故意岔开话题,1,0,0,1,0,1
我帅的不要不要的,故意岔开话题,0,0,0,0,0,0
我说算你狠,故意岔开话题,0,0,0,0,0,0
我听不懂,故意岔开话题,0,0,0,0,1,0
我挺你口音不是成都的哇？哪里人啊,故意岔开话题,0,0,0,0,0,0
我完全不懂你的意思,故意岔开话题,0,0,0,0,1,0
我为什么要告诉你,故意岔开话题,0,1,1,0,0,0
我为什么要告诉你啊,故意岔开话题,0,1,1,0,0,0
我先唱一首歌吧,故意岔开话题,0,0,0,0,0,0
我先问个问题呢,故意岔开话题,0,0,0,0,0,0
我先洗个澡,故意岔开话题,0,0,0,0,0,0
我现在不想说话,故意岔开话题,0,0,0,0,0,0
我现在忙得很,请求等下打来,0,0,0,0,0,0
我现在忙得很，烦死了,请求等下打来,0,0,0,0,0,0
我现在睡觉，没空。,请求等下打来,0,0,0,0,0,0
我现在心情不好,故意岔开话题,0,0,0,0,0,0
我现在在睡觉,请求等下打来,0,0,0,0,0,0
我想出去走一走，看看这个大世界哇,故意岔开话题,0,0,0,0,0,0
我想回家,故意岔开话题,0,0,0,0,0,0
我想请你吃饭,故意岔开话题,0,0,0,0,0,0
我想请你看电影,故意岔开话题,0,0,0,0,0,0
我想吐槽,故意岔开话题,0,0,0,0,0,0
我想要的是无话不说,故意岔开话题,0,0,0,0,0,0
我心情不好,故意岔开话题,0,0,0,0,0,0
我心情不好，不想多说,故意岔开话题,0,0,0,0,0,0
我幸好不好,故意岔开话题,0,0,0,0,0,0
我要去举报你们,故意岔开话题,0,0,0,0,0,0
我要去举报你们阿,故意岔开话题,0,0,0,0,0,0
我要去举报你们啊,故意岔开话题,0,0,0,0,0,0
我要去举报你们哈,故意岔开话题,0,0,0,0,0,0
我要去举报你们哈哈哈,故意岔开话题,0,0,0,0,0,0
我要去举报你们啦,故意岔开话题,0,0,0,0,0,0
我要睡觉了,请求等下打来,0,0,0,0,0,0
我也不知道,故意岔开话题,0,0,1,0,0,0
我也不知道我是谁,故意岔开话题,0,0,0,0,0,0
我已经让财务打给我了，还没到呢,故意岔开话题,1,0,0,1,1,1
我以前还别的都还多少,故意岔开话题,0,0,0,0,0,0
我应该认识他吗,故意岔开话题,0,1,1,0,0,0
我有钱的时候，你干嘛不给我打电话,故意岔开话题,1,1,0,0,1,1
我有钱还的时候你杂不说,故意岔开话题,1,1,0,0,1,1
我又不止借了你们一家公司,故意岔开话题,1,1,0,0,1,1
我又没欠你钱,故意岔开话题,0,0,0,0,1,0
我又没问你借钱，你算老几哦？,故意岔开话题,0,0,0,0,1,0
我愿意认识就认识，不愿意就不认识,故意岔开话题,0,0,0,0,0,0
我再山上,请求等下打来,0,0,0,0,0,0
我再休息,请求等下打来,0,0,0,0,0,0
我在车站里，太吵了,请求等下打来,0,0,0,0,0,0
我在打lol,请求等下打来,0,0,0,0,0,0
我在打牌,请求等下打来,0,0,0,0,0,0
我在高速上,请求等下打来,0,0,0,0,0,0
我在国外,请求等下打来,0,0,0,0,0,0
我在海上,请求等下打来,0,0,0,0,0,0
我在看世界杯,故意岔开话题,0,0,0,0,0,0
我在看世界杯，别打扰我,故意岔开话题,0,0,0,0,0,0
我在看世界杯，别骚扰我,故意岔开话题,0,0,0,0,0,0
我在看世界杯，法国out,故意岔开话题,0,0,0,0,0,0
我在看世界杯，你堵谁赢,故意岔开话题,0,0,0,0,0,0
我在看世界杯，你看没,故意岔开话题,0,0,0,0,0,0
我在看世界杯，你是铲屎官,故意岔开话题,0,0,0,0,0,0
我在看世界杯，日本死翘翘了,故意岔开话题,0,0,0,0,0,0
我在看世界杯，伊朗out,故意岔开话题,0,0,0,0,0,0
我在看世界杯，英格兰出现,故意岔开话题,0,0,0,0,0,0
我在山里,请求等下打来,0,0,0,0,0,0
我在山区,请求等下打来,0,0,0,0,0,0
我在山上,请求等下打来,0,0,0,0,0,0
我在上班,请求等下打来,0,0,0,0,0,0
我在上山,请求等下打来,0,0,0,0,0,0
