文本,类别
啊？,故意岔开话题
我该给你说啊？,故意岔开话题
不想理你,故意岔开话题
你管我啊,故意岔开话题
死开,故意岔开话题
你怎么不去问他认不认识我啊？,故意岔开话题
再打电话来我报警了,故意岔开话题
忙，没时间。,故意岔开话题
不要再打了,故意岔开话题
他的事你直接去找他，别找我,故意岔开话题
我跪谢你别给我打电话了哈！,故意岔开话题
我难得还了,故意岔开话题
给你说个铲铲,故意岔开话题
转告不了,故意岔开话题
自己去查,故意岔开话题
自己去营业厅查,故意岔开话题
自己想,故意岔开话题
自己找,故意岔开话题
自己找他,故意岔开话题
二货,故意岔开话题
不好意思，我没兴趣,故意岔开话题
你牛,故意岔开话题
去死吧,故意岔开话题
麻烦,故意岔开话题
烦,故意岔开话题
什么玩意儿,故意岔开话题
如果我不还呢？,故意岔开话题
找警察问,故意岔开话题
瓜娃子，莫装怪,故意岔开话题
抱一抱，就当做从没借款2万,故意岔开话题
你说我是还是不是呢,故意岔开话题
不要骚扰了,故意岔开话题
不要骚扰我,故意岔开话题
不在,故意岔开话题
你们是高利贷哦，这么多利息,故意岔开话题
不正面回答,故意岔开话题
不知道,故意岔开话题
你说的是2万越南盾哇？,故意岔开话题
不知道，你哪里,故意岔开话题
不知道了,故意岔开话题
不知道呢,故意岔开话题
打她电话，打我电话干嘛,故意岔开话题
打我电话干嘛的,故意岔开话题
烦不烦,故意岔开话题
烦死了,故意岔开话题
不知道啊,故意岔开话题
不要老打我电话,故意岔开话题
不要烦我,故意岔开话题
不要打我电话,故意岔开话题
不关我的事,故意岔开话题
不关我事,故意岔开话题
不管我的事,故意岔开话题
不说,故意岔开话题
不说的,故意岔开话题
我数学不好,故意岔开话题
我是她爸爸,故意岔开话题
我认识你吗？,故意岔开话题
不说话,故意岔开话题
不太懂,故意岔开话题
不想告诉你,故意岔开话题
不想说话,故意岔开话题
不要打电话了,故意岔开话题
不要打过来,故意岔开话题
烦死了，天天打电话,故意岔开话题
你说我是谁,故意岔开话题
干嘛告诉你,故意岔开话题
给我发红包就告诉你,故意岔开话题
你们把之前打我通讯录的人找出来,故意岔开话题
你们不认识啊,故意岔开话题
你们要向我道歉,故意岔开话题
请我吃饭,故意岔开话题
你们真烦,故意岔开话题
你弄好了再说,故意岔开话题
你还是找本人吧,故意岔开话题
你去猜吧,故意岔开话题
你去问他,故意岔开话题
我在车站里，太吵了,故意岔开话题
你认识你自己找,故意岔开话题
你认识他啊,故意岔开话题
你认识他吗？,故意岔开话题
你认为呢,故意岔开话题
你去试试吧,故意岔开话题
你还是挂电话吧,故意岔开话题
你管我谁,故意岔开话题
你管我是谁,故意岔开话题
没事挂了,故意岔开话题
能不能别打我电话,故意岔开话题
能不能不要打我电话骚扰我，他管我什么事,故意岔开话题
你不要打电话过来了,故意岔开话题
如果你能判断今天的天气，我就告诉你答案，咋样？,故意岔开话题
你不知道我认不认识，你打我电话干嘛,故意岔开话题
你不知道我是谁你打我电话？,故意岔开话题
你打电话你不知道我是谁吗,故意岔开话题
你打谁电话你不知道啊,故意岔开话题
你打我电话还问我是谁？？,故意岔开话题
你都打过来了还问是不是,故意岔开话题
你管我认不认识,故意岔开话题
你管我是不是,故意岔开话题
你管我是不是了,故意岔开话题
搞不醒活。,故意岔开话题
不发红包不说,故意岔开话题
你又是老几，你不说我为啥要说,故意岔开话题
我现在忙得很,故意岔开话题
我不说,故意岔开话题
你们不要打了，这个电话不用了,故意岔开话题
关你什么事,故意岔开话题
我不知道,故意岔开话题
什么？搞不懂。莫惹我,故意岔开话题
是不是或者认识不认识和你有什么关系,故意岔开话题
弱智,故意岔开话题
有病,故意岔开话题
好了，不说了,故意岔开话题
我龟儿脑壳有包吗,故意岔开话题
你龟儿子吃饱了所,故意岔开话题
做梦去吧。,故意岔开话题
关你屁事,故意岔开话题
懒得理你,故意岔开话题
我心情不好，不想多说,故意岔开话题
不要闹，烦得很,故意岔开话题
不要闹,故意岔开话题
认识又怎么样,故意岔开话题
你不要烦我,故意岔开话题
别理我,故意岔开话题
有你什么事,故意岔开话题
别打我电话了,故意岔开话题
滚,故意岔开话题
是不是和你有毛关系？,故意岔开话题
我是不是跟你有什么关系,故意岔开话题
别理我烦着呢,故意岔开话题
打得来电话吗！,故意岔开话题
认不认识你关你好多事？,故意岔开话题
你猜呢,故意岔开话题
管你屁事,故意岔开话题
有毛病么，又打来，别惹我，烦着呢,故意岔开话题
认不认识跟你有什么关系,故意岔开话题
无理取闹，你再骚扰我就诅咒你全家了,故意岔开话题
我说算你狠,故意岔开话题
还个屁,故意岔开话题
哈哈，打错了,故意岔开话题
滚，你tm还骗到老子头上来了。,故意岔开话题
风太大，没听清,故意岔开话题
烦死了，天天催！催命啊,故意岔开话题
爬,故意岔开话题
烦不烦啊，请你以后不要打这个电话了，在打我要屏蔽你了,故意岔开话题
不要再骚扰我了，不然我报警了,故意岔开话题
不要给我说土味情话,故意岔开话题
我不知道该说什么好,故意岔开话题
不认识，不要再打过来了啊,故意岔开话题
我不确定,故意岔开话题
神经病,故意岔开话题
打错了,故意岔开话题
还你妹,故意岔开话题
可不可以请我吃饭,故意岔开话题
可以不还吗,故意岔开话题
我后来才晓得你们是高利贷,故意岔开话题
我很烦，出来喝酒不？,故意岔开话题
我不知道你在说什么,故意岔开话题
你这是已经是骚扰了，你在骚扰我我要报警了,故意岔开话题
你头被门夹了哇？,故意岔开话题
你说我是不是,故意岔开话题
你是不是有病呀,故意岔开话题
你是不是打错了,故意岔开话题
你管我啥子原因,故意岔开话题
你给高利贷打工小心警察抓你,故意岔开话题
你疯了吧，我认识你吗？,故意岔开话题
你的普通话能不能标准点啊，专业点行不行,故意岔开话题
你猜我是不是呀,故意岔开话题
脑子有病吧,故意岔开话题
恼火,故意岔开话题
我也不知道,故意岔开话题
说实话，听到你声音就想打你一顿，太难听,故意岔开话题
认识怎么样不认识又怎么样，烦求得很,故意岔开话题
我认不到你说的那个人,故意岔开话题
都给你说了，别再打了，你听不懂吗？,故意岔开话题
少来烦我，有病啊,故意岔开话题
此人已死，有事烧纸！,故意岔开话题
不想跟你说话,故意岔开话题
哪来这么多骚扰电话。,故意岔开话题
哎呀，滚远点，不要打了,故意岔开话题
我很忙，别烦我,故意岔开话题
听不懂你说的什么,故意岔开话题
我现在忙得很，烦死了,故意岔开话题
认识他或不认识他跟你有什么关系,故意岔开话题
你管求得我的,故意岔开话题
懒得搭理你,故意岔开话题
再打电话我报警啦,故意岔开话题
无聊,故意岔开话题
有你啥相干,故意岔开话题
你拨打的电话已关机,故意岔开话题
滚，你们再打我就，信不信我让你们吃不了兜着走,故意岔开话题
劳资就是不想说,故意岔开话题
认识与否，我就在这里，你还能那我咋地,故意岔开话题
打死我嘛,故意岔开话题
打打打，我明天就把这张卡注销了，看你们还怎么打,故意岔开话题
电话接通中，请稍后,故意岔开话题
你去找他呀,故意岔开话题
我不想回答你的问题,故意岔开话题
爬开,故意岔开话题
我认不认识跟你有关么？,故意岔开话题
你们一天闲得慌啊，天天打骚扰电话来！,故意岔开话题
我是你姥姥。,故意岔开话题
最后警告一次不要打了,故意岔开话题
有你鸡儿事,故意岔开话题
认识他或不认识他跟你有半毛钱的关系,故意岔开话题
我不想和你说话，和你说话都是在浪费表情,故意岔开话题
我靠，别再打来了,故意岔开话题
管你啥事,故意岔开话题
没心情说话，不要打电话给我了,故意岔开话题
你管我是不是，烦,故意岔开话题
认不认识跟你有半毛钱关系,故意岔开话题
不认识又怎么样，你打我啊,故意岔开话题
我难得给你说,故意岔开话题
别打了，烦不烦啊,故意岔开话题
没时间扯,故意岔开话题
管你求事,故意岔开话题
谁知道认识不认识,故意岔开话题
别给我打电话了，我不认识他,故意岔开话题
认不认识和你没关,故意岔开话题
老子是谁管你啥事,故意岔开话题
我还是张大大呢,故意岔开话题
管你毛事！,故意岔开话题
我不想回答你,故意岔开话题
你有点儿讨厌,故意岔开话题
不想跟你说，咋子嘛,故意岔开话题
会打电话吗！,故意岔开话题
请说普通话,故意岔开话题
别来惹我。,故意岔开话题
我都已经说了不认识了,故意岔开话题
有你啥事,故意岔开话题
认识他或不认识他又什么区别,故意岔开话题
懒得给你说,故意岔开话题
随便你,故意岔开话题
你们哪里啊，怎么总骚扰我啊,故意岔开话题
不要理我哈,故意岔开话题
你觉得呢,故意岔开话题
你不晓得老子是谁给我打什么电话,故意岔开话题
你个宝批龙，滚，爬，虐！,故意岔开话题
我不想说话，不要烦我,故意岔开话题
直接挂电话,故意岔开话题
别骚扰我,故意岔开话题
你不知道你打电话给我干什么？,故意岔开话题
别烦我,故意岔开话题
哼,故意岔开话题
哼哼,故意岔开话题
哼哼，没意思,故意岔开话题
哼哼阿,故意岔开话题
哼哼唉,故意岔开话题
哼哼嗯,故意岔开话题
哼哼哈哈哈,故意岔开话题
哼哼啦,故意岔开话题
哼哼了,故意岔开话题
哼哼呢,故意岔开话题
继续猜,故意岔开话题
简直不知道你在说什么,故意岔开话题
讲真的,故意岔开话题
就不告诉你，就不告诉你~,故意岔开话题
就是死,故意岔开话题
和你有些不搭,故意岔开话题
好恶心，想吐呢,故意岔开话题
好恶心，想吐没意思,故意岔开话题
这么求多问题，没意思,故意岔开话题
这么求多问题吧,故意岔开话题
这么求多问题嗯,故意岔开话题
这么求多问题没意思,故意岔开话题
这么求多问题焉,故意岔开话题
这样是没有意义的，没意思,故意岔开话题
这样是没有意义的阿,故意岔开话题
没得什么好说的,故意岔开话题
这样是没有意义的嗯,故意岔开话题
这样是没有意义的没意思,故意岔开话题
这样有意思吗,故意岔开话题
这样有意义吗,故意岔开话题
真的想吐了,故意岔开话题
好恶心，想吐，没意思,故意岔开话题
好恶心，想吐嗯,故意岔开话题
好恶心，想吐啦,故意岔开话题
这样是没有意义的了,故意岔开话题
没空,故意岔开话题
没求得钱啥，你是不是傻,故意岔开话题
没求得钱啥，你是不是傻，没意思,故意岔开话题
你猜我是不是呀阿,故意岔开话题
你猜我是不是呀啊,故意岔开话题
你猜我是不是呀嗯,故意岔开话题
你猜我是不是呀哈,故意岔开话题
你猜我是不是呀啦,故意岔开话题
你猜我是不是呀了,故意岔开话题
你猜我是不是呀没意思,故意岔开话题
你猜我是不是呀，没意思,故意岔开话题
你猜我是不是呀矣,故意岔开话题
你大爷,故意岔开话题
你个瓜娃子,故意岔开话题
你个瓜娃子，咋个又再打我电话,故意岔开话题
你个瓜娃子，咋个又在打我电话,故意岔开话题
你给我发红包我就告诉你,故意岔开话题
你管我啥子原因阿,故意岔开话题
你打电话，你神经病哦,故意岔开话题
这么求多问题,故意岔开话题
你猜嘛,故意岔开话题
没求得钱啥，你是不是傻阿,故意岔开话题
没求得钱啥，你是不是傻哈,故意岔开话题
没求得钱啥，你是不是傻哈哈哈,故意岔开话题
别烦我我知道,故意岔开话题
美女，帮帮忙楼,故意岔开话题
脑壳有病,故意岔开话题
脑子有病吧，没意思,故意岔开话题
脑子有病吧哈,故意岔开话题
脑子有病吧没意思,故意岔开话题
脑子有病吧哇,故意岔开话题
嫩瞎扯淡,故意岔开话题
你猜,故意岔开话题
你猜吧,故意岔开话题
你猜猜看,故意岔开话题
脑子有病吧吧,故意岔开话题
我没心情,故意岔开话题
哈哈哇,故意岔开话题
不说了哦,故意岔开话题
不要打了,故意岔开话题
不要的,故意岔开话题
不要给家打电话,故意岔开话题
不要再打过来了,故意岔开话题
不知,故意岔开话题
不知道该干嘛,故意岔开话题
不知道我是谁，给我打什么电话？,故意岔开话题
擦,故意岔开话题
猜猜看,故意岔开话题
操阿,故意岔开话题
操嗯,故意岔开话题
操没意思,故意岔开话题
不好意思，你打错电话了,故意岔开话题
明年说,故意岔开话题
全都免了？,故意岔开话题
天气不好，没法去银行,故意岔开话题
我艹你妈,故意岔开话题
我草,故意岔开话题
滚你妈的,故意岔开话题
卧槽,故意岔开话题
不会是你搞错了哇,故意岔开话题
日你祖宗,故意岔开话题
日你妈,故意岔开话题
干你娘,故意岔开话题
日你大爷,故意岔开话题
操你大爷,故意岔开话题
拜拜,故意岔开话题
报警了,故意岔开话题
别打过来了,故意岔开话题
你生的儿子没屁眼儿,故意岔开话题
你管我啥子原因哈,故意岔开话题
操呀,故意岔开话题
出问题经过大脑,故意岔开话题
关我屁事,故意岔开话题
鬼扯哟,故意岔开话题
滚犊子,故意岔开话题
滚远点,故意岔开话题
哈哈，你菜,故意岔开话题
哈哈？,故意岔开话题
哈哈阿,故意岔开话题
哈哈嗯,故意岔开话题
哈哈哈哈哈,故意岔开话题
哈哈了,故意岔开话题
哈哈呢,故意岔开话题
哈哈，你好搞笑,故意岔开话题
吃错药了吧,故意岔开话题
瓜戳戳的,故意岔开话题
出问题经过大脑，没意思,故意岔开话题
出问题经过大脑吧,故意岔开话题
出问题经过大脑嗯,故意岔开话题
出问题经过大脑哈哈哈,故意岔开话题
大家都是靠运气吃饭，你们就去找下一个倒霉鬼吧,故意岔开话题
点都不乖,故意岔开话题
对不起，你拨打的号码把你拉入了黑名单,故意岔开话题
搞什么搞,故意岔开话题
对不起，你拨打的号码不在服务区,故意岔开话题
对不起，我不方便这么做,故意岔开话题
对不起，我不方便这么做啊,故意岔开话题
对不起，我不方便这么做按,故意岔开话题
对不起，我不方便这么做呗,故意岔开话题
对不起，我不方便这么做呀,故意岔开话题
对不起，你拨打的号码已关机,故意岔开话题
你管我啥子原因了,故意岔开话题
没求得钱啥，你是不是傻哇,故意岔开话题
你管我啥子原因矣,故意岔开话题
我不还你们打算怎么办,故意岔开话题
我不明白你的意思,故意岔开话题
我不明白你说的啥,故意岔开话题
我不清楚你说的什么,故意岔开话题
我不认识你吧,故意岔开话题
我不听,故意岔开话题
我不想说,故意岔开话题
我不知道呢～啥？,故意岔开话题
你管我啥子原因没意思,故意岔开话题
我不知道你在想什么,故意岔开话题
我都无语了,故意岔开话题
我还说些啥呢,故意岔开话题
我不感兴趣哈。,故意岔开话题
我觉得你有毛病,故意岔开话题
我不懂你在说什么,故意岔开话题
我报警,故意岔开话题
神经病哈,故意岔开话题
神经病了,故意岔开话题
神经病没意思,故意岔开话题
神经病哇,故意岔开话题
死得帮翠,故意岔开话题
死翘翘,故意岔开话题
听不懂，找谁？,故意岔开话题
听不懂你说啥子,故意岔开话题
听不懂你说啥子呢？,故意岔开话题
听不见,故意岔开话题
为什么你们要逼我，没意思,故意岔开话题
为什么你们要逼我嗯,故意岔开话题
为什么你们要逼我没意思,故意岔开话题
为什么你们要逼我呢,故意岔开话题
为什么你们要逼我者,故意岔开话题
我报警了,故意岔开话题
我觉得你有毛病，没意思,故意岔开话题
我觉得你有毛病阿,故意岔开话题
我觉得你有毛病嗯,故意岔开话题
有毛病,故意岔开话题
有毛病嗯,故意岔开话题
有完没完呢,故意岔开话题
又是卖保险的,故意岔开话题
又是你个瓜娃子,故意岔开话题
咋又是我呢？,故意岔开话题
啊你猜我是不是,故意岔开话题
别打电话了,故意岔开话题
别打了,故意岔开话题
别打了烦死,故意岔开话题
别打了烦死了,故意岔开话题
别打我电话,故意岔开话题
别打我电话，烦不烦？,故意岔开话题
呦,故意岔开话题
唷,故意岔开话题
我这里不是你要找的人,故意岔开话题
我觉得你有毛病了,故意岔开话题
我觉得你有毛病没意思,故意岔开话题
我听不懂,故意岔开话题
我完全不懂你的意思,故意岔开话题
我想吐槽,故意岔开话题
看来还是很年轻了,故意岔开话题
我要去举报你们,故意岔开话题
神经病阿,故意岔开话题
我要去举报你们阿,故意岔开话题
我要去举报你们哈,故意岔开话题
我要去举报你们哈哈哈,故意岔开话题
我要去举报你们啦,故意岔开话题
我也不知道我是谁,故意岔开话题
我又没欠你钱,故意岔开话题
我怎么不记得了,故意岔开话题
我怎么知道,故意岔开话题
我要去举报你们啊,故意岔开话题
我不知道你再说什么,故意岔开话题
傻逼,故意岔开话题
你们还有点歪哦呀,故意岔开话题
你说的我不明白,故意岔开话题
你说的我不懂,故意岔开话题
你是不是找错人了,故意岔开话题
你是不是有病呀者,故意岔开话题
你是不是有病呀没意思,故意岔开话题
你是不是有病呀哈哈哈,故意岔开话题
你是不是有病呀嗯,故意岔开话题
你是不是有病呀吧,故意岔开话题
你脑残啊,故意岔开话题
你是不是有病呀阿,故意岔开话题
你说呢？,故意岔开话题
你是不是有病呀，没意思,故意岔开话题
你脑子被驴踢了吧,故意岔开话题
你脑子进水了,故意岔开话题
神经,故意岔开话题
你管我是不是哈,故意岔开话题
你管我是不是嗯,故意岔开话题
你是不是打错了哦,故意岔开话题
你是不是吃饱了没事干,故意岔开话题
你管我是不是吧,故意岔开话题
你管我是不是阿,故意岔开话题
你管我是不是啊,故意岔开话题
你管我是不是，没意思,故意岔开话题
你说我认不认识,故意岔开话题
你们慢慢说，我先撤了。,故意岔开话题
你听我声音像不像呢？,故意岔开话题
骚包,故意岔开话题
爬远点,故意岔开话题
爬哟,故意岔开话题
你走开,故意岔开话题
你找骂是不是,故意岔开话题
你找错人了,故意岔开话题
你再打骚扰电话，我要把你加入黑名单,故意岔开话题
你管我是不是没意思,故意岔开话题
你说我是不是？,故意岔开话题
你管我是不是者,故意岔开话题
你觉得啦。,故意岔开话题
你觉得我是不是呢？,故意岔开话题
你有病啊,故意岔开话题
你有病哇,故意岔开话题
你有毛病哦,故意岔开话题
你觉得我是，我就是呗,故意岔开话题
你们还有点歪哦啦,故意岔开话题
你们还有点歪哦没意思,故意岔开话题
你们还有点歪哦，没意思,故意岔开话题
你管我是不是哈哈哈,故意岔开话题
你妹啊，搞错了哇,故意岔开话题
你们还有点歪哦哈,故意岔开话题
，。,故意岔开话题
在火车上,故意岔开话题
那你尽快,故意岔开话题
征信已接黑了,故意岔开话题
有意思,故意岔开话题
我没有证明,故意岔开话题
下一秒的时间,故意岔开话题
一直是这般模样,故意岔开话题
开车,故意岔开话题
周末,故意岔开话题
在山上,故意岔开话题
在医院呢,故意岔开话题
2天,故意岔开话题
出差呢,故意岔开话题
孩子不能不吃啊,故意岔开话题
神经病我不差钱,故意岔开话题
你要是还要这么高,故意岔开话题
有什么事,故意岔开话题
你来拿吧,故意岔开话题
可以吗？,故意岔开话题
现在上班,故意岔开话题
我给你发红包,故意岔开话题
什么时代,故意岔开话题
在开车,故意岔开话题
无语,故意岔开话题
我这边跟你是晚上联系,故意岔开话题
让客服给我道歉,故意岔开话题
跟你家人借,故意岔开话题
这是我的电话,故意岔开话题
你猜我是不是,故意岔开话题
脑残,故意岔开话题
上打给我,故意岔开话题
ojbk,故意岔开话题
忘记还款,故意岔开话题
有一点彷徨,故意岔开话题
你这打发要饭的啊,故意岔开话题
那你打算怎么处理？,故意岔开话题
时间,故意岔开话题
早已经不想回家,故意岔开话题
我没在家,故意岔开话题
你是猪么怎么理解不了我的意思呀,故意岔开话题
这是公司的业务电话,故意岔开话题
下午,故意岔开话题
凭本事借的为什么要还，你爱起诉起诉，爱上门上门,故意岔开话题
我在医院,故意岔开话题
之前手机掉了,故意岔开话题
哇,故意岔开话题
神经病没5天能还？,故意岔开话题
微信联系,故意岔开话题
后天,故意岔开话题
三天时间太短了，多给我三天肯定能处理,故意岔开话题
三天内可能不得行,故意岔开话题
有有有有,故意岔开话题
老板拖欠N个月工资，后天就发了，肯定还！,故意岔开话题
你不知道你找谁哇,故意岔开话题
再说,故意岔开话题
这边有印象吗有有,故意岔开话题
你睡觉没睡醒吧,故意岔开话题
去一班玩去,故意岔开话题
怎么打都不接,故意岔开话题
就不告诉你,故意岔开话题
再打报警,故意岔开话题
你们报警吧,故意岔开话题
家里有人生病,故意岔开话题
滚蛋,故意岔开话题
随你们吧,故意岔开话题
我这边在山上,故意岔开话题
十天内,故意岔开话题
生病了,故意岔开话题
的份张三额,故意岔开话题
没能力,故意岔开话题
生病住院,故意岔开话题
晓得,故意岔开话题
说过多少遍了,故意岔开话题
发给我也没用,故意岔开话题
在。,故意岔开话题
你催什么催啊,故意岔开话题
有毛病哈哈哈,故意岔开话题
来我家拿,故意岔开话题
在打拉黑,故意岔开话题
不对啊,故意岔开话题
家人接本人去世,故意岔开话题
我在高速上,故意岔开话题
投资做生意失败了,故意岔开话题
让我想起你,故意岔开话题
吃过饭,故意岔开话题
有人打你电话,故意岔开话题
跳楼了,故意岔开话题
 还有漂泊的一个你,故意岔开话题
和我前女友差一个字,故意岔开话题
风太大,故意岔开话题
你给我发红包,故意岔开话题
贷款我不要,故意岔开话题
你是不是有病啊！,故意岔开话题
你在找找,故意岔开话题
你神经病吧,故意岔开话题
能不能分期,故意岔开话题
我没吃,故意岔开话题
命吧,故意岔开话题
在拍队,故意岔开话题
妈的，q,故意岔开话题
听不懂,故意岔开话题
失去后才明白当初该好好珍惜她,故意岔开话题
会叹息有多少眷恋,故意岔开话题
那位,故意岔开话题
我吃饱了,故意岔开话题
我切肾,故意岔开话题
你打我啊,故意岔开话题
电话费不要钱啊？天天乱打。,故意岔开话题
做什么不好非要当骗子，回头是岸，不要执迷不悟了,故意岔开话题
操,故意岔开话题
你继续扯经。,故意岔开话题
最怕江南游子再故地重游,故意岔开话题
您所拨打的电话不在服务区，请稍后再拨,故意岔开话题
你先把你欠我的5万还了再说。,故意岔开话题
接通挂断,故意岔开话题
为你思念成河化作春泥,故意岔开话题
我朋友,故意岔开话题
你又在开玩笑了，我像是有钱的人吗？,故意岔开话题
你说拨打的用户，他没啦,故意岔开话题
不认识,故意岔开话题
啥子飞蛾蛾？,故意岔开话题
爽,故意岔开话题
在路上了,故意岔开话题
你提前联系我,故意岔开话题
火车上面,故意岔开话题
包养了个小四,故意岔开话题
你逾期太久了,故意岔开话题
我是忘记还了，怎么操作,故意岔开话题
吓尿了,故意岔开话题
在银行排队存钱呢,故意岔开话题
你电话坏了吧,故意岔开话题
孩子生病了,故意岔开话题
出车祸了,故意岔开话题
我在山上,故意岔开话题
我在学习,故意岔开话题
在山里,故意岔开话题
你找他什么事,故意岔开话题
一直不来吗,故意岔开话题
借给朋友用的,故意岔开话题
刚上班,故意岔开话题
不了解,故意岔开话题
卖房子,故意岔开话题
山体滑坡,故意岔开话题
我在山区,故意岔开话题
你也是可以呀,故意岔开话题
没有人联系,故意岔开话题
有嘛,故意岔开话题
手机掉了,故意岔开话题
我在上班,故意岔开话题
我父母过世了,故意岔开话题
借钱,故意岔开话题
过去了,故意岔开话题
给其施压,故意岔开话题
怎么联系你,故意岔开话题
ON,故意岔开话题
随时随地,故意岔开话题
现在接一下,故意岔开话题
我参加聚会呢,故意岔开话题
也挺,故意岔开话题
可以相信,故意岔开话题
不是本人,故意岔开话题
那你是在等什么？,故意岔开话题
你说呢,故意岔开话题
自己在工地，工资一年结一次,故意岔开话题
可能回答内容,故意岔开话题
你感觉能逃避掉吗？,故意岔开话题
不差钱,故意岔开话题
风太大了,故意岔开话题
来撒,故意岔开话题
有,故意岔开话题
到那天天不处理后果自负。,故意岔开话题
你找谁,故意岔开话题
要我怎么说你才能明白,故意岔开话题
家里没没粮食了,故意岔开话题
我幸好不好,故意岔开话题
那为什么逾期这么久呢,故意岔开话题
我以前还别的都还多少,故意岔开话题
在停车场,故意岔开话题
白驹过隙,故意岔开话题
如微雨轻尘落脚底,故意岔开话题
我再山上,故意岔开话题
在高速上,故意岔开话题
在飞机上,故意岔开话题
你们有人威胁我,故意岔开话题
我不缺钱，分分钟几百万,故意岔开话题
电话太吵了,故意岔开话题
撞人了,故意岔开话题
为什么打我家人电话,故意岔开话题
我不知道这是,故意岔开话题
给其压力,故意岔开话题
帮你申请债务重组,故意岔开话题
你见过我的小熊吗？,故意岔开话题
工作人员态度不好,故意岔开话题
我发洪水了,故意岔开话题
在医院,故意岔开话题
我朋友在,故意岔开话题
我在山里,故意岔开话题
在高速,故意岔开话题
相信你,故意岔开话题
你语文老师谁教的？听不懂人话吗？,故意岔开话题
你上班了吗？,故意岔开话题
我子安在没时间,故意岔开话题
我在国外,故意岔开话题
晚上再说,故意岔开话题
除了钱，我什么都没了,故意岔开话题
出去了,故意岔开话题
输了300多万,故意岔开话题
你爱人上班了吗？,故意岔开话题
我多少还多少,故意岔开话题
之前工作人员骂我了,故意岔开话题
等一下,故意岔开话题
我在海上,故意岔开话题
我感冒了,故意岔开话题
我在等结账,故意岔开话题
孩子在医院,故意岔开话题
我之前进去了,故意岔开话题
处理不了我先还别家了！,故意岔开话题
好人一生平安,故意岔开话题
从监狱刚出来的,故意岔开话题
多来点啥。,故意岔开话题
本金,故意岔开话题
在体现,故意岔开话题
漂亮,故意岔开话题
你咬我,故意岔开话题
好人有好报,故意岔开话题
再等我一分钟,故意岔开话题
你真是一个好人,故意岔开话题
孩子要读书,故意岔开话题
在帮你协商下吧,故意岔开话题
很紧张,故意岔开话题
我求求,故意岔开话题
利息都能免,故意岔开话题
快点来，都快收不了啦,故意岔开话题
高抬贵手,故意岔开话题
你是看不起我吗，还给我减免,故意岔开话题
哦哦，我看一下app,故意岔开话题
你找我也没用,故意岔开话题
言没钱,故意岔开话题
2小时之内,故意岔开话题
不要保险,故意岔开话题
哎,故意岔开话题
唉呀,故意岔开话题
在打就不接,故意岔开话题
明天没钱,故意岔开话题
我讲了多少次,故意岔开话题
好多人啊,故意岔开话题
没明白,故意岔开话题
疯了,故意岔开话题
这边是公安局办公电话,故意岔开话题
刚用新号,故意岔开话题
你不要给讲这些东西,故意岔开话题
找到给你发红包,故意岔开话题
不确定是不是你说的,故意岔开话题
你是不是有病,故意岔开话题
你一天要打多少边？,故意岔开话题
想想哦,故意岔开话题
我想一想,故意岔开话题
这手机是我捡的,故意岔开话题
这个号码我才换的,故意岔开话题
朋友都接了,故意岔开话题
再逼我，老子就还了,故意岔开话题
尽量快点,故意岔开话题
我生病了,故意岔开话题
家里人都联系不到,故意岔开话题
给你发点红包,故意岔开话题
身份证挂失还没拿来,故意岔开话题
小妹，帮帮忙楼,故意岔开话题
对公还款,故意岔开话题
我刚在看守所出来,故意岔开话题
那你今天自己打算怎么处理？,故意岔开话题
我身份证银行卡都丢了,故意岔开话题
你今天下午3点钟必须还XXX款,故意岔开话题
我吃了,故意岔开话题
你不是已经说过了吗肯定会还的,故意岔开话题
帅哥，帮帮忙楼,故意岔开话题
在办理离婚手续,故意岔开话题
我从拘留所刚出来,故意岔开话题
快活不下去了,故意岔开话题
昨天抢银行没成功,故意岔开话题
我在住院,故意岔开话题
朋友说借我,故意岔开话题
别人借我钱,故意岔开话题
哥是土豪，不差钱,故意岔开话题
我现在两手空空,故意岔开话题
哥不差钱,故意岔开话题
偷吗,故意岔开话题
我的七大姑八大姨天天追债，我已经山穷水尽了,故意岔开话题
我不差钱,故意岔开话题
已经有人联系过我了,故意岔开话题
你看我应该拿衣服还是裤子去抵押,故意岔开话题
已经好几天没吃饭了,故意岔开话题
忘记了,故意岔开话题
都是骗你的,故意岔开话题
在领工资,故意岔开话题
我不懂,故意岔开话题
我前一顿时间出车祸了,故意岔开话题
不是说了吗,故意岔开话题
你们干嘛给我爸联系,故意岔开话题
视屏吧，我看看你长啥样,故意岔开话题
混不起走了,故意岔开话题
他坐牢了,故意岔开话题
之前手机号不用了,故意岔开话题
万籁俱寂,故意岔开话题
回不去,故意岔开话题
套股票里了,故意岔开话题
你说拨打的用户，他人呢,故意岔开话题
老板跑了,故意岔开话题
我刚从拘留所出来,故意岔开话题
确认负责人,故意岔开话题
刚从牢里出来,故意岔开话题
你说拨打的用户，已经裸奔出服务区,故意岔开话题
之前有人骚扰，道歉就还,故意岔开话题
上个工作人员骂人,故意岔开话题
我在医院我母亲生病,故意岔开话题
我在新疆没回家,故意岔开话题
土豪,故意岔开话题
为什么骚扰我家人,故意岔开话题
我的银行卡被冻结了,故意岔开话题
我忘记了没处理！,故意岔开话题
我之前被抓了,故意岔开话题
你说拨打的用户，正在裸奔,故意岔开话题
放狗咬你,故意岔开话题
之前联系我的骂我了,故意岔开话题
我忘了,故意岔开话题
