text,label
说 啥 啊,103
家人 不 知道 帮不帮 我,106
有 什么 事 你 说,101
减 了 就 处理,110
我 在 忙   不 方便 接听电话,104
我 确认 下 我 这边 欠款 是 多少 ？,102
我 尽快 想 办法 处理,106
一会儿 再说,104
想 办法,106
我 骑车 呢   不 方便 接电话,104
行   我 知道 了   你 等 我 联系 你,104
会 不会 说话 呢   有 啥子 事 ？,101
我 在 开车 等 一下,104
我 不 确定,106
我 凑钱,106
qq 发给 我 吧,105
你 找 他 事 催款 吗 ？,101
怎么 还 啊   微信行 吗,108
啥 情况   兄弟,101
怎么 有 我 号码,107
我 现在 在 上班   等 一下 联系 你,104
不 明白,103
你 给 我 一项 一项 解释 清楚   为什么 会 有 这么 多钱 的 ？,102
你 是 谁 啊 ？,107
我 这边 打雷 了 等 会 打来,104
等 下 再说,104
请问 利息 是 多少 ？,102
我 在 开车 不 方便 接听 10 分钟 后 联系,104
你 怎么 不早 说 ？,106
我 回家 看看,100
这个 点该 吃饭 了,104
我 回家 商量一下,106
你们 要钱   这个 利息 、 滞纳金 是 咋 个子 算 出来 的 也 ？,102
利息 能 不能 也 分期,100
明天 再说 吧,106
我 在 忙 等 会 回 你,104
手机 可能 没 信号   短信 联系 我 把,105
哪个 呀 ？,107
啥意思 喃,106
为什么 不 说话,103
我 喜欢 用 现金 的 方式 交易   你 看 我 怎么 打 给 你 ？,108
现在 不 方便,104
我 不得 还给 个人   给 我 个 你们 公司 对公 账号,108
我 知道 了  ,106
我 后面 找 时间 看看   你别 打 了,106
你 要 爪子 嘛,101
我 需要 核实 一下 我 是否 欠 了 xx 元 钱,102
你 这边 太吵,103
我 在 开会 等 下 说 。 挂机,104
我 有钱 哈,106
留下 两个 紧急 联系人 的 电话 。,105
你 怎么 有 我 的 手机号码 ？,107
现在 在 忙,104
我 有 欠 那么 多 吗,102
下雨 呢,104
等 会 回 你 电话,104
工程款 下来 就 处理,106
你 给 证明 给 我,108
你 说 谁,103
出去 了,104
你 发 我 一个 短信   把 计算公式 和 详情 发过来 一下,105
我要 搞清楚 再说,102
你 普通话 能 标准 点 吗,103
你 再说 一遍   我 听 不 清楚,103
给 我 再 想想 吧,100
等 会 再 打,104
怎么 算 的 ？,102
钱 打 到 卡   我 联系 你,106
俺 这里 信号 不好,103
你 打 我 另外 这个 电话   我们 聊,105
明天 打 给 我,104
手机信号 不好   听不清,103
可以 只 还 本金 吗,100
我要 和 家人 商量一下 ！,100
在 高速,104
风太大   没 听 清 哈哈哈,103
你 说 要 还 多少 钱,102
先挂 了 忙,104
上班 呢   挂,104
再说 一次 呢,103
在 上班 下班 联系 你,104
知道 了 知道 了,106
你 是 哪家 公司 的,107
我 在 山里 听不见,103
过 几天 联系,104
再 看看,100
你 声音 好 小,103
能用 花 呗 嘛,108
信号 不好   等 会 打 给 你 ！,104
嘛 事 啊,101
不好意思 我 还有 事,104
好多 ？,102
我要 先去 找 朋友 借点,106
大声 点   哪个 ？,103
怎么 这么 多,102
说个 总数,102
我 尽量 试试 吧,106
信号 不好   听不见 。,103
不 方便,104
我 这边 再 看看,100
安逸   安逸 ！,106
说话 慢点,103
2 个 月 利息 就是 3000   这个 利润 有点 可观,102
在 开会   晚点 联系 你,104
那 你 现在 就 把 他 处理 掉   两个 小时 之内 。,110
尽 我 最大 努力,106
我 在 比赛   结束 了 再说 吧,104
我 尽量 想法 哈,106
等 发工资 我 联系 你,100
不好意思 我 没 听 清,103
先 分期,100
你 再说 一次 吧,103
说 慢点 没有 听 清楚,103
那 我 到底 需要 还 好多 啊 ？,102
干 啥子,101
是 的   我 在 吃饭   等 会 再说,104
我 需要 考虑 考虑,106
有 没得 啥子 APP 可以 直接 还,108
一 小时 过后 打 给 你,104
我要 还 几位数 ？,102
qq 转 你,105
上 夜班   在 睡觉 。 等 有空 联系,104
没有 听到   啥 ？,103
在 吃饭   等 会 再 打 过来,104
利息 有 多少 呢,102
找 谁,103
大哥   你 哪个,107
我 正在 想 办法,106
去 酒吧 面谈 下 吧,105
哎呀 哈,106
下 高速,104
嘻嘻,106
能 不能不 还 利息,100
卡号 先 发给你,106
我 现在 在 上班,104
我 得 问问 朋友 有没有,100
我 尽量 吧,106
有 什么 事 吗   说,101
我 在 睡觉 太累 了,104
我 看 上面 没有 还款 方式   不 知道 怎么 支付 给 你,108
发工资 再说 吧,106
等 哈 会儿 再 做 。,106
分期 还 还有 利息 吗 ？,102
神马   有事吗,101
我 核实 好 了 再说,106
现在 总共 欠 了 好多   我要 还 好多,102
嗷嗷,106
你 要 做 爪子,101
你 申请 吧,110
在 要钱,106
我 回去 商量一下,106
我 在 开会 等等 再 打来,104
我 试试,106
有 啥子 事,101
呃   什么 什么,103
工资 发了 就 处理,100
风大 的 很   没 听 不到 。,103
我 现在 忙   没 时间,104
可以 刷 其他 的 信用卡 吗 ？,108
咋 不 早 说 嘛   就 点 渣 渣 钱   分 分钟 就 搞定 了 。,106
你 是 谁   在 说 什么,107
不 清楚 怎么 还 钱,108
等 一下 再说,104
让 客服 联系 我,105
我 知道 了,106
app 登录 不上 啊,108
啥 情况   美女,101
啥子 哦 哈,103
到时候 我 自己 还 进去,106
我们 约个 地点 面谈 吧,105
利息 是 怎么 算 的 哈,102
我 稍后 联系 你 吧,104
利息 你们 是 怎么 给 我 算 的 ？,102
雨下 太大   没法 去 处理,104
我 在 医院,104
腿 太大   听不清,103
我 刚刚 过 马路   没 听见 你 说话,103
我 都 听不见 。 你 说 啥,103
你 说 什么 我 听不懂,103
风太大   没 听 清 也,103
能减 本金 就 好 了,100
听不清 太吵,103
正在 忙   没空,104
我 现在 有事   过 两天 再说,104
等 放假 我 回家 处理,100
欠 多少 你们 说了算 ？ 根本 就 没 那么 多,102
等 会 再 给 我 打电话,104
我 可以 支付宝 嘛,108
给 个 账号,108
我 怎么 相信 你 啊,107
信号 不少   稍 等,103
干嘛 有 什么 事说,101
明天 朋友 就 换 我 钱 了,106
能 不能 分期 还 啊,100
安 ？ 免 好多 ？,103
我 抽时间 过来  ,106
现在 总共 需要 处理 多少,102
我 现在 有事 等 会 回复 你,104
你们 的 利息 太高 了 吧   还有 滞纳金 又 是 什么 鬼,102
明天 我 看看,100
咋 回事 ？,101
稍后 给 你 回复,104
现在 在 开车,104
冰雹 太 大   听不清,103
搞求 不来,108
你 在 为 谁 工作,107
啊 ？ 我 耳朵 有点 背 呢   听不懂 你 说 啥,103
你 电话 坏 了 吧,103
工资 马上 到 账,106
你 那边 太吵 了   听不见 。,103
我 参加 聚会 呢,104
鬼 大爷 晓得 你 不是 债务 公司 的 人 啊,107
什么 事情   没空,104
你 到底 想 干嘛 啊 ？,101
杂滴,101
是 谁 雇 你 打电话 的,107
我 尽力 吧,106
来 我家 拿 啊,108
利息 一共 多少 钱,102
那 我 看看   合计 合计,102
信号 不好   你 说 什么,103
你 什么 地方 的 ？ 怎么 有 我 电话,107
我 现在 忙   等 会 联系 我 ！,104
我 想 办法 处理,106
你 申请 下,110
有没有 微信 ？ 微信 上去 说 。,105
5 号 可能 发工资,100
地铁 里 信号 不好,103
你 是 哪里 人 啊,107
我 朋友 借 一下   抓紧 把 事情 处理 掉 。,106
俺 信号 撇,103
在 上班   等 会 再 打,104
你们 给 我 减免 了 我 该 怎么 还 啊 ？,108
我们 QQ 聊,105
加微信,105
我 周转 一下 ！,106
能 不能 少点 啊,100
你 慢点 说,103
发工资 再说,100
嗯 我 在 吃饭 待会 打 给 你,104
你 又 是 谁 哈哈哈,107
不好意思   我 数学 不好,102
进 地铁 了   晚点 再说 。,104
我 老 考虑 下,100
你 在 干嘛,101
你 那边 信号 不好 啊,103
你 说 什么 我 听不见 ！,103
怎么 算 出来 的 哦,102
你 记 一下 这个 电话   如果 联系 不到 我   找 他 也 可以,105
你 哪个 哦,107
风太大   没 听 清 阿,103
金额 数目 你 是不是 看错 啦,102
你 这个 号码 打 过来 怎么 是 显示 骚扰电话,107
我贼 开心,106
嗯   不过 我 再 上班,104
啥   听 不到 了 ！,103
转账 不 ？,108
现在 上 飞机 了,104
你拉个 ？ 变态 哇,107
等等 再说,104
明天 说,104
提供 还款 方式,108
你 说 什么   再说 一遍 好 吗 ？,103
我 去 借 看看,100
我 在 忙   等 会 打 给 你,104
我 打 客服 问问,102
我 没有 听清池,103
等 下个 处理,106
有事 请 讲,101
然后 那,106
我 在 汽车站   都 是 喇叭,104
我 去 看看 我能 不能 借 到 再说 吧,100
在 培训,104
听不清,103
下午 给 我 联系 吧,104
什么 意思 ？,103
我要 工作 了,104
我会 想 办法 的,106
我 在 游泳,104
不 对 哦,102
我 现在 不 方便   空 了 再说 嗯,104
啥 ？ 啥 时间 一定 还 ？,103
对不起 家里 有 客人 来 了   一会儿 再聊,104
你 到底 找 谁,101
不好意思 听不清,103
等 我 30 分钟,104
你们 没说 怎么 还款 啊,108
我 有钱 就 还,106
我 看 能 不能 借到 钱,106
我 这 几天 比较忙 。 过 几天 联系 我,104
忙 了   挂断,104
出示 延期 材料,110
我 在 开车 一会 再说,104
办理 不了 转账,108
我 在 打牌,104
你 说 的 什么,103
我 知道 该 怎么办 了,106
换 多少 啊,102
这里 信号 不好,103
你 有 微信 不 ？,105
在 睡觉,104
我 现在 忙   不 方便 接电话,104
我 尽量 哈,100
我 认识 你 么,107
现在 不 方便 接电话   等 会,104
不要 这么 无聊 好不好,101
确定 逾期 这么 多天 了,102
看 我 借到 再说,100
现在 接 一下,104
不 知道 有没有 算错 呢,102
我 在 开车 你 等 会 再 打 吧,104
加微信 吧,105
我 现在 很 忙   我们 微信 聊 吧,105
你 问 我 干嘛,101
喂 说话 呀,103
amazing,106
为什么 要 告诉 你,107
我 给 你 我 儿子 的 电话   你 和 他 说,105
你 等 我 跟 家里 商量一下 吧,104
明白,106
不错,106
开会   忙,104
过 几天 就 还 了,100
支付宝 可以 不,108
风太大 我 听不清,103
我 问 一下,100
啥 玩意,103
杂音 大,103
可以 少 还 一点,100
能 不能 直接 刷卡,108
我 最近 会 还 上 的,106
你 再 去 跟 你们 公司 商量 下   再少点,100
我 现在 在 上班 听不清,103
我 在 飞机 上   信号 不好,103
我要 吃饭,104
下班 说,104
不 方便 接电话,104
what   are   you   弄 啥 呢,101
我 在 山洞 里,104
这个 欠款 是 咋个 算 出来 的 哦 ？,102
利息 是 多少 啊,102
总共 就 这么 多 吗   还有 没有 其他 的 金额 项,102
家里 回来 就 还,106
我 是 直接 去 你们 公司 还款 吗,108
请问 找 他 干嘛,101
你 等 我 跟 家里 商量一下 吧,106
你 怎么 有 我 号码 的,107
我 睡觉 了,104
兄弟   你 谁 啊 ？,107
要 减免 下,100
我 没 时间 跟 你 聊,104
你 说 什么 我 听不见,103
太 小声 了   大点声 ！,103
我 在 洗澡,104
我 怎么 欠 了 怎么 多,102
有 微信 吗 ？,105
教 我 怎么 还,108
我 在 想想   一会儿 再 打 吧,104
你 的 目的 是 什么,101
你们 这是 怎么 收取 利息,102
我能 少 还 点 吗,100
你 有 Skype 吗 ？,105
我 在 联系 你,104
请问 什么 是 滞纳金,102
风声 太大 了,103
风太大   再说 一遍,103
不 知道   你 哪里,107
这么 个 情况 啊,106
他 欠 了 你们 好多钱 嘛,101
直接 转给 你   你 帮 我 还行 嘛,108
不 晓得 说 啥子 了   没意思,103
滞纳金 咋个 这么 高 ？ 你们 滞纳金 是 怎么 算 的 ？,102
你 声音 大 一点,103
啥事 喃 ？,101
你 找 他 做 啥,101
他 不 在   你 找 他 什么 事情 ？,101
app 让 我 先 熟悉 一下 啊,108
你 是 哪个 喃 ？,107
我 这边 下雨,104
咦   咋个 还有 人 找 他 也 ？ 你 找 他 咋个 事情 ？,101
在 开车 等等,104
不用   你 在     天 和 我 联系 就 可以 了,106
知道 了  ,106
喂喂 喂喂 喂喂,103
风太大 了,103
大后天 说,104
可以 信用卡 还款 么,108
等 我 自己 去 确认 了 金额   再说,102
弄 啥 的 ？ 说 看看,107
你 帮 我 减免 一点 再 分期 吧,100
你 自己 不会 查 啊,102
我 看 情况,106
啥事,101
那 你 打 我 电话 干嘛,101
开车 呢   待会 再 打,104
好   要 得   晓得 了,106
在 忙   等 会 联系 你,104
兄 die   我为 撒子 要 给 你 说   你 谁 啊,107
你 在 说 一遍 那,103
听 不到 ？,103
我 很 忙,104
我 在 车站里   太吵 了,104
我 到底 要 怎么 还给 你们,108
减免 了 我 就 去 还款,110
我 在 骑车 不 方便 听 电话,104
我 尽快,100
你 哪个,107
考虑一下,106
力度 不够 啥 。,100
作 甚个 呀,101
先 还 一点,106
嗯 嗯  ,106
麻烦 问哈 我 哪们 还,108
你 把 app 减免 金额 删掉 我 就 还,110
你 谁 啊,107
我 的 信息 为啥 要 透露,107
我 没 的 你们 的 银行卡 号 啊   还 不了 啊,108
我 只 还 本金,100
我 周转 一下 回复 你,100
我 在 想想 办法,100
滞纳金 是 什么 意思,102
你 到底 是 谁,107
火车 开 了 哈   听 不到 了 。,104
qq 找 我,105
我 在 忙 挂断,104
要 赶 飞机   再说 了,104
免 多少,102
一会儿 说,104
大声 一点,103
怎么 了,101
你 是 哪位,107
好 了   后面 我 想 办法,106
我 在 开会   等 会 的,104
等 会,104
你 说 什么   我 听 不 清楚,103
我 现在 有事 等等 给 你 回 电话,104
听不清 你 说 什么,103
回家路上,104
在 开会   你 等 会,104
你 跟 某某某 联系   我 跟 他 说好 了,105
谁 ？ 你 说 谁 ？,107
钱 到 了 立马 给 你 打电话,100
我 到底 借 了 多少 钱,102
能 不能 只 还 现在 的 一半,100
手机 没电 了,104
我 去 看看 详细 合同,102
下个月 再说,104
这个 钱 是 有 的,106
什么,103
我 身上 只有 现金   要 怎么 处理,108
下班 再聊 吧,104
我 现在 不 方便   空 了 再说 哇,104
电话 说 了 我 也 记不住 啊   加个 微信 吧 。,105
我 不 知道 有 没 哦,102
不要 打电话 了   会 还 的,106
和 家里 商量一下,106
在 开会   什么 事,101
啥子 哦 了,103
不 方便   不能 接电,104
我 怎么 听不懂,103
我 也 很 想 还,106
你们 怎么 会 有 我 的 电话,101
不 知道 你 说 啥子,103
who   are   you,107
风太大   我 听不清,103
马上 就要 起飞 了   你 过 两 小时 打 过来 吧,104
我 应该 还 没有 逾期 两个 月 哦,100
你 找 他 干什么 ？,101
该 怎么 还   你 给 我 说 下 方式,108
说 的 清楚 一点,103
出来 你 和 你 朋友 来 我 这,108
你 找 谁 啊,103
你 先 申请,110
等 我 发工资 的,106
我 慢慢 想 办法,106
等 会 再说,104
我 核实 好 了 再说,102
要 不 先加个 微信   我 确认 下 你 身份 ？,105
我 现在 借钱,100
我 去 借钱 看看   借到 就 处理,106
我 都 不 晓得   你们 这个 钱 是 咋个 算 出来 的 ？,102
等 我 五分钟,104
等 我 下 高速 再说,104
你 说 哪个 喃 ？,103
哪个 呀 ？ 阿,107
我 再 考虑 下 吧,100
我 考虑一下 再 给 你 答复 ！,100
相信 我,106
啥 ？ 免 啥 ？,103
利息 不 可能 那么 多 哦   你们 算错 没有 呢 ？,102
啥子 事情 喃 ？,101
我 不 晓得   你们 这个 账是 咋 个子 算 出来 的   你 算 给 我 听 下子 也,102
网络 不好,103
我 看 一下,106
有 啥子 事情 ？,101
你 说 啥 ？ ？ 我 不办 贷款,103
我 可以 还 本金   其他 的 想 都 不要 想,106
过段时间 处理,100
你 把 我 名额 留着,106
你 等 会,104
下 星期一 协商,104
啥子 哦   干扰 这么 大 。,103
我过 三 小时 给 你 回 电话,104
干什么,101
你 说 是 就是   有 什么 事快 说,101
你 究竟 有 什么 目的,101
我 去 想 办法 先 处理 一点,106
我 现在 不 方便 接电话 。,104
信号 不好,104
月底 在 跟 我 联系 吧,104
有 什么 事,103
啥意思 ？,101
我 在 地下室 没 信号,104
我 在 开会   等 会 回 你,104
我 现在 在 开会,104
你 是 做 什么 的,107
待 会 联系 你,104
我 查查 借款 记录   哪里 欠 了 这么 多钱 哦 ？,102
我 在 开车   不 方便 接电话,104
等 会 回 电话,104
你 确定 我 欠 了 那么 多 嘛,102
我先 接个 电话,104
我 没有 借 这么 多样   等 我 去 查 一下 记录 再说,102
你们 搞错 没有   还有 滞纳金 啊,102
你好   你 得 提供 个 还款 的 方式 给 我 啊,108
你 贵姓,107
你 说 的 部分 是 多少,102
在 开会   待 会 联系 你,104
喂 你好 你好,103
你 说 呢 ？,103
加 我 微信 聊 吧,105
你 干 啥,107
给 我 打 短信,105
怎么回事   听不清,103
喂喂 噪音 太大 了,103
视屏 聊,105
我 尽量 在 这 之前 还 上,100
停 不到,103
你 打电话 有 什么 事,101
没 听见,103
说 的 撒额,103
我算下 利息,102
信号 不太好   再说 吧,104
app 登不上,108
啥子 啊 ？,103
红旗 连锁 能 还 吗 ？,108
什么 东西,103
有 事情 就 说,101
我要 开车 了,104
有事 等 会 说,104
在 国外   不能 银行 汇款   你 看 怎么 还 ？,108
你们 哪个 公司 的,107
我 回家 商量一下,100
我 在 忙   你 等 下 再 打来,104
啥子 东东 哦 ？,103
风太大 了   我 听 不 清楚 你 那边,103
我 去 问问 他,100
我 到底 是 接受 还是 不 接受,106
你 等 下 打 过来,104
在 上课 不能 接电话,104
你们 干嘛,107
好大 的 风   听不见 了   挂 了,103
SKYPE 有 不 有,105
先请 我 吃饭,100
你 这边 什么 情况,101
太撇 了   声音 好 小 哦 ！,103
再 减掉 点 啊,100
之前 想 还款 没有 方式,108
等等 联系 你,104
把 利息 停 了,100
我 现在 很 忙   稍后 给 你 打 过来,104
支付宝 转给 你们 吧,108
你 干什么 的,101
等 我 下班,104
在 开会   等 会 打 过来,104
在 高速 开车,104
听 不到,103
我要 登机 了   有 什么 事 等 我 下 飞机 在 说,104
啥事 ？,101
什么 鬼   风太大   听不清,103
我 看看,106
我 现在 在 做车   太吵 了,103
在 船上,104
等 下 我 找 我 朋友 帮 我 存下 钱,106
我 还 到 哪里,108
滞纳金 是 怎么 计算 的 ？,102
我 现在 不 方便   空 了 吹 吧,104
提前 一天 联系 我   我 做 准备,106
不好意思   我 在 上班  ,104
信号 不好   雨太大 了,103
什么 ？ 我 听不清,103
你 有 5 分钟 时间 说明 来意,101
你 说话 声音 太小 了,103
加 我 instagram 吧,105
等 我 回去,104
家里人 可以 还 吧,106
我 也 在 找 他,101
外面 在 下 暴雨   听不见,103
发工资 就 还,106
你 再说 一遍 我 欠 了 多少 ？,102
我 怎么 还,108
怎么 个 还款法   直接 转账 嘛,108
恩,106
我 回家 跟 父母 拿,106
恩 ？,106
有何贵干,101
高速 上 开车 了,104
你 再说 一次 哈哈哈,103
你 给我发 到 邮箱 吧,105
到 时 联系 你,100
利息 是 怎么 算 的,102
借借看 吧  ,106
我 考虑 考虑,106
信号 不好 再说 一遍,103
你 这 是 什么 电话 打 过来 的,107
我 在 忙 等 会 打 我 电话,104
我 没有 你们 的 帐号 信息   能 给 一个 还款 的 账号 吗 ？ 立马 给 你 打 过来,108
哪个 哟 呢,107
你 说话 听不清 啊,103
我 想想 办法,100
咋个 还 哦   你 总得 说个 怎么 个 还法   用 什么 工具 还 ？,108
哪天前 ？,103
你 说 的 是 哪 一个 XXX,103
我 借 一下 看看 ！,100
多少,106
支付宝 可以 还款 ？,108
我 现在 很 忙   你 给我发 邮件 吧,105
忙   等等,104
我 上 夜班 在 休息   晚上 联系 我,104
在 海里,104
你 这 是 找 谁,103
我 去 问问 朋友,100
非常感谢,106
有事,104
不好意思   我 正在 开会,104
你 等 会 我 看 一下 啊 ！,106
绑定 的 卡 丢 了 我会 重新 办张 卡 的,100
信号 不好 听不清,103
你 号码 显示 诈骗 啦 ？,107
我 这边 太吵 了   你 说 什么,103
支付宝 转 你,108
我该 怎么 操作 呢 ？,108
讲 啥子 喃 ？,101
我 在 跑步,104
清楚,106
风太大   没 听 清 没意思,103
我要 去 开会 了,104
知 了,106
信号 不好   听不清,103
支付宝 转账 到 什么 地方 啊,108
我 在 高速 上   挂 了 啊,104
不 知道 怎么 支付,108
滞纳金 能 不能 省掉,100
我 这边 有点 事,104
这里 信号 不好   等 会 说,104
我 在 告诉 不 方便 接电话,104
啥子 怪 ？,101
可少点 ？,100
我 在 忙 呢,104
我 不 知道 明天 工资 能 不能 发,100
吃过饭 再说,104
不 晓得 说 啥子 了 哈哈哈,103
说 什么 太吵 了,103
发给 我 啊,105
我过 30 分钟 给 你 回 电话,104
占时 没钱   不 知道 能 不能 借 到,100
你 给我发 个 短信,105
今天 一概 能 处理 部分 吧,106
你加 我 微信 聊 吧,105
你 用 手机 给我发 个 信息 吧,105
搞 莫 家伙 哦,101
发个 明细 过来 看看 呢,102
可以 延期 吗,100
不 知道 工资 够不够 到时候 再说,106
我 打电话 借 一下 ！,100
我 回去 商量 下,106
后天 联系 我,106
我 去 借钱,106
有 啥子 事情   赶紧 说,101
在 开会   待会 打 给 你,104
不好意思   你 刚 说 啥,103
嗯 嗯 额,106
你 刚刚 说 什么,103
说 嘛,101
怎么 分期 了 每期 还是 这么 多 啊,102
怎么 打钱 啊 ？,108
没 听 清   挂,103
等 会 联系,104
外面 雨太大 了   听不见,103
请 报上 你 的 大名,107
如何 还款 ？,108
过 两天 现在 有事,100
这里 信号 不好   听不清,103
我 去 问问,100
你 说 什么 听不见,103
快 说 事   我 没 时间,101
可以 考虑 下   我 下午 去 问 我 朋友 借下 看 行不行,100
厂里 机器 吵,103
利息 多少,102
钱刚 提现 需要 时间,106
喂   什么 情况 啊 ？ 喂 ～,103
你们 谁 呀,107
在 哪 还,108
怎么 会 这么 多 ？,102
行 了,106
你 真的 是 催收 的,107
我 去 借钱 看看   借到 就 处理,100
你 再说 一遍   我 没 听 清,103
我 在 见 客户   等 会 找 你,104
我 试试 吧,106
谁   你 再说 一遍,103
你们 有 办公 地点 么 ？ 我空 了 过去 说,105
一会 的,106
忘记 怎么 还款 了,108
一共 多少,102
你 那边 太吵   听不清,103
我 欠 了 多少 钱 ？,102
没 信号   听不见,103
直接 转账 是 微信 还是 支付宝 ？,108
真的 吗,106
怎么 还 你 说,108
有 什么 事 么 ？,101
在 拍队,104
俺 信号 差,103
直接 转账 要 得 不 嘛,108
我 联系 我 朋友 看看,100
发工资 的,106
是   我 在 高速 上   现在 不能 接电话,104
为 啥子 打 这个 电话 呢,101
你 找 我 干嘛,101
好多 呢 ？,102
信号 不好 了,103
你 先 申请 着,110
现在 有事 等 会 再 打 我 电话,104
在 拍队,106
本金 多少,102
怎么 了   有 屁快 放,101
现在 要 还 多少 才行,102
我 看 哪天 有空 就 处理,106
我 认识 你 吗,107
在 和 会计 要钱,106
你 哪来 的 我 电话   你 想 干 啥 ？,101
你 能 不能 想 一下 其他 方法,100
回去 商量,100
现在 在 开车 明天 我会 还 一部分 的,100
有 电流 音 我 听不清,103
我 在 开车   先不说 了,104
等 下 再聊,104
我 这边 在 山上 信号 不好,103
你 讲 啥 ？,103
我 现在 开车   等 会 再说 吧,104
等等   我 需要 查询 一下 借款 记录,102
等 我 忙 完 联系 你,104
我 在 山上 信号 不好,103
太吵,103
我 在 上班   不 方便 接听 你 的 电话   有事 请 等 我 下班 了 在 说   现在 很 忙,104
能 不能 把 利息 减免 再 无息 分期 ？,100
我 家里 来 人 了   先挂 了,104
你 等 会 打 过来   我先 确认 下 。,104
我 现在 上班 。,104
你们 这个 每个 月 利息 是 多少 啊,102
我 回家 商量,100
搞 什么 呢,101
最近 忙,104
加 我 wechat 吧,105
啊 ？ 我 耳朵 有点 背 呢   你 是 中国 人 吗 ？,103
你 说 什么 ？ 听 不 清楚,103
滞纳金 哪里 要 得到 这么 高 哦 ？ 你们 滞纳金 是 怎么 算 的 ？,102
让 平安 I 贷来 找 我 你 算 老几,107
你 qq 好多,105
也许,100
什么 事情   说,101
我 给 你 我 的 邮箱,105
不 方便 一会 打 给 你,104
你 帮 我 在 减免 一点 我 就 处理 掉,100
我 现在 有点 忙   等 会 联系 ！,104
这个 利息 、 滞纳金 是 怎么 算 出来 的 也 ？,102
我 手机 坏 了   听 不 清楚,103
啥 呢,103
我 在 玩游戏,104
有事 ？,101
我 发工资 先 还 点,106
过 两天 再说,100
晚上 给 你 答复,104
在 山里,104
你 真棒,106
我 这边 信号 不好  ,103
2 个 月 利息 加 滞纳金 都 有 3 千 了 吗 ？,102
等 老婆 拨款,106
不太 方便   要 不 你 加 我   QQ   吧,105
我 在 飞机 上   听不见,103
等 一下 哈,104
到时候 联系 你,106
在 开车 不 方便,104
我 都 不 晓得 也   我 到底 欠 了 好多钱 ？,102
再 联系,104
在 忙 等等,104
电话 里面 说不清   要 不 你 加 我 微信   我们 在 微信 里面 聊,105
怎么 说,101
我 自己 处理,106
我 在 上班   下班 再说,104
啥子   减 好多 ？,103
现在 很 忙 下班 再说 吧,104
发誓   如果 处理 不了,106
我 真的 很 忙,104
哦   明白 了,106
明天 再谈,104
等 下 打 过来 。,104
等 下 我 去 借钱,100
回来 就 还,106
你 给 我算 哈一哈 拢共 好多钱,102
等 下 好 吧,104
问题 大大 呀   再久点 嘛 ？,100
你 想 表达 什么 ？,101
我 借 多少 还 多少,102
哦   知道 了,106
我 不 方便 接 你 电话,104
我 认识   你 找 他 咋子,101
电梯 没 信号,103
怎么 还款 ？,108
这个   我 一定 尽量,106
尽量,100
一共 好多 嘛,102
再少点 吧 ！,100
我们 在 微信 上 仔细 聊 一下 吧,105
等 下   我 找 下 账单 信息 。,102
我过 50 分钟 给 你 回 电话,104
我 在 山上,104
钱 到 了 立马 还,106
我 去 看看,102
我 在 山里 信号 不好,103
不 方便 接听,104
就是   你 是 哪个 幺 儿,107
你 有 啥 事情 吗,101
我 微信 给 你   你加 我 下 。,105
安 ？ 哪个 ？,103
等 我 这 批货 卖出去 的,106
再说 说   免 啥子 ？,100
我 这里 太吵 了   听 不 清楚,103
听 不 倒喃 ？,103
我 可以 微信 不,108
我 母亲 今天 钱 给 我,106
还有 没有 更 低 的 方案,100
我 和 朋友 在 一起 谈 事情,104
我 现在 在 高速   等 下 高速,104
我们 微信 上 沟通,105
啥 ？ 哪个 喃 ？,107
现在 总共 需要 还 多少,102
我 信号 不好   你 说 啥 ？ 我 听不清,103
我 现在 在 忙 能 等 半小时 吗  ,104
风太大,103
再 想想,100
听不懂,102
那 你 帮 我 申请 延期 吧,110
你 工号 好多,107
完全 听不清,103
我 去 周转 一下,100
什么 ？ 信号 不好,103
我 明天 去查 银行 流水,102
上班 不 方便 接电话,104
我 需要 还 你们 多少,102
你们 有 APP 么 ？,108
你 打 我 语音,105
俺 肿 么 还,108
正在 筹钱,106
下午 联系 你,104
电话 里面 说不清   要 不 你 加 我   QQ   我们 在   QQ   里面 聊,105
我 在 开车   晚上 你 在 打 过来,104
给 你 添麻烦 了,106
晓得 了,106
过 四十分钟 打 来,104
有话 快 说,101
听 不 清楚,103
你 是 谁   我 为什么 要 告诉 你 我 是 谁 ？,107
你 先 说 看看 你 是 哪个,107
请 讲,101
老 打电话 干嘛,101
钱 到 账,106
等 我 18 分钟,104
我 在 电梯 里,104
什么 东西 ？ 在 说 一遍,103
跟 家人 商量一下,106
开会   一会 再说,104
加 我 陌陌 吧,105
app 崩溃 了   我试 了   还 不起,108
我们 面谈 吧,105
我过 20 分钟 给 你 回 电话,104
那 之前 我 还 的 利息 可以 抵扣 本金 么,110
你 说 慢点,103
我 上 夜班 在 休息,104
好 吵 哦,103
一会 打 过来,104
欠钱 怎么 可能 不 还 ？,106
确认 金额,102
你们 公司 不错,106
说 什么   晚点 说,104
要 还 的,106
滞纳金 咋个 会 这么 高 法子 哦 ？ 滞纳金 是 咋 个子 计算 的 也 ？,102
财务 说 三天 后发 工资 还,106
我 有 欠 那么 多么 ？,102
是 直接 现金 还款 吗,108
有钱 的,106
有事 说事,101
我 让 别人 给 你 打 过去,106
有时 快 说 我 有事,101
我 叫 他们 转给 你,106
我 这边 在 山上,104
