文本,类别,Idclassfier,ifknowdebtor,causedebt,willingtopay,cutdebt,installation,setdueday,对策
你大点声,请求重复,0,0,0,0,0,0,0,重复问题
能不能大点声,请求重复,0,0,0,0,0,0,0,重复问题
脑壳太大，听不清,请求重复,0,0,0,0,0,0,0,重复问题
哪个傻子啊,请求重复,0,0,0,0,0,0,0,重复问题
哪个哦？,请求重复,0,0,0,0,0,0,0,重复问题
哪个喃？,请求重复,0,0,0,0,0,0,0,重复问题
哪个？,请求重复,0,0,0,0,0,0,0,重复问题
没有听清楚,请求重复,0,0,0,0,0,0,0,重复问题
没有听清,请求重复,0,0,0,0,0,0,0,重复问题
没信号了,请求重复,0,0,0,0,0,0,0,重复问题
没信号，听不清,请求重复,0,0,0,0,0,0,0,重复问题
没信号，听不见,请求重复,0,0,0,0,0,0,0,重复问题
没信号,请求重复,0,0,0,0,0,0,0,重复问题
没听清楚,请求重复,0,0,0,0,0,0,0,重复问题
没听清，再说一遍,请求重复,0,0,0,0,0,0,0,重复问题
没听清，挂,请求重复,0,0,0,0,0,0,0,重复问题
没听清,请求重复,0,0,0,0,0,0,0,重复问题
没听明白？,请求重复,0,0,0,0,0,0,0,重复问题
没声音呢,请求重复,0,0,0,0,0,0,0,重复问题
开车噪音,请求重复,0,0,0,0,0,0,0,重复问题
刚在开会，你说什么,请求重复,0,0,0,0,0,0,0,重复问题
刚在电梯信号不好，你说什么,请求重复,0,0,0,0,0,0,0,重复问题
刚太吵了你说什么,请求重复,0,0,0,0,0,0,0,重复问题
刚刚有车，没听到,请求重复,0,0,0,0,0,0,0,重复问题
刚刚你说什么,请求重复,0,0,0,0,0,0,0,重复问题
风太大我听不清,请求重复,0,0,0,0,0,0,0,重复问题
风太大听不清,请求重复,0,0,0,0,0,0,0,重复问题
风太大你说什么,请求重复,0,0,0,0,0,0,0,重复问题
风太大没听清,请求重复,0,0,0,0,0,0,0,重复问题
风太大了，听不见,请求重复,0,0,0,0,0,0,0,重复问题
风太大了,请求重复,0,0,0,0,0,0,0,重复问题
风太大。没听清,请求重复,0,0,0,0,0,0,0,重复问题
风太大，我听不清,请求重复,0,0,0,0,0,0,0,重复问题
风太大，听不清楚,请求重复,0,0,0,0,0,0,0,重复问题
风太大，听不清。,请求重复,0,0,0,0,0,0,0,重复问题
风太大，听不清,请求重复,0,0,0,0,0,0,0,重复问题
风太大，没听清,请求重复,0,0,0,0,0,0,0,重复问题
风太大，,请求重复,0,0,0,0,0,0,0,重复问题
风太大,请求重复,0,0,0,0,0,0,0,重复问题
风声太大了,请求重复,0,0,0,0,0,0,0,重复问题
风大听不清楚,请求重复,0,0,0,0,0,0,0,重复问题
风大听不清,请求重复,0,0,0,0,0,0,0,重复问题
风大你说的哈,请求重复,0,0,0,0,0,0,0,重复问题
风大；没听见,请求重复,0,0,0,0,0,0,0,重复问题
风大；没听到,请求重复,0,0,0,0,0,0,0,重复问题
风大，听不见,请求重复,0,0,0,0,0,0,0,重复问题
风大,请求重复,0,0,0,0,0,0,0,重复问题
分太大，没听清,请求重复,0,0,0,0,0,0,0,重复问题
分太大,请求重复,0,0,0,0,0,0,0,重复问题
诶你再说一次,请求重复,0,0,0,0,0,0,0,重复问题
断断续续的喃？,请求重复,0,0,0,0,0,0,0,重复问题
肚子太大，听不清,请求重复,0,0,0,0,0,0,0,重复问题
东北人咋滴？,请求重复,0,0,0,0,0,0,0,重复问题
电梯没型号,请求重复,0,0,0,0,0,0,0,重复问题
电梯没信号,请求重复,0,0,0,0,0,0,0,重复问题
电梯里信号不好,请求重复,0,0,0,0,0,0,0,重复问题
电话有杂音,请求重复,0,0,0,0,0,0,0,重复问题
电话太吵了,请求重复,0,0,0,0,0,0,0,重复问题
大声一点,请求重复,0,0,0,0,0,0,0,重复问题
大声点，哪个？,请求重复,0,0,0,0,0,0,0,重复问题
大声点,请求重复,0,0,0,0,0,0,0,重复问题
大点声,请求重复,0,0,0,0,0,0,0,重复问题
打了又不说话,请求重复,0,0,0,0,0,0,0,重复问题
不好意思我没听清,请求重复,0,0,0,0,0,0,0,重复问题
不好意思听不清,请求重复,0,0,0,0,0,0,0,重复问题
不好意思，你刚说啥,请求重复,0,0,0,0,0,0,0,重复问题
不好意思，,请求重复,0,0,0,0,0,0,0,重复问题
冰雹太大，听不清,请求重复,0,0,0,0,0,0,0,重复问题
安？哪个？,请求重复,0,0,0,0,0,0,0,重复问题
安？免好多？,请求重复,0,0,0,0,0,0,0,重复问题
啊？信号不好,请求重复,0,0,0,0,0,0,0,重复问题
知道再处理,请求等下打来,1,1,0,0,0,0,0,之后重新打
知道再处理,请求等下打来,1,1,0,0,0,0,0,之后重新打
知道了下班就处理,请求等下打来,1,1,0,0,0,0,0,之后重新打
知道了，下午再说,请求等下打来,1,1,0,0,0,0,0,之后重新打
正在忙，一会再说,请求等下打来,1,1,0,0,0,0,0,之后重新打
正在处理,请求等下打来,1,1,0,0,0,0,0,之后重新打
这里信号不好，等会说,请求等下打来,0,0,0,0,0,0,0,之后重新打
这个钱。我待会联系你，,请求等下打来,1,1,0,0,0,0,0,之后重新打
这段时间在告诉上，下高速在说,请求等下打来,0,0,0,0,0,0,0,之后重新打
这边新号不好，等我联系你,请求等下打来,0,0,0,0,0,0,0,之后重新打
找时间详谈吧,请求等下打来,0,0,0,0,0,0,0,之后重新打
找个安静的地方,请求等下打来,0,0,0,0,0,0,0,之后重新打
在银行路上,请求等下打来,0,0,0,0,0,0,0,之后重新打
在银行,请求等下打来,0,0,0,0,0,0,0,之后重新打
在医院,请求等下打来,0,0,0,0,0,0,0,之后重新打
在外面,请求等下打来,0,0,0,0,0,0,0,之后重新打
在停车场,请求等下打来,0,0,0,0,0,0,0,之后重新打
在谈业务,请求等下打来,0,0,0,0,0,0,0,之后重新打
在少点,请求等下打来,1,1,0,0,0,0,0,之后重新打
在上班下班联系你,请求等下打来,0,0,0,0,0,0,0,之后重新打
在上班，我下班你再打我电话,请求等下打来,0,0,0,0,0,0,0,之后重新打
在山上信号不好,请求等下打来,1,1,0,0,0,0,0,之后重新打
在山上，等下山处理,请求等下打来,0,0,0,0,0,0,0,之后重新打
在山上,请求等下打来,0,0,0,0,0,0,0,之后重新打
在山里,请求等下打来,0,0,0,0,0,0,0,之后重新打
在培训,请求等下打来,0,0,0,0,0,0,0,之后重新打
在忙你加下我微信吧,请求等下打来,0,0,0,0,0,0,0,之后重新打
在忙等会再说,请求等下打来,0,0,0,0,0,0,0,之后重新打
在忙等会再打来,请求等下打来,0,0,0,0,0,0,0,之后重新打
在忙不方便跟你说,请求等下打来,0,0,0,0,0,0,0,之后重新打
在忙，你发个信息给我,请求等下打来,0,0,0,0,0,0,0,之后重新打
在忙，等会再说,请求等下打来,0,0,0,0,0,0,0,之后重新打
在忙，等会联系你,请求等下打来,0,0,0,0,0,0,0,之后重新打
在忙，待会回你电话,请求等下打来,0,0,0,0,0,0,0,之后重新打
在忙,请求等下打来,0,0,0,0,0,0,0,之后重新打
在路上不方便接电话,请求等下打来,0,0,0,0,0,0,0,之后重新打
在路上。再联系,请求等下打来,0,0,0,0,0,0,0,之后重新打
在路上,请求等下打来,0,0,0,0,0,0,0,之后重新打
在开会在,请求等下打来,0,0,0,0,0,0,0,之后重新打
在开会你等会打来,请求等下打来,0,0,0,0,0,0,0,之后重新打
在开会呢,请求等下打来,0,0,0,0,0,0,0,之后重新打
在开会·,请求等下打来,0,0,0,0,0,0,0,之后重新打
在开会，我等一下回电话给你,请求等下打来,0,0,0,0,0,0,0,之后重新打
在开会，晚点联系你,请求等下打来,0,0,0,0,0,0,0,之后重新打
在开会，稍后联系你,请求等下打来,0,0,0,0,0,0,0,之后重新打
在开会，你等会,请求等下打来,0,0,0,0,0,0,0,之后重新打
在开会，等会再说,请求等下打来,0,0,0,0,0,0,0,之后重新打
在开会，等会打过来,请求等下打来,0,0,0,0,0,0,0,之后重新打
在开会，待会联系你,请求等下打来,0,0,0,0,0,0,0,之后重新打
在开会，待会打给你,请求等下打来,0,0,0,0,0,0,0,之后重新打
在开会,请求等下打来,0,0,0,0,0,0,0,之后重新打
在开车，等会再打过来,请求等下打来,0,0,0,0,0,0,0,之后重新打
在开车，等会打过来,请求等下打来,0,0,0,0,0,0,0,之后重新打
在开车，不方便接电话,请求等下打来,0,0,0,0,0,0,0,之后重新打
在开车,请求等下打来,0,0,0,0,0,0,0,之后重新打
在见客户等会再打过来,请求等下打来,0,0,0,0,0,0,0,之后重新打
在公司,请求等下打来,0,0,0,0,0,0,0,之后重新打
在高速上回家才能处理,请求等下打来,0,0,0,0,0,0,0,之后重新打
在高速上,请求等下打来,0,0,0,0,0,0,0,之后重新打
在高速,请求等下打来,0,0,0,0,0,0,0,之后重新打
在干活在干活,请求等下打来,0,0,0,0,0,0,0,之后重新打
在干活,请求等下打来,0,0,0,0,0,0,0,之后重新打
在飞机上,请求等下打来,0,0,0,0,0,0,0,之后重新打
在地下室,请求等下打来,0,0,0,0,0,0,0,之后重新打
在吃饭，等会再打过来,请求等下打来,0,0,0,0,0,0,0,之后重新打
在吃饭,请求等下打来,0,0,0,0,0,0,0,之后重新打
在车上,请求等下打来,0,0,0,0,0,0,0,之后重新打
在参加节目,请求等下打来,0,0,0,0,0,0,0,之后重新打
再医院,请求等下打来,0,0,0,0,0,0,0,之后重新打
再开会,请求等下打来,0,0,0,0,0,0,0,之后重新打
再开车,请求等下打来,0,0,0,0,0,0,0,之后重新打
有事等会说,请求等下打来,0,0,0,0,0,0,0,之后重新打
有事，现在忙,请求等下打来,0,0,0,0,0,0,0,之后重新打
有时间找我,请求等下打来,0,0,0,0,0,0,0,之后重新打
有时间再联系吧,请求等下打来,0,0,0,0,0,0,0,之后重新打
有时间联系你,请求等下打来,0,0,0,0,0,0,0,之后重新打
有朋友,请求等下打来,0,0,0,0,0,0,0,之后重新打
有女友,请求等下打来,0,0,0,0,0,0,0,之后重新打
有空再联系。我现在忙,请求等下打来,0,0,0,0,0,0,0,之后重新打
有个电话打进来了下次再说吧,请求等下打来,0,0,0,0,0,0,0,之后重新打
有电话,请求等下打来,0,0,0,0,0,0,0,之后重新打
一会在说,请求等下打来,0,0,0,0,0,0,0,之后重新打
一会在打来,请求等下打来,0,0,0,0,0,0,0,之后重新打
一会我再联系你吧,请求等下打来,0,0,0,0,0,0,0,之后重新打
一会说,请求等下打来,0,0,0,0,0,0,0,之后重新打
一会联系,请求等下打来,0,0,0,0,0,0,0,之后重新打
一会给你回电,请求等下打来,0,0,0,0,0,0,0,之后重新打
一会儿说,请求等下打来,0,0,0,0,0,0,0,之后重新打
一会打过来,请求等下打来,0,0,0,0,0,0,0,之后重新打
要不你等会再打，我现在有事,请求等下打来,0,0,0,0,0,0,0,之后重新打
线路问题,请求等下打来,0,0,0,0,0,0,0,之后重新打
现在在忙,请求等下打来,0,0,0,0,0,0,0,之后重新打
现在在开会,请求等下打来,0,0,0,0,0,0,0,之后重新打
现在在开车不方便接电话,请求等下打来,0,0,0,0,0,0,0,之后重新打
现在在开车,请求等下打来,0,0,0,0,0,0,0,之后重新打
现在在吃饭一家人都在等等联系你,请求等下打来,0,0,0,0,0,0,0,之后重新打
现在在吃饭,请求等下打来,0,0,0,0,0,0,0,之后重新打
现在有事等会再打我电话,请求等下打来,0,0,0,0,0,0,0,之后重新打
现在有事，晚上联系,请求等下打来,0,0,0,0,0,0,0,之后重新打
现在有事，没办法处理,请求等下打来,0,0,0,0,0,0,0,之后重新打
现在有事，等会再打，,请求等下打来,0,0,0,0,0,0,0,之后重新打
现在有事,请求等下打来,0,0,0,0,0,0,0,之后重新打
现在有点事,请求等下打来,0,0,0,0,0,0,0,之后重新打
现在我点忙,请求等下打来,0,0,0,0,0,0,0,之后重新打
现在上飞机了,请求等下打来,0,0,0,0,0,0,0,之后重新打
现在没时间,请求等下打来,0,0,0,0,0,0,0,之后重新打
现在没空,请求等下打来,0,0,0,0,0,0,0,之后重新打
现在没得空。,请求等下打来,0,0,0,0,0,0,0,之后重新打
现在忙没时间,请求等下打来,0,0,0,0,0,0,0,之后重新打
现在忙没空,请求等下打来,0,0,0,0,0,0,0,之后重新打
现在忙,请求等下打来,0,0,0,0,0,0,0,之后重新打
现在接一下,请求等下打来,0,0,0,0,0,0,0,之后重新打
现在很忙，下午打给我,请求等下打来,0,0,0,0,0,0,0,之后重新打
现在很忙,请求等下打来,0,0,0,0,0,0,0,之后重新打
现在不方便接听,请求等下打来,0,0,0,0,0,0,0,之后重新打
现在不方便接电话,请求等下打来,0,0,0,0,0,0,0,之后重新打
现在不方便,请求等下打来,0,0,0,0,0,0,0,之后重新打
先挂了忙,请求等下打来,0,0,0,0,0,0,0,之后重新打
下周再说,请求等下打来,0,0,0,0,0,0,0,之后重新打
下午联系我,请求等下打来,0,0,0,0,0,0,0,之后重新打
下午联系你,请求等下打来,0,0,0,0,0,0,0,之后重新打
下午给我联系吧,请求等下打来,0,0,0,0,0,0,0,之后重新打
下午打给我,请求等下打来,0,0,0,0,0,0,0,之后重新打
下高速,请求等下打来,0,0,0,0,0,0,0,之后重新打
下次再说,请求等下打来,0,0,0,0,0,0,0,之后重新打
下班再说,请求等下打来,0,0,0,0,0,0,0,之后重新打
下班再聊吧,请求等下打来,0,0,0,0,0,0,0,之后重新打
下班以后再联系，,请求等下打来,0,0,0,0,0,0,0,之后重新打
下班说,请求等下打来,0,0,0,0,0,0,0,之后重新打
下班联系你,请求等下打来,0,0,0,0,0,0,0,之后重新打
下班联系,请求等下打来,0,0,0,0,0,0,0,之后重新打
我知道了，等忙完再说,请求等下打来,0,0,0,0,0,0,0,之后重新打
我正在看比赛，完了再说,请求等下打来,0,0,0,0,0,0,0,之后重新打
我正在开车了，等会联系你,请求等下打来,0,0,0,0,0,0,0,之后重新打
我正开会,请求等下打来,0,0,0,0,0,0,0,之后重新打
我真的很忙,请求等下打来,0,0,0,0,0,0,0,之后重新打
我这边信号不好，等下再联系,请求等下打来,0,0,0,0,0,0,0,之后重新打
我这边打雷了等会打来,请求等下打来,0,0,0,0,0,0,0,之后重新打
我这边不方便说话,请求等下打来,0,0,0,0,0,0,0,之后重新打
我这边不方便回答,请求等下打来,0,0,0,0,0,0,0,之后重新打
我在游泳,请求等下打来,0,0,0,0,0,0,0,之后重新打
我在银行排队,请求等下打来,0,0,0,0,0,0,0,之后重新打
我在医院我母亲生病,请求等下打来,0,0,0,0,0,0,0,之后重新打
我在医院,请求等下打来,0,0,0,0,0,0,0,之后重新打
我在学校,请求等下打来,0,0,0,0,0,0,0,之后重新打
我在学习,请求等下打来,0,0,0,0,0,0,0,之后重新打
我在外面呢等会再打我电话,请求等下打来,0,0,0,0,0,0,0,之后重新打
我在外面不放便,请求等下打来,0,0,0,0,0,0,0,之后重新打
我在外面，有事等我回去的,请求等下打来,0,0,0,0,0,0,0,之后重新打
我在外面,请求等下打来,0,0,0,0,0,0,0,之后重新打
我在外地出差,请求等下打来,0,0,0,0,0,0,0,之后重新打
我在外地,请求等下打来,0,0,0,0,0,0,0,之后重新打
我在睡觉我在做梦,请求等下打来,0,0,0,0,0,0,0,之后重新打
我在睡觉太累了,请求等下打来,0,0,0,0,0,0,0,之后重新打
我在睡觉,请求等下打来,0,0,0,0,0,0,0,之后重新打
我在水里,请求等下打来,0,0,0,0,0,0,0,之后重新打
我在上山,请求等下打来,0,0,0,0,0,0,0,之后重新打
我在上课,请求等下打来,0,0,0,0,0,0,0,之后重新打
我在上厕所,请求等下打来,0,0,0,0,0,0,0,之后重新打
我在上班下班聊,请求等下打来,0,0,0,0,0,0,0,之后重新打
我在上班等等再说,请求等下打来,0,0,0,0,0,0,0,之后重新打
我在上班的路上,请求等下打来,0,0,0,0,0,0,0,之后重新打
我在上班，下班再说,请求等下打来,0,0,0,0,0,0,0,之后重新打
我在上班，下班以后给你回电话,请求等下打来,0,0,0,0,0,0,0,之后重新打
我在上班，下班说,请求等下打来,0,0,0,0,0,0,0,之后重新打
我在上班,请求等下打来,0,0,0,0,0,0,0,之后重新打
我在山上,请求等下打来,0,0,0,0,0,0,,之后重新打
我在山区,请求等下打来,0,0,0,0,0,0,,之后重新打
我在山里,请求等下打来,0,0,0,0,0,0,,之后重新打
我在山洞里,请求等下打来,0,0,0,0,0,0,,之后重新打
我在山顶上,请求等下打来,0,0,0,0,0,0,,之后重新打
我在汽车站，都是喇叭,请求等下打来,0,0,0,0,0,0,,之后重新打
我在骑车不方便听电话,请求等下打来,0,0,0,0,0,0,0,之后重新打
我在骑车,请求等下打来,0,0,0,0,0,0,,之后重新打
我在跑步,请求等下打来,0,0,0,0,0,0,,之后重新打
我在面试,请求等下打来,0,0,0,0,0,0,,之后重新打
我在忙现在没时间,请求等下打来,0,0,0,0,0,0,0,之后重新打
我在忙稍后联系,请求等下打来,0,0,0,0,0,0,0,之后重新打
我在忙呢等会打吧,请求等下打来,0,0,0,0,0,0,0,之后重新打
我在忙呢,请求等下打来,0,0,0,0,0,0,,之后重新打
我在忙等会回你,请求等下打来,0,0,0,0,0,0,0,之后重新打
我在忙，稍后联系。,请求等下打来,0,0,0,0,0,0,0,之后重新打
我在忙，稍后回电话,请求等下打来,0,0,0,0,0,0,0,之后重新打
我在忙，你下周再打来,请求等下打来,0,0,0,0,0,0,,之后重新打
我在忙，你明天再打来,请求等下打来,0,0,0,0,0,0,,之后重新打
我在忙，你后天再打来,请求等下打来,0,0,0,0,0,0,,之后重新打
我在忙，你过一小时再打来,请求等下打来,0,0,0,0,0,0,0,之后重新打
我在忙，你过会儿再打来,请求等下打来,0,0,0,0,0,0,0,之后重新打
我在忙，你等下再打来,请求等下打来,0,0,0,0,0,0,0,之后重新打
我在忙，等会再说,请求等下打来,0,0,0,0,0,0,0,之后重新打
我在忙，等会打给你,请求等下打来,0,0,0,0,0,0,0,之后重新打
我在忙，,请求等下打来,0,0,0,0,0,0,,之后重新打
我在忙,请求等下打来,0,0,0,0,0,0,,之后重新打
我在路上，,请求等下打来,0,0,0,0,0,0,,之后重新打
我在路上,请求等下打来,0,0,0,0,0,0,,之后重新打
我在联系你,请求等下打来,0,0,0,0,0,0,,之后重新打
我在看演唱会,请求等下打来,0,0,0,0,0,0,,之后重新打
我在看电源,请求等下打来,0,0,0,0,0,0,,之后重新打
我在开会一会再说,请求等下打来,0,0,0,0,0,0,0,之后重新打
我在开会你等会打=打来,请求等下打来,0,0,0,0,0,0,0,之后重新打
我在开会呢,请求等下打来,0,0,0,0,0,0,0,之后重新打
我在开会等等再打来,请求等下打来,0,0,0,0,0,0,0,之后重新打
我在开会，等下再说吧,请求等下打来,0,0,0,0,0,0,0,之后重新打
我在开会，等下再说,请求等下打来,0,0,0,0,0,0,0,之后重新打
我在开会，等下再联系,请求等下打来,0,0,0,0,0,0,0,之后重新打
我在开会，等会再说,请求等下打来,0,0,0,0,0,0,0,之后重新打
我在开会，等会的,请求等下打来,0,0,0,0,0,0,0,之后重新打
我在开会，不能接电话！,请求等下打来,0,0,0,0,0,0,0,之后重新打
我在开会,请求等下打来,0,0,0,0,0,0,0,之后重新打
我在开车一会再说,请求等下打来,0,0,0,0,0,0,0,之后重新打
我在开车稍后联系吧,请求等下打来,0,0,0,0,0,0,0,之后重新打
我在开车稍后联系,请求等下打来,0,0,0,0,0,0,0,之后重新打
我在开车等会说,请求等下打来,0,0,0,0,0,0,0,之后重新打
我在开车，找到银行就处理,请求等下打来,0,0,0,0,0,0,0,之后重新打
我在开车，有事等等说,请求等下打来,0,0,0,0,0,0,0,之后重新打
我在开车，晚上你在打过来,请求等下打来,0,0,0,0,0,0,0,之后重新打
我在开车，稍后再打。,请求等下打来,0,0,0,0,0,0,0,之后重新打
我在开车，稍后联系。,请求等下打来,0,0,0,0,0,0,0,之后重新打
我在开车，啪！,请求等下打来,0,0,0,0,0,0,0,之后重新打
我在开车，等我停好车的,请求等下打来,0,0,0,0,0,0,0,之后重新打
我在开车，等会再说,请求等下打来,0,0,0,0,0,0,0,之后重新打
我在开车，等会我打电话给你,请求等下打来,0,0,0,0,0,0,0,之后重新打
我在开车，等会打过来,请求等下打来,0,0,0,0,0,0,0,之后重新打
我在开车，到家说,请求等下打来,0,0,0,0,0,0,0,之后重新打
我在开车，不方便接电话,请求等下打来,0,0,0,0,0,0,0,之后重新打
我在开车,请求等下打来,0,0,0,0,0,0,0,之后重新打
我在火车,请求等下打来,0,0,0,0,0,0,0,之后重新打
我在逛街,请求等下打来,0,0,0,0,0,0,0,之后重新打
我在工作,请求等下打来,0,0,0,0,0,0,0,之后重新打
我在工地不方便接听,请求等下打来,0,0,0,0,0,0,0,之后重新打
我在高速上开车,请求等下打来,0,0,0,0,0,0,0,之后重新打
我在高速上，先挂了,请求等下打来,0,0,0,0,0,0,0,之后重新打
我在高速上，下高速再打,请求等下打来,0,0,0,0,0,0,0,之后重新打
我在高速上，下高速就还,请求等下打来,0,0,0,0,0,0,0,之后重新打
我在高速上，挂了啊,请求等下打来,0,0,0,0,0,0,0,之后重新打
我在高速上，等会说,请求等下打来,0,0,0,0,0,0,0,之后重新打
我在高速上,请求等下打来,0,0,0,0,0,0,0,之后重新打
我在高速,请求等下打来,0,0,0,0,0,0,0,之后重新打
我在飞机上，不让打电话,请求等下打来,0,0,0,0,0,0,0,之后重新打
我在地下室没信号,请求等下打来,0,0,0,0,0,0,0,之后重新打
我在打lol,请求等下打来,0,0,0,0,0,0,0,之后重新打
我在船上信号不好,请求等下打来,0,0,0,0,0,0,0,之后重新打
我在处理一些事情稍等,请求等下打来,0,0,0,0,0,0,0,之后重新打
我在吃饭太吵了餐厅,请求等下打来,0,0,0,0,0,0,0,之后重新打
我在吃饭，吃完饭就弄,请求等下打来,0,0,0,0,0,0,0,之后重新打
我在吃饭,请求等下打来,0,0,0,0,0,0,0,之后重新打
我在超市,请求等下打来,0,0,0,0,0,0,0,之后重新打
我在办理信用卡,请求等下打来,0,0,0,0,0,0,0,之后重新打
我在办理身份证,请求等下打来,0,0,0,0,0,0,0,之后重新打
我在班上,请求等下打来,0,0,0,0,0,0,0,之后重新打
我再银行,请求等下打来,0,0,0,0,0,0,0,之后重新打
我再休息,请求等下打来,0,0,0,0,0,0,0,之后重新打
我再上班，下班再说,请求等下打来,0,0,0,0,0,0,0,之后重新打
我再上班,请求等下打来,0,0,0,0,0,0,0,之后重新打
我再山上,请求等下打来,0,0,0,0,0,0,0,之后重新打
我再开会,请求等下打来,0,0,0,0,0,0,0,之后重新打
我再开车，等会打我电话,请求等下打来,0,0,0,0,0,0,0,之后重新打
我再开车,请求等下打来,0,0,0,0,0,0,0,之后重新打
我有事了,请求等下打来,0,0,0,0,0,0,0,之后重新打
我有事,请求等下打来,0,0,0,0,0,0,0,之后重新打
我有时间再说,请求等下打来,0,0,0,0,0,0,0,之后重新打
我有电话进来了，一会再说吧,请求等下打来,0,0,0,0,0,0,0,之后重新打
我有点急事改天再说吧,请求等下打来,0,0,0,0,0,0,0,之后重新打
我一会联系你,请求等下打来,0,0,0,0,0,0,0,之后重新打
我一会给你打过去，这是你的电话吗,请求等下打来,0,0,0,0,0,0,0,之后重新打
我一会打给你,请求等下打来,0,0,0,0,0,0,0,之后重新打
我要睡觉了,请求等下打来,0,0,0,0,0,0,0,之后重新打
我要上班了,请求等下打来,0,0,0,0,0,0,0,之后重新打
我要去开会了，晚点再说,请求等下打来,0,0,0,0,0,0,0,之后重新打
我要去开会了,请求等下打来,0,0,0,0,0,0,0,之后重新打
我要工作了,请求等下打来,0,0,0,0,0,0,0,之后重新打
我要吃饭去了,请求等下打来,0,0,0,0,0,0,0,之后重新打
我要吃饭,请求等下打来,0,0,0,0,0,0,0,之后重新打
我想睡觉,请求等下打来,0,0,0,0,0,0,0,之后重新打
我现在在医院，没空,请求等下打来,0,0,0,0,0,0,0,之后重新打
我现在在睡觉,请求等下打来,0,0,0,0,0,0,0,之后重新打
我现在在上班下班回电话给你,请求等下打来,0,0,0,0,0,0,0,之后重新打
我现在在上班不方便接电话,请求等下打来,0,0,0,0,0,0,0,之后重新打
我现在在上班不方便,请求等下打来,0,0,0,0,0,0,0,之后重新打
我现在在上班，等一下联系你,请求等下打来,0,0,0,0,0,0,0,之后重新打
我现在在上班，等下班再说！,请求等下打来,0,0,0,0,0,0,0,之后重新打
我现在在上班,请求等下打来,0,0,0,0,0,0,0,之后重新打
我现在在忙能等半小时吗，,请求等下打来,0,0,0,0,0,0,0,之后重新打
我现在在忙，你以后再联系我,请求等下打来,0,0,0,0,0,0,0,之后重新打
我现在在路上。待会联系你,请求等下打来,0,0,0,0,0,0,0,之后重新打
我现在在开会,请求等下打来,0,0,0,0,0,0,0,之后重新打
我现在在开车,请求等下打来,0,0,0,0,0,0,0,之后重新打
我现在在高速，等下高速,请求等下打来,0,0,0,0,0,0,0,之后重新打
我现在再忙，等会打过来,请求等下打来,0,0,0,0,0,0,0,之后重新打
我现在有事啊我待会回给你,请求等下打来,0,0,0,0,0,0,0,之后重新打
我现在有事,请求等下打来,0,0,0,0,0,0,0,之后重新打
我现在有点事,请求等下打来,0,0,0,0,0,0,0,之后重新打
我现在睡觉，没空。,请求等下打来,0,0,0,0,0,0,0,之后重新打
我现在上班。,请求等下打来,0,0,0,0,0,0,0,之后重新打
我现在上班,请求等下打来,0,0,0,0,0,0,0,之后重新打
我现在没时间,请求等下打来,0,0,0,0,0,0,0,之后重新打
我现在没空你改天再打吧,请求等下打来,0,0,0,0,0,0,0,之后重新打
我现在没空,请求等下打来,0,0,0,0,0,0,0,之后重新打
我现在忙待会回你电话,请求等下打来,0,0,0,0,0,0,0,之后重新打
我现在忙，没时间。,请求等下打来,0,0,0,0,0,0,0,之后重新打
我现在忙，等会再说,请求等下打来,0,0,0,0,0,0,0,之后重新打
我现在忙，等会联系我！,请求等下打来,0,0,0,0,0,0,0,之后重新打
我现在忙，等会联系！,请求等下打来,0,0,0,0,0,0,0,之后重新打
我现在忙，不方便接电话,请求等下打来,0,0,0,0,0,0,0,之后重新打
我现在开车，等会再说吧,请求等下打来,0,0,0,0,0,0,0,之后重新打
我现在开车,请求等下打来,0,0,0,0,0,0,0,之后重新打
我现在很忙,请求等下打来,0,0,0,0,0,0,0,之后重新打
我现在不方便说话,请求等下打来,0,0,0,0,0,0,0,之后重新打
我现在不方便你一会儿再打来,请求等下打来,0,0,0,0,0,0,0,之后重新打
我现在不方便接电话,请求等下打来,0,0,0,0,0,0,0,之后重新打
我现在不方便接,请求等下打来,0,0,0,0,0,0,0,之后重新打
我现在不方便，过会转过去,请求等下打来,0,0,0,0,0,0,0,之后重新打
我现在不方便,请求等下打来,0,0,0,0,0,0,0,之后重新打
我先洗个澡,请求等下打来,0,0,0,0,0,0,0,之后重新打
我先看看我还有多少钱，，等会打你电话,请求等下打来,0,0,0,0,0,0,0,之后重新打
我先接个电话,请求等下打来,0,0,0,0,0,0,0,之后重新打
我先核实一下,请求等下打来,0,0,0,0,0,0,0,之后重新打
我先查看下,请求等下打来,0,0,0,0,0,0,0,之后重新打
我下班联系你,请求等下打来,0,0,0,0,0,0,0,之后重新打
我问问财务，你一会再联系我,请求等下打来,0,0,0,0,0,0,0,之后重新打
我晚上在给你打电话,请求等下打来,0,0,0,0,0,0,0,之后重新打
我晚上联系你,请求等下打来,0,0,0,0,0,0,0,之后重新打
我听不见；在开车；能等会打吗,请求等下打来,0,0,0,0,0,0,0,之后重新打
我睡觉了,请求等下打来,0,0,0,0,0,0,0,之后重新打
我手机没电了。先充电了,请求等下打来,0,0,0,0,0,0,0,之后重新打
我手机没电了，明天再说,请求等下打来,0,0,0,0,0,0,0,之后重新打
我手机没电了,请求等下打来,0,0,0,0,0,0,0,之后重新打
我手机快没电了，再见,请求等下打来,0,0,0,0,0,0,0,之后重新打
我稍后再联系你,请求等下打来,0,0,0,0,0,0,0,之后重新打
