split_text,classifier,new_label
等朋友的钱给我的,WillingToPay,106
等朋友钱到账还,WillingToPay,106
等我凑齐的,WillingToPay,106
等我凑上了我联系你,WillingToPay,106
等我发工资,WillingToPay,106
等我发工资的,WillingToPay,106
等我发工资就处理,WillingToPay,106
等我发了工资就还上！,WillingToPay,106
等我工程款下来就还,WillingToPay,106
等我工资发下来就还,WillingToPay,106
等我开资的,WillingToPay,106
等我下个月,WillingToPay,106
等我有钱了再说,WillingToPay,106
等我有钱了再说吧,WillingToPay,106
等我这个月发工资就处理,WillingToPay,106
等下个月月底吧,WillingToPay,106
等下去银行,WillingToPay,106
等一下去银行,WillingToPay,106
等有空还,WillingToPay,106
多两天就还哈。,WillingToPay,106
嗯，下半年给你,WillingToPay,106
发工资,WillingToPay,106
发工资的,WillingToPay,106
发工资的就处理,WillingToPay,106
发工资的时候联系你,WillingToPay,106
发工资地吧,WillingToPay,106
发工资还,WillingToPay,106
发工资就处理,WillingToPay,106
发工资就还,WillingToPay,106
发工资就还,WillingToPay,106
发工资了立马处理,WillingToPay,106
发了工资还,WillingToPay,106
放宽心，没问题的。,WillingToPay,106
放心吧我筹好了,WillingToPay,106
放心哈,WillingToPay,106
父母钱还没给我,WillingToPay,106
父母正在周转。,WillingToPay,106
给我3天,WillingToPay,106
给我半个月时间,WillingToPay,106
给我点时间，我跟家里人凑点,WillingToPay,106
给我点时间我去借钱,WillingToPay,106
给我一个星期我想办法,WillingToPay,106
给我一个月，发了工资就还，我...发工资！,WillingToPay,106
给我一个月时间,WillingToPay,106
跟你家人借,WillingToPay,106
跟朋友还没借到,WillingToPay,106
跟我朋友要钱了,WillingToPay,106
跟着处理,WillingToPay,106
工程结束，结了工程款就还,WillingToPay,106
工程款到了，就处理,WillingToPay,106
工程款到了还,WillingToPay,106
工程款没下来,WillingToPay,106
工程款没有下来,WillingToPay,106
工程款下来的,WillingToPay,106
工程款下来就处理,WillingToPay,106
工程款下来我就处理,WillingToPay,106
工资到了就发,WillingToPay,106
工资发齐就还,WillingToPay,106
工资还没发还不了,WillingToPay,106
工资没到,WillingToPay,106
工资延迟发了。,WillingToPay,106
工资一直拖着，等发工资就还,WillingToPay,106
估计要三五个月的,WillingToPay,106
果断时间可以,WillingToPay,106
过2天就还,WillingToPay,106
过段时间吧。钱没到。,WillingToPay,106
过段时间处理,WillingToPay,106
过段时间就还,WillingToPay,106
过几天,WillingToPay,106
过几天处理,WillingToPay,106
过几天就还,WillingToPay,106
过几天就还,WillingToPay,106
过几天就会,WillingToPay,106
过两天,WillingToPay,106
过两天发工资处理,WillingToPay,106
过两天就转哈。,WillingToPay,106
过一段时间还,WillingToPay,106
过一段时间在处理,WillingToPay,106
还倒是能还，不过要推迟几天，我手上有点棘手的事情要处理，处理完我就还,WillingToPay,106
还要再等等,WillingToPay,106
行，我想想办法,WillingToPay,106
行啊,WillingToPay,106
行行行，我会还的，这样总可以了吧,WillingToPay,106
行会尽快的,WillingToPay,106
行了，我知道，我会还的,WillingToPay,106
好，我知道了,WillingToPay,106
好，知道了,WillingToPay,106
好吧，你能减免点金额就好了,WillingToPay,106
好的，我一定注意时间,WillingToPay,106
好的，我正在筹款，尽快还,WillingToPay,106
好的，我知道了,WillingToPay,106
好的，知道了,WillingToPay,106
好好，我知道了,WillingToPay,106
好嘞，尽快处理吧,WillingToPay,106
好嘞，我会尽快的,WillingToPay,106
好嘞，我会尽快的，你就别管了,WillingToPay,106
好嘞，我会尽快还的,WillingToPay,106
和朋友周转到就处理,WillingToPay,106
后年再说,WillingToPay,106
后天,WillingToPay,106
后天,WillingToPay,106
后天的,WillingToPay,106
后天就可以,WillingToPay,106
会还,WillingToPay,106
会还的，有完没完,WillingToPay,106
几天之内可以处理,WillingToPay,106
家里拆迁等款,WillingToPay,106
家人处理,WillingToPay,106
家人在帮忙筹钱，就这几天,WillingToPay,106
家人在帮忙周转，不确定时间,WillingToPay,106
借到钱就还上,WillingToPay,106
借到钱再还,WillingToPay,106
借借看吧,WillingToPay,106
今天下午,WillingToPay,106
今天下午能处理掉吧,WillingToPay,106
金额高，我再想想办法,WillingToPay,106
金额太大想想办法,WillingToPay,106
金额太高了，我再想想办法,WillingToPay,106
尽量快点,WillingToPay,106
看房子到时候能不能卖出去,WillingToPay,106
看看吧,WillingToPay,106
看看能不能拿到钱吧,WillingToPay,106
看下APP处理,WillingToPay,106
可以，尽量想办法,WillingToPay,106
可以吧,WillingToPay,106
可以问朋友借,WillingToPay,106
可以在**时间内,WillingToPay,106
肯定,WillingToPay,106
肯定处理好,WillingToPay,106
老板家里出了事情，等老板来了钱拿到立马处理,WillingToPay,106
老板拖欠工资，说下个月一起发,WillingToPay,106
立即,WillingToPay,106
立刻,WillingToPay,106
立刻找人弄。,WillingToPay,106
两天能处理掉吧,WillingToPay,106
马上,WillingToPay,106
马上存钱,WillingToPay,106
马上好,WillingToPay,106
马上去银行,WillingToPay,106
慢慢还,WillingToPay,106
没问题吧,WillingToPay,106
没有这么多钱，我在想想办法,WillingToPay,106
明天,WillingToPay,106
明天吧,WillingToPay,106
明天吧，看着处理掉。,WillingToPay,106
明天吧，现在在忙。,WillingToPay,106
明天的,WillingToPay,106
明天的吧,WillingToPay,106
明天发工资处理,WillingToPay,106
明天看看有没有钱,WillingToPay,106
明天哦,WillingToPay,106
明天上午,WillingToPay,106
明天下午5点前,WillingToPay,106
明天找朋友借借看,WillingToPay,106
那我问朋友借借看,WillingToPay,106
能不能再给3天时间,WillingToPay,106
能不能再缓八天,WillingToPay,106
能不能再缓三天,WillingToPay,106
能不能再缓五天,WillingToPay,106
能多给几天吗，我月底才发工资,WillingToPay,106
你不是已经说过了吗肯定会还的,WillingToPay,106
你放心,WillingToPay,106
你说了算,WillingToPay,106
年底之前,WillingToPay,106
哦，忘记了这两天处理吧,WillingToPay,106
朋友钱到了就还,WillingToPay,106
朋友钱还没给我,WillingToPay,106
朋友钱还没有打过来,WillingToPay,106
朋友钱还没转过来。,WillingToPay,106
朋友说帮我凑点的,WillingToPay,106
朋友说转我后,WillingToPay,106
钱不一定能凑齐,WillingToPay,106
钱凑好了联系你,WillingToPay,106
钱凑齐我就还,WillingToPay,106
钱到了立马给你打电话,WillingToPay,106
钱到了立马还,WillingToPay,106
钱到位，马上还,WillingToPay,106
钱到账还,WillingToPay,106
钱到账就能处理,WillingToPay,106
钱够了马上还,WillingToPay,106
钱马上存,WillingToPay,106
钱没到,WillingToPay,106
欠钱一定要还的,WillingToPay,106
去存钱,WillingToPay,106
去到银行存钱,WillingToPay,106
去借钱,WillingToPay,106
去银行路上,WillingToPay,106
去银行路上了,WillingToPay,106
确定,WillingToPay,106
让家里人去还,WillingToPay,106
让朋友处理,WillingToPay,106
让朋友还,WillingToPay,106
让我想想办法不一定能还,WillingToPay,106
如果老板不拖欠马上还,WillingToPay,106
如果钱到我会还,WillingToPay,106
三天后,WillingToPay,106
三天内,WillingToPay,106
三天时间准备,WillingToPay,106
三天之内,WillingToPay,106
上班挣钱还,WillingToPay,106
十天半月的,WillingToPay,106
十天内,WillingToPay,106
十五号,WillingToPay,106
时间够了,WillingToPay,106
是的,WillingToPay,106
说还就还,WillingToPay,106
说了就一定做到。,WillingToPay,106
随时都可以,WillingToPay,106
他说发工资的,WillingToPay,106
提前打电话给你,WillingToPay,106
同事处理,WillingToPay,106
晚点处理,WillingToPay,106
忘记了，现在处理,WillingToPay,106
忘记了我去看看,WillingToPay,106
问家里人要把钱还上,WillingToPay,106
我APP上查一下就处理,WillingToPay,106
我XX才发工资啊,WillingToPay,106
我爸妈给钱了就还,WillingToPay,106
我爸妈明天下午帮我还,WillingToPay,106
我保证可以还进去,WillingToPay,106
我不一定能凑到钱,WillingToPay,106
我不知道明天工资能不能发,WillingToPay,106
我猜你是打错了,WillingToPay,106
我筹到钱马上联系你,WillingToPay,106
我处理好了就联系你,WillingToPay,106
我凑齐就还,WillingToPay,106
我凑钱,WillingToPay,106
我凑试试,WillingToPay,106
我得等发工资,WillingToPay,106
我得去凑钱,WillingToPay,106
我等等处理,WillingToPay,106
我等发工资了就还,WillingToPay,106
我等会处理,1,106
我等会儿处理,WillingToPay,106
我等会就处理阿,WillingToPay,106
我等会就处理哈,WillingToPay,106
我等会联系你,WillingToPay,106
我等会去银行存钱,WillingToPay,106
我发工资处理,WillingToPay,106
我发工资还,WillingToPay,106
我发工资会处理的,WillingToPay,106
我发工资就还,WillingToPay,106
我发工资就会还的,WillingToPay,106
我发工资了就还,WillingToPay,106
我发工资再处理行吗,WillingToPay,106
我发了工资就还,WillingToPay,106
我发了工资就还！,WillingToPay,106
我放假就处理,WillingToPay,106
我刚上班，还没发工资，没法处理,WillingToPay,106
我跟家里沟通，给我两天时间,WillingToPay,106
我跟朋友借,WillingToPay,106
我跟朋友周转看看,WillingToPay,106
我工程款到位就处理,WillingToPay,106
我工程款没到账,WillingToPay,106
我工程款下来就还！,WillingToPay,106
我工资还没发,WillingToPay,106
我工资要等一段时间，等发工资再说,WillingToPay,106
我过几个星期搞定,WillingToPay,106
我回家和父母商量,WillingToPay,106
我会筹到钱联系你,WillingToPay,106
我会处理,WillingToPay,106
我会还,WillingToPay,106
我会还的,WillingToPay,106
我会尽快处理,WillingToPay,106
我货款到账马上就还了,WillingToPay,106
我家里只凑了这点钱，处理不了只能随你们了！,WillingToPay,106
我借到就处理,WillingToPay,106
我借到钱就还,WillingToPay,106
我借钱,WillingToPay,106
我今天还不了了,WillingToPay,106
我尽快,WillingToPay,106
我尽快处理,WillingToPay,106
我尽快在这时间内处理,WillingToPay,106
我尽量,WillingToPay,106
我尽量吧,WillingToPay,106
我尽量吧，行不行,WillingToPay,106
我尽量吧，钱不够我也没办法,WillingToPay,106
我尽量凑钱,WillingToPay,106
我尽量催一下某某朋友！,WillingToPay,106
我尽量去凑,WillingToPay,106
我尽量想办法吧,WillingToPay,106
我尽量一星期处理,WillingToPay,106
我尽量找亲戚借吧,WillingToPay,106
我领了工资就还,WillingToPay,106
我马上筹钱哈,WillingToPay,106
我马上发工资,WillingToPay,106
我马上就去借钱，借到立马还,WillingToPay,106
我马上去借钱还进去,WillingToPay,106
我明天就处理哇,WillingToPay,106
我朋友钱还我我就还,WillingToPay,106
我朋友已经答应借给我了，给我点时间,WillingToPay,106
我朋友正在存钱,WillingToPay,106
我去凑,WillingToPay,106
我去凑钱,WillingToPay,106
我去借,WillingToPay,106
我去借借看,WillingToPay,106
我去借钱处理,WillingToPay,106
我去借钱看看，借到就处理,WillingToPay,106
我去朋友那借,WillingToPay,106
我去问朋友借点,WillingToPay,106
我去想想办法,WillingToPay,106
我去银行存钱,WillingToPay,106
我去银行存钱！,WillingToPay,106
我确认一下，再还,WillingToPay,106
我十五号之前处理点,WillingToPay,106
我是**原因没有还，结束后马上还,WillingToPay,106
我说还就一定还,WillingToPay,106
我说话算话，肯定还,WillingToPay,106
我晚点处理了联系你,WillingToPay,106
我问朋友借一遍,WillingToPay,106
我问一下家里能不能凑到,WillingToPay,106
我下个月发工资处理,WillingToPay,106
我下个月再还，只还本金,WillingToPay,106
我下个月在还,WillingToPay,106
我现在等工资,WillingToPay,106
我现在回家拿钱,WillingToPay,106
我现在借钱,WillingToPay,106
我现在没这么多钱，需要等两天,WillingToPay,106
我现在去存钱,WillingToPay,106
我现在去银行,WillingToPay,106
我现在去银行了,WillingToPay,106
我现在去准备钱,WillingToPay,106
我现在上班明天找时间去,WillingToPay,106
我现在想办法,WillingToPay,106
我现在要凑钱,WillingToPay,106
我现在也不确定,WillingToPay,106
我想办法借钱,WillingToPay,106
我想办法看看,WillingToPay,106
我想想办法,WillingToPay,106
我想想办法处理,WillingToPay,106
我需要长一点时间凑钱,WillingToPay,106
我要等发工资的,WillingToPay,106
我有的是钱,WillingToPay,106
我有的是钱阿,WillingToPay,106
我有的是钱哈,WillingToPay,106
我有的是钱哈哈哈,WillingToPay,106
我有的是钱焉,WillingToPay,106
我有钱了,WillingToPay,106
我有时间就处理,WillingToPay,106
我月初发工资再处理吧。,WillingToPay,106
我月底,WillingToPay,106
我再凑凑,WillingToPay,106
我再看吧 尽量处理,WillingToPay,106
我再想想,WillingToPay,106
我再想想办法,WillingToPay,106
我再想想办法吧。,WillingToPay,106
我在筹钱,WillingToPay,106
我在凑,WillingToPay,106
我在等工程款,WillingToPay,106
我在等工资,WillingToPay,106
我在排队,WillingToPay,106
我在去银行的路上,WillingToPay,106
我在日本，这两天回去就还,WillingToPay,106
我在山上，下山了就还,WillingToPay,106
我在问朋友借一下,WillingToPay,106
我在想办法,WillingToPay,106
我在想想,WillingToPay,106
我在想想办法,WillingToPay,106
我在银行,WillingToPay,106
我在银行了,WillingToPay,106
我在银行排队,WillingToPay,106
我找家人拿点,WillingToPay,106
我找朋友借看看,WillingToPay,106
我这个月17号发工资等我发工资我就把钱还了,WillingToPay,106
我这个月18号发工资等我发工资我就把钱还了,WillingToPay,106
我这个月20号发工资等我发工资我就把钱还了,WillingToPay,106
我这个月发工资就还,WillingToPay,106
我这就借钱处理,WillingToPay,106
我这两天处理点,WillingToPay,106
我真的不能确定什么时候能还，只能说在半个月以内！,WillingToPay,106
我正在筹钱，给几天时间,WillingToPay,106
我正在去银行的路上,WillingToPay,106
我正在想办法,WillingToPay,106
我之前忘记了，我最近就还上,WillingToPay,106
我只能凑一部分，目前还不了这么多，可以吗？,WillingToPay,106
我知道了，我会还的,WillingToPay,106
我知道了我会处理的。,WillingToPay,106
我最近两天想办法,WillingToPay,106
五天内还,WillingToPay,106
下个月,WillingToPay,106
下个月吧,WillingToPay,106
下个月吧，这个月没钱,WillingToPay,106
下个月才有钱,WillingToPay,106
下个月发工资就还,WillingToPay,106
下个月房子卖了一次性还，不用你催的,WillingToPay,106
下个月我就处理,WillingToPay,106
下午,WillingToPay,106
下午就去,WillingToPay,106
下星期5,WillingToPay,106
下星期二,WillingToPay,106
下星期三,WillingToPay,106
下星期四,WillingToPay,106
下星期一,WillingToPay,106
下月,WillingToPay,106
下月可以吧,WillingToPay,106
先去借看看,WillingToPay,106
现在就去银行,WillingToPay,106
现在忙，等下我自己还,WillingToPay,106
现在没钱，但是会还的,WillingToPay,106
现在没有太多，想处理部分,WillingToPay,106
现在去存钱,WillingToPay,106
现在去借钱处理,WillingToPay,106
现在去银行,WillingToPay,106
现在手头有点紧，可能要到月底才能还,WillingToPay,106
现在我就去银行,WillingToPay,106
现在资金周转困难等我缓过来再还,WillingToPay,106
想办法,WillingToPay,106
想想办法,WillingToPay,106
想想办法现在没办法,WillingToPay,106
星期四,WillingToPay,106
星期一,WillingToPay,106
要得，我知道,WillingToPay,106
要等一段时间,WillingToPay,106
要是不确定能不能还上，回头再联系,WillingToPay,106
也许吧,WillingToPay,106
一定处理，放心吧,WillingToPay,106
一定处理好,WillingToPay,106
一个礼拜内,WillingToPay,106
一个月之内,WillingToPay,106
一会就好了,WillingToPay,106
一周之内,WillingToPay,106
银行已经关门，我过段时间在处理，,WillingToPay,106
应该可以,WillingToPay,106
应该可以,WillingToPay,106
应该可以吧,WillingToPay,106
应该可以的,WillingToPay,106
应该能,WillingToPay,106
有点困难，我下个月才发工资,WillingToPay,106
有可能吧,WillingToPay,106
有可能处理,WillingToPay,106
有难度，我下个月才发工资,WillingToPay,106
有钱就处理,WillingToPay,106
有钱了处理,WillingToPay,106
有钱我会还的,WillingToPay,106
有钱我就还,WillingToPay,106
有时间去处理,WillingToPay,106
有时间在处理，现在在忙,WillingToPay,106
又不是不还,WillingToPay,106
遇到困难，给半年时间处理,WillingToPay,106
月底,WillingToPay,106
月底的,WillingToPay,106
月底发工资了会处理,WillingToPay,106
月底联系我,WillingToPay,106
月底前,WillingToPay,106
月底前给你答复,WillingToPay,106
月底这样吧,WillingToPay,106
月中,WillingToPay,106
再筹钱了，大概三两天,WillingToPay,106
再等父母打钱,WillingToPay,106
再等几天我就去还，可以吧,WillingToPay,106
再等一分钟,WillingToPay,106
再想想,WillingToPay,106
在等几天,WillingToPay,106
在高速上，下来就处理,WillingToPay,106
在借钱,WillingToPay,106
在排队,WillingToPay,106
在去银行,WillingToPay,106
在去银行的路上,WillingToPay,106
在说把,WillingToPay,106
在想想,WillingToPay,106
在银行,WillingToPay,106
在银行路上,WillingToPay,106
在银行排队,WillingToPay,106
在银行排队，到我这下班了,WillingToPay,106
在银行排队存钱呢,WillingToPay,106
在找父母要,WillingToPay,106
在找朋友周转,WillingToPay,106
暂时没钱要等发工资,WillingToPay,106
找父母借钱,WillingToPay,106
找家里人借一下,WillingToPay,106
找朋友借不确定什么时候到,WillingToPay,106
这次一定记得了。,WillingToPay,106
这点时间筹不到钱啊,WillingToPay,106
这个啊，争取今天之内吧,WillingToPay,106
这个时间内我得看看行不行,WillingToPay,106
这个时间正好我有一笔钱要到账，到了就还你们,WillingToPay,106
这个月还不了下个月可以,WillingToPay,106
这几天就行,WillingToPay,106
这几天可能还不了,WillingToPay,106
这金额太高了，我在想想办法,WillingToPay,106
这两天吧,WillingToPay,106
这两天看吧,WillingToPay,106
这样啊；这么短时间肯定没钱还；我再想想办法,WillingToPay,106
着什么急，一会去,WillingToPay,106
真的可以先还,WillingToPay,106
正向朋友借钱,WillingToPay,106
正在筹钱,WillingToPay,106
正在想办法,WillingToPay,106
正在银行,WillingToPay,106
之前没有钱现在有了稍后就处理.,WillingToPay,106
知道了有时间处理,WillingToPay,106
周末,WillingToPay,106
资金一到位就处理,WillingToPay,106
最迟后天,WillingToPay,106
最迟月底,WillingToPay,106
最多月底还,WillingToPay,106
昨天说还的，干嘛还联系我家人,WillingToPay,106
不要打电话了，会还的,WillingToPay,106
处理好联系你,WillingToPay,106
处理好这边给你说,WillingToPay,106
到时候你联系我就行,WillingToPay,106
到时间就还了,WillingToPay,106
等吧，会换的,WillingToPay,106
等等，我下班去存,WillingToPay,106
等过两天我就把钱还了,WillingToPay,106
等会就好,WillingToPay,106
等我核实好，立马还,WillingToPay,106
等我忙完就处理,WillingToPay,106
懂了,WillingToPay,106
嗯，要的，我估计周末还,WillingToPay,106
发誓，如果处理不了,WillingToPay,106
搞忘了，马上哈哈哈,WillingToPay,106
好的，你给我两天时间我处理,WillingToPay,106
好的，我知道了！,WillingToPay,106
好了，好了,WillingToPay,106
可以吗,WillingToPay,106
快些撒,WillingToPay,106
麻烦给三天时间,WillingToPay,106
马上换那个就还,WillingToPay,106
马上就去,WillingToPay,106
明天可以还是啊吧,WillingToPay,106
明天上午能处理掉吧,WillingToPay,106
那是处理（时）,WillingToPay,106
你不要我还给别的公司了！,WillingToPay,106
你等着看好了,WillingToPay,106
哦哦,WillingToPay,106
去那家银行啊,WillingToPay,106
三天内呀,WillingToPay,106
十五号发工资,WillingToPay,106
死开5天就好,WillingToPay,106
我忘记了，等会处理,WillingToPay,106
我有的是钱啦,WillingToPay,106
我在跟朋友借,WillingToPay,106
我这两天还,WillingToPay,106
现在就打电话，,WillingToPay,106
以前一直在还就这个月遇到点事,WillingToPay,106
在山上，现在没有信号，等下山就处理,WillingToPay,106
