from,label,original_label,original_text,,
请求等下打来,2,104,我在忙,2,
IDClassifier,1,,有毛病哈哈哈,109,
IDClassifier,1,,在开会,104,
IDClassifier,0,,我在吃饭,104,
IDClassifier,1,,有什么事,101,
IDClassifier,1,,没有在,1,
请求等下打来,2,104,一会联系,104,
故意岔开话题,2,109,我是喜欢你,2,
不愿配合,2,110,我后来才晓得你们是高利贷,0,
说出目的,2,101,啊？,0,
IDClassifier,1,,我现在有事等会联系,104,
IDClassifier,0,,不知道啊,1,
不愿配合,2,110,你找我没用啊,1,
IDClassifier,1,,张三,1,
IDClassifier,0,,你是谁,107,
IDClassifier,0,,你是哪里的,107,
IDClassifier,1,,不晓得,1,
IDClassifier,1,,你说什么再说一遍,103,
IDClassifier,0,,哎哎,0,
IDClassifier,0,,嗯哎,0,
请求等下打来,2,104,我在开会,2,
IDClassifier,0,,高速上开车了,104,
请求等下打来,2,104,我现在有点事,2,
IDClassifier,0,,在上班下班聊,104,
IDClassifier,1,,我在吃饭不要骚扰我,104,
IDClassifier,0,,你是谁啊,107,
IDClassifier,1,,我在忙，,104,
IDClassifier,0,,来我家拿,109,
IDClassifier,0,,上班呢，挂,104,
回问身份,2,107,我猜你是打错了,1,
IDClassifier,1,,你是骗子吧,107,
说出目的,2,101,他欠了你们好多钱嘛,2,
说出目的,2,101,怎么了,2,
IDClassifier,1,,没听说过,1,
IDClassifier,1,,我在开车,104,
说出目的,2,101,对，干嘛,2,
请求等下打来,2,104,我在上班的路上,2,
IDClassifier,0,,哦,0,
IDClassifier,1,,嘛事啊,101,
IDClassifier,1,,你找谁？全名,103,
IDClassifier,0,,我在开会，一会给你回复。,104,
IDClassifier,1,,不晓得你说的哪个,1,
IDClassifier,1,,你是哪个,107,
IDClassifier,1,,现在不方便接电话，我在开会,104,
IDClassifier,0,,我现在忙了,104,
请求等下打来,2,104,晚上说,2,
请求等下打来,2,104,我在洗澡,2,
IDClassifier,0,,你说,0,
IDClassifier,0,,天天打电话给我，烦死了,1,
IDClassifier,1,,你有病,1,
不愿配合,2,110,我应该认识他吗,1,
请求等下打来,2,104,在开车，不方便接电话,2,
说出目的,2,101,什么事,101,
请求等下打来,2,104,我在水里,2,
IDClassifier,0,,你之前怎么不打电话,0,
回问身份,2,107,催收公司是什么，我欠钱的是银行啊,2,
IDClassifier,0,,有事说事,101,
说出目的,2,101,嗯？,0,
说出目的,2,101,什么事？,101,
不愿配合,2,110,有毛病,1,
IDClassifier,1,,谁啊,107,
请求等下打来,2,104,在见客户等会再打过来,2,
IDClassifier,0,,我正在开车,104,
IDClassifier,0,,你有啥事情吗,101,
不愿配合,2,110,能不能别打我电话,1,
IDClassifier,1,,认不得。,1,
IDClassifier,0,,我现在没时间,104,
不愿配合,2,110,不要骚扰我,1,
请求等下打来,2,104,我在学习,2,
IDClassifier,0,,就是，你是哪个幺儿,0,
IDClassifier,0,,有事快点，我正忙呢,0,
IDClassifier,0,,你什么地方的？怎么有我电话,107,
故意岔开话题,2,109,没听他说过么～,2,
IDClassifier,1,,女朋友,1,
IDClassifier,0,,哦哦，我看一下app,0,
IDClassifier,0,,我没有贷,0,
IDClassifier,1,,你说什么我听不懂,103,
IDClassifier,1,,你谁啊,107,
说出目的,2,101,怎么，有事快说，我在开车,2,
IDClassifier,0,,嗯，以后别打电话了，烦不烦。,0,
说出目的,2,101,嘛事啊,2,
请求等下打来,2,104,我在医院,2,
IDClassifier,1,,你说啥子哦,1,
请求等下打来,2,104,我在上班，下班再说,2,
IDClassifier,0,,是我这边在忙你等一下,104,
说出目的,2,101,他在办事，我可以转告,2,
说出目的,2,101,么子事,2,
IDClassifier,1,,我在忙,104,
故意岔开话题,2,109,我浪迹天涯,2,
故意岔开话题,2,109,你好吗？,2,
IDClassifier,0,,我很忙,104,
IDClassifier,0,,你们打暴我通信录,0,
说出目的,2,101,啊，怎么了？有事吗？,2,
IDClassifier,0,,在路上,0,
IDClassifier,1,,在打拉黑,109,
IDClassifier,0,,稍等我一会，刚好有个电话进来,104,
IDClassifier,0,,你说,0,
IDClassifier,0,,嗯，不过我再上班,104,
请求等下打来,2,104,我现在不方便接电话,2,
IDClassifier,0,,你干嘛,101,
说出目的,2,101,你是哪个？你找他干嘛？,107,
IDClassifier,1,,你还打是吧,1,
请求等下打来,2,104,我在面试,2,
不愿配合,2,110,自己找他,1,
IDClassifier,0,,我不是,1,
IDClassifier,1,,请等一下,104,
IDClassifier,1,,没事找事,1,
IDClassifier,0,,你怎么有我的号码？,0,
说出目的,2,101,说嘛,2,
IDClassifier,0,,不是我,1,
说出目的,2,101,我是他老公，你找她什么事,2,
不愿配合,2,110,你是不是找错人了,1,
IDClassifier,0,,别打给我,1,
IDClassifier,1,,没时间听你说,1,
IDClassifier,1,,提名挂,1,
IDClassifier,1,,我睡觉了你别打了不知道,1,
故意岔开话题,2,109,可是一粒粮食是父母的希望啊,2,
请求等下打来,2,104,我正在开车了，等会联系你,2,
IDClassifier,1,,你找谁？,103,
IDClassifier,0,,我是他哥,1,
IDClassifier,0,,你打我电话干嘛,0,
IDClassifier,1,,滚,1,
IDClassifier,1,,明天再谈,104,
IDClassifier,0,,我现在在忙,104,
IDClassifier,0,,不要再来电话了,0,
IDClassifier,1,,怎么回事,101,
IDClassifier,1,,不对啊,109,
故意岔开话题,2,109,你发工资了没有,2,
IDClassifier,0,,在山上，信号不好,104,
IDClassifier,0,,在忙等等,104,
不愿配合,2,110,不说话,1,
IDClassifier,0,,下班以后联系你,104,
请求等下打来,2,104,有事先挂了,2,
说出目的,2,101,什么事啊,2,
故意岔开话题,2,109,唉你好,0,
请求等下打来,2,104,有事，现在忙,2,
故意岔开话题,2,109,吓死恩,2,
IDClassifier,0,,没错,0,
不愿配合,2,110,别打我电话，烦不烦？,1,
故意岔开话题,2,109,不是本人，有病小医生,1,
请求等下打来,2,104,在开会,2,
说出目的,2,101,有啥子事,2,
回问身份,2,107,你哪位？,2,
请求等下打来,2,104,明天联系我吧,104,
说出目的,2,101,是找他做什么？,2,
IDClassifier,0,,你是哪里,107,
IDClassifier,0,,我自己查APP挂断,0,
IDClassifier,1,,听不清,103,
说出目的,2,101,我不是，你有啥事情？我帮你找他,2,
IDClassifier,0,,我现在开会,104,
IDClassifier,0,,我在忙，有空再说,104,
IDClassifier,0,,等会回复你,104,
IDClassifier,0,,不要再来烦我了,0,
IDClassifier,1,,你们起诉吧,0,
不愿配合,2,110,我不知道,1,
不愿配合,2,110,有病,1,
IDClassifier,0,,有什么事直说,0,
IDClassifier,1,,有什么事,0,
IDClassifier,0,,晚上再说,104,
说出目的,2,101,有事,104,
IDClassifier,0,,呃，什么什么,103,
不愿配合,2,110,听不懂，找谁？,103,
IDClassifier,0,,嗯你谁啊,107,
IDClassifier,0,,我是他朋友,1,
IDClassifier,1,,不要打我电话,1,
IDClassifier,1,,我不知道你说的是谁,1,
IDClassifier,1,,不好意思，,1,
不愿配合,2,110,不要再骚扰我了，不然我报警了,1,
IDClassifier,0,,说什么事,0,
IDClassifier,0,,什么事呢,0,
故意岔开话题,2,109,答对有奖励,2,
请求等下打来,2,104,我在打lol,2,
请求等下打来,2,104,开车,2,
不愿配合,2,110,我是你大爷,1,
IDClassifier,0,,我现在不方便接电话。,104,
请求等下打来,2,104,我在开车，到家说,2,
IDClassifier,0,,现在不方便接电话,104,
IDClassifier,1,,在高速开车,104,
回问身份,2,107,你哪位,2,
IDClassifier,1,,他有事出去了,1,
IDClassifier,1,,我在上班不要骚扰我,104,
IDClassifier,1,,你自己去找他,1,
IDClassifier,1,,你们是不是有毛病啊,1,
IDClassifier,0,,啥子事,0,
IDClassifier,0,,我在洗澡,104,
不愿配合,2,110,我听不懂,1,
IDClassifier,1,,你是谁,107,
IDClassifier,0,,我现在上班，忙,104,
IDClassifier,1,,哪个哟,107,
IDClassifier,1,,再说一遍,103,
IDClassifier,0,,不要再来烦我,0,
不愿配合,2,110,不在,1,
IDClassifier,1,,干嘛,0,
请求等下打来,2,104,他在开会,2,
回问身份,2,107,你是谁？,2,
IDClassifier,0,,你从哪里拿到我电话的,0,
IDClassifier,1,,不要烦我,1,
不愿配合,2,110,干嘛告诉你,1,
IDClassifier,0,,现在不方便接电话,104,
IDClassifier,0,,是又怎么样，你们高利贷，我不还,0,
IDClassifier,0,,不知道,1,
IDClassifier,1,,我在忙挂断,104,
请求等下打来,2,104,在忙不方便跟你说,2,
IDClassifier,0,,你是哪家银行的,107,
说出目的,2,101,找我有什么事,0,
IDClassifier,0,,你哪里,107,
请求等下打来,2,104,下班再说,2,
IDClassifier,1,,什么事,1,
回问身份,2,107,你是谁,2,
请求等下打来,2,104,好了，先聊到这，我这边有其他事情，晚点再说,2,
请求等下打来,2,104,我在睡觉太累了,2,
IDClassifier,1,,不关你事,1,
IDClassifier,0,,不是我贷的，被骗了,0,
不愿配合,2,110,你怎么不去问他认不认识我啊？,1,
IDClassifier,1,,晓不得,1,
请求等下打来,2,104,我现在忙，不方便接电话,2,
回问身份,2,107,你谁啊，找我有事吗,2,
IDClassifier,1,,有毛病,1,
回问身份,2,107,你是哪里的，怎么会有我的电话号码,2,
IDClassifier,0,,唉呀,0,
说出目的,2,101,我是他哥，有什么事情告诉我？,2,
故意岔开话题,2,109,我是大帅哥,2,
IDClassifier,0,,嗯你是做什么的为什么打电话给我,107,
回问身份,2,107,你是哪位啊？,2,
IDClassifier,0,,我在忙，不方便接听电话,104,
不愿配合,2,110,就不告诉你，就不告诉你~,109,
请求等下打来,2,104,我在开车，先不说了,2,
IDClassifier,0,,我在高速上,104,
IDClassifier,1,,走开别烦我,1,
请求重复,2,103,啥子事,2,
说出目的,2,101,他去外地了，找他什么事情？,2,
回问身份,2,107,怎么有我号码,2,
说出目的,2,101,怎么了,2,
IDClassifier,1,,怎么又打电话,1,
IDClassifier,1,,是同学,1,
IDClassifier,0,,干啥子,101,
IDClassifier,1,,你认识他吗？,1,
不愿配合,2,110,不知道,1,
IDClassifier,0,,没听清，再说一遍,103,
IDClassifier,0,,在开车,104,
IDClassifier,0,,打我电话干什么,0,
IDClassifier,0,,正在忙，没空,104,
IDClassifier,1,,走开,1,
IDClassifier,0,,干嘛？有什么事说，我很忙。,0,
请求等下打来,2,104,我在上班下班聊,2,
不愿配合,2,110,再见,1,
不愿配合,2,110,你找错人了,1,
IDClassifier,0,,是俺,0,
IDClassifier,0,,手机号码刚办的,1,
IDClassifier,0,,那你打我电话干嘛,0,
不愿配合,2,110,滚，你们再打我就，信不信我让你们吃不了兜着走,1,
IDClassifier,0,,你干嘛的？,107,
IDClassifier,0,,在开车,104,
IDClassifier,1,,是个屁,1,
IDClassifier,0,,我刚换的号码,1,
说出目的,2,101,有什么事？,2,
故意岔开话题,2,109,可能是我在做梦吧,1,
IDClassifier,0,,你打错了,1,
IDClassifier,0,,你哪个,107,
IDClassifier,0,,不要保险,0,
请求等下打来,2,104,我在外面,2,
不愿配合,2,110,我在睡觉别烦我,104,
IDClassifier,0,,忙了，挂断,104,
IDClassifier,0,,你们自己找他，不管,1,
IDClassifier,0,,我现在不方便接电话,104,
IDClassifier,1,,家人接本人去世,109,
IDClassifier,0,,我在开车你等会再打吧,104,
IDClassifier,1,,好久没联系了,1,
不愿配合,2,110,自己找他,1,
IDClassifier,0,,有什么事情,101,
请求等下打来,2,104,我现在忙，等会联系我！,2,
IDClassifier,0,,囊个,0,
请求等下打来,2,104,下午联系我,2,
IDClassifier,0,,我在告诉不方便接电话,104,
IDClassifier,0,,我在高速上,104,
IDClassifier,0,,你谁,107,
IDClassifier,0,,我不欠你们贷款,0,
说出目的,2,101,你找他有什么事情？,2,
IDClassifier,1,,我不是，有什么事我可以转告,101,
不愿配合,2,110,你们哪里啊，怎么总骚扰我啊,107,
IDClassifier,0,,唉,0,
请求重复,2,103,我没有听清池,103,
IDClassifier,0,,别打我电话，啪！,1,
IDClassifier,0,,我根本不认识,1,
IDClassifier,0,,说的,1,
IDClassifier,0,,我认识你吗,0,
请求等下打来,2,104,我在加班,2,
请求等下打来,2,104,我在山区,2,
IDClassifier,1,,骗子，天天打我电话,0,
IDClassifier,0,,唉你好,0,
请求等下打来,2,104,我在超市,2,
说出目的,2,101,请问有什么事？,2,
IDClassifier,1,,你是谁啊,107,
说出目的,2,101,有事？,2,
IDClassifier,0,,怎么了找他干嘛,101,
IDClassifier,0,,啥事儿？,0,
IDClassifier,1,,你是哪个？,107,
IDClassifier,0,,这是我手机号，,0,
IDClassifier,0,,我有事,104,
IDClassifier,1,,有毛病呢,1,
请求等下打来,2,104,在开会，待会打给你,2,
IDClassifier,0,,不说,1,
IDClassifier,1,,本人不在,1,
IDClassifier,1,,我在忙,104,
回问身份,2,107,你哪里的啊？打我电话干嘛啊,2,
IDClassifier,0,,不要骚扰我,0,
IDClassifier,0,,我现在不方便,104,
请求重复,2,103,有有,109,
不愿配合,2,110,你自己联系他,1,
IDClassifier,0,,没事我挂了,0,
IDClassifier,0,,下班联系吧,104,
IDClassifier,1,,你找他打我电话做什么,1,
IDClassifier,1,,明天再说,104,
IDClassifier,0,,啊哈,0,
回问身份,2,107,你是谁？,2,
说出目的,2,101,就是我，找我啥子事,0,
不愿配合,2,110,你到底找谁，搞清楚,103,
IDClassifier,1,,你哪位,107,
IDClassifier,0,,嗯，我在忙，等会回给你,104,
IDClassifier,1,,什么鬼，风太大，听不清,103,
IDClassifier,0,,等我忙完联系你,104,
IDClassifier,0,,听不懂,103,
IDClassifier,1,,现在有事,104,
请求等下打来,2,104,我在开车,2,
IDClassifier,0,,不是换号了,1,
IDClassifier,1,,不关我的事,1,
回问身份,2,107,你是哪里,2,
请求等下打来,2,104,晚上再说,2,
IDClassifier,0,,我在比赛，结束了再说吧,104,
IDClassifier,1,,你是不是打错了,1,
说出目的,2,101,你找他什么事,2,
请求等下打来,2,104,我在游泳,2,
IDClassifier,0,,什么事情,0,
说出目的,2,101,啥子事,0,
IDClassifier,0,,说嘛,0,
IDClassifier,1,,我正在开车，不方便接电话。,104,
IDClassifier,1,,是朋友,1,
说出目的,2,101,嗯哼，啥事,0,
故意岔开话题,2,109,下班后去健身吧,2,
回问身份,2,107,你们是哪里？,2,
IDClassifier,1,,你是谁,107,
说出目的,2,101,你找他干什么,101,
不愿配合,2,110,打打打，我明天就把这张卡注销了，看你们还怎么打,0,
IDClassifier,1,,稍后联系,104,
