from,label,original_label,original_text,new_label
Installment,1,,知道,106
讨价还价,2,100,20号,0
Installment,0,,过几天发工资的吧,1
Installment,1,,周边没银行,1
Installment,0,,一周,0
Installment,1,,无法处理,1
Installment,0,,5号发工资,0
讨价还价,2,100,我看看吧,2
Installment,1,,我看下,106
Installment,1,,今天没时间,1
Installment,1,,这个我得再考虑考虑啊,1
Installment,0,,我觉得可以,0
Installment,0,,转账可以吧,108
故意岔开话题,2,109,划落的万千情丝,2
模糊确认,2,106,ok,0
Installment,0,,那再好不过了,0
Installment,1,,还锤子,1
讨价还价,2,100,等父母给钱的,1
Installment,1,,能还哪个不想还,1
Installment,1,,过一段时间,1
Installment,0,,你跟某某某联系，我跟他说好了,1
Installment,0,,15号前,0
Installment,1,,我现在只能处理这一点,1
Installment,1,,还是有点问题。,1
故意岔开话题,2,109,一上午的时间就浪费了,1
Installment,0,,到时间候联系你,1
Installment,0,,晚上下班之前,0
Installment,1,,28号才能发工资,0
Installment,0,,过两天,1
Installment,0,,再等我一分钟,0
模糊确认,2,106,好好好,0
Installment,0,,我有钱,106
讨价还价,2,100,我现在没那么多钱,1
Installment,1,,一星期货款下来还,0
模糊确认,2,106,要得,0
Installment,1,,老板拖欠N个月工资，后天就发了，肯定还！,1
Installment,0,,再给我几天时间吧,1
Installment,1,,你借钱给我,1
Installment,1,,好的,0
请求等下打来,2,104,等一会,1
Installment,0,,分分钟。,106
模糊确认,2,106,行的，可以,0
Installment,1,,考虑下,1
Installment,1,,钱没到,1
Installment,1,,我去哪里偷啊,1
Installment,1,,这个不是我说了算的，我也想马上还进去,1
Installment,1,,知道了,106
Installment,1,,有钱我联系你,1
讨价还价,2,100,货还没卖出去,1
Installment,1,,我在忙，没时间,1
Installment,1,,那位,109
讨价还价,2,100,正在想办法,1
还款方式,2,108,红旗连锁能还吗？,2
讨价还价,2,100,可以吗,106
Installment,1,,也不差这几天,1
Installment,0,,我可以少还点,1
Installment,1,,等朋友打钱给我,1
Installment,1,,明白,106
讨价还价,2,100,我没准备好还,1
讨价还价,2,100,利息太高了,2
Installment,0,,金额高了,1
讨价还价,2,100,发工资,1
Installment,0,,行，我现在上APP等我几分钟,0
模糊确认,2,106,知道了，下午再说,2
Installment,1,,等我有钱了肯定立马还,1
确认数额,2,102,利息高啊？,2
讨价还价,2,100,我在等发工资,1
还款方式,2,108,没办法,1
Installment,1,,没得搞，下岗了,1
Installment,1,,有,106
Installment,1,,再联系,1
Installment,1,,信号不好，没听清,103
Installment,1,,考虑一下,1
讨价还价,2,100,我看看吧不能保证,2
Installment,1,,不方便出去,1
Installment,0,,晓得，晓得。,106
Installment,1,,等会再说,1
Installment,0,,不行只能月底,1
Installment,1,,在办理离婚手续,1
Installment,0,,你把账号发给我,108
讨价还价,2,100,我去借钱看看，借到就处理,1
Installment,1,,可以,0
讨价还价,2,100,我试试吧,1
Installment,1,,你们利息太高了。,1
Installment,0,,我晚上处理跟你说,1
Installment,0,,出去了,1
Installment,1,,看看能不能拿到钱吧,1
讨价还价,2,100,没那么多钱,1
Installment,1,,我从拘留所刚出来,1
Installment,1,,正在开车,104
请求等下打来,2,104,今天不行，明天吧,1
Installment,1,,明年再说,1
Installment,0,,有什么事,109
Installment,1,,再逼我，老子就还了,1
Installment,1,,高利贷吧,1
Installment,0,,不认识,1
Installment,1,,有钱了再说,1
Installment,1,,这个时间内，肯定有麻烦了,1
Installment,0,,一个月,0
Installment,1,,信号不好,103
故意岔开话题,2,109,马作的卢弓如霹雳征战沙场,2
讨价还价,2,100,我也不知道朋友钱今天能不能到,1
讨价还价,2,100,工资还没发,1
Installment,1,,老板拖欠我...月工资，还有..天发了就处理！,1
Installment,0,,我现在登录APP看一下能不能处理！,108
讨价还价,2,100,贷款今天不确定下来,1
Installment,0,,你说的部分是多少,102
确认数额,2,102,2万几,2
Installment,0,,明天还给你们嘛～,108
Installment,0,,怎么还呀,108
模糊确认,2,106,嗯，我想办法,2
Installment,1,,知道了,106
Installment,0,,我在忙,1
Installment,1,,知道了,106
Installment,0,,我朋友只借给我1000元,1
请求等下打来,2,104,找时间详谈吧,2
讨价还价,2,100,我去找朋友借看看,1
Installment,0,,不成问题。,0
讨价还价,2,100,能不能少点啊,2
模糊确认,2,106,好的，放心,0
讨价还价,2,100,再等等等吧,1
Installment,1,,能不能在少点,100
讨价还价,2,100,好几个月没发工资没钱,1
Installment,1,,没空,1
Installment,1,,一个月以后可以,0
讨价还价,2,100,不能保证，得看工程款到不到,1
Installment,0,,还不上你看着办,1
讨价还价,2,100,家里出事没钱,1
Installment,1,,帮我再减掉点,100
Installment,1,,换不起呀现在,1
讨价还价,2,100,能不能在少点,2
Installment,0,,我怎么还,108
Installment,0,,知道,106
讨价还价,2,100,工资还没发了,1
Installment,0,,钱到了你们扣,0
Installment,1,,月底发工资,1
Installment,0,,尽量,106
Installment,1,,我没借到,1
讨价还价,2,100,等他还了我就还,1
Installment,1,,马上在银行,1
Installment,1,,在找父母要,1
讨价还价,2,100,我去借钱,1
请求等下打来,2,104,没时间,1
Installment,0,,去借下,1
Installment,1,,可以,0
故意岔开话题,2,109,你的背包，背到现在还没烂,2
Installment,0,,我在上班,1
讨价还价,2,100,能不能在给点时间,2
Installment,1,,在火车上,1
模糊确认,2,106,行，你放一万个心,0
Installment,0,,行，但是减免怎么说,100
讨价还价,2,100,钱太多,1
Installment,0,,美女，帮帮忙喽，明天可以,0
Installment,1,,工资还没有发,1
Installment,0,,问朋友借把钱还了,1
讨价还价,2,100,这个减免。我也法处理，,1
Installment,1,,我先还一半，过几天还完,1
Installment,1,,我现在有点事,1
模糊确认,2,106,哦，知道了,2
Installment,1,,我在卖房子，等我房子卖了的,1
Installment,1,,可以,0
Installment,1,,我去凑,1
Installment,0,,不认识,1
Installment,1,,在高速上,104
Installment,0,,能少点嘛,1
Installment,0,,不认识,1
Installment,1,,有钱再说,1
Installment,0,,不认识,1
Installment,0,,滚,109
Installment,0,,知道,106
Installment,1,,看看吧,1
请求等下打来,2,104,等下说,1
Installment,1,,我知道了,106
模糊确认,2,106,行，行，行,0
模糊确认,2,106,好的，我知道了,2
Installment,0,,明天找朋友借下,1
Installment,0,,10分钟内发截图给你,0
Installment,0,,我等朋友打钱,1
讨价还价,2,100,能不能分期还？,2
Installment,1,,等发工资再说吧，,1
故意岔开话题,2,109,人血馒头不好吃,2
Installment,0,,OKOK,0
Installment,0,,不认识,1
Installment,1,,神经病没5天能还？,1
Installment,0,,ojbk,0
讨价还价,2,100,钱不一定能凑齐,1
Installment,0,,尽量吧,106
讨价还价,2,100,我尽快处理,1
讨价还价,2,100,还没借到钱。,1
Installment,1,,稍等后,1
Installment,1,,凑齐一起还吧,1
Installment,1,,我跟家人商量,1
Installment,0,,周一财务来处理,1
讨价还价,2,100,再想想,1
Installment,1,,再说吧,1
Installment,1,,有钱我就还,1
Installment,0,,我尽量,106
Installment,1,,你相信我,106
Installment,0,,2天,0
Installment,1,,我吃饱了,109
讨价还价,2,100,想想,1
Installment,1,,到时再说,1
请求等下打来,2,104,等等,1
讨价还价,2,100,朋友钱还没给我,1
Installment,1,,在和会计要钱,1
Installment,0,,别打我电话，我有钱联系我,1
讨价还价,2,100,会处理，但现在没钱,1
请求等下打来,2,104,在山上，等下山处理,104
Installment,1,,我只有下个月还了,1
讨价还价,2,100,有一个工程款要结有钱了立马还,1
讨价还价,2,100,工程款没下来,1
Installment,1,,你打错了,109
Installment,0,,你尽量给我往后拖延一下,100
Installment,0,,你是我的恩人啊,106
Installment,1,,要是可以再少一点就可以,100
模糊确认,2,106,我想想办法吧,1
Installment,1,,等会,1
讨价还价,2,100,等月底,1
请求等下打来,2,104,等我好好想想再,1
Installment,1,,现在忙，稍后联系吧。,1
还款方式,2,108,我没的你们的银行卡号啊，还不了啊,2
Installment,0,,后天,0
Installment,0,,你再说一遍,103
Installment,1,,app登不上,108
Installment,0,,那我凑下钱,1
Installment,1,,到时再说,1
Installment,1,,我看看吧,1
Installment,1,,你吃饭了没,1
Installment,1,,等下个月月底吧,0
请求等下打来,2,104,再医院,1
Installment,1,,怎么换,108
Installment,0,,10打工资,1
Installment,1,,我外面钱要来就还,1
Installment,0,,到时候联系你,1
请求等下打来,2,104,我等会就去,2
Installment,0,,三天内,0
模糊确认,2,106,行，我想想办法,2
Installment,1,,我试试吧,106
Installment,0,,先换一部分,1
Installment,0,,没钱处理这个事情,1
Installment,1,,可以,0
模糊确认,2,106,行，也行吧,0
Installment,1,,月底发工资,1
模糊确认,2,106,好的，我知道了,2
Installment,1,,家里人生病了,1
故意岔开话题,2,109, 约定好、约定好,2
Installment,1,,我想想,1
Installment,0,,非常感谢,106
讨价还价,2,100,钱还没到位,1
请求等下打来,2,104,微信联系,2
Installment,1,,现在在告诉,1
Installment,1,,我能不能，今天先处理一部分明天在处理点,1
讨价还价,2,100,我再去凑凑,1
Installment,0,,等回去,1
Installment,1,,等我发工资,1
讨价还价,2,100,等我稳定工作处理,1
模糊确认,2,106,行,0
讨价还价,2,100,今天不一定发工资,1
讨价还价,2,100,金额太高，我想想办法,1
Installment,0,,等我这个发工资的,1
回问身份,2,107,这个号码我才换的,1
讨价还价,2,100,去借钱,1
Installment,1,,好,0
讨价还价,2,100,要减免下,1
Installment,0,,我母亲今天钱给我,1
模糊确认,2,106,好的,0
讨价还价,2,100,工资拖欠没发，发了我立马处理！,1
讨价还价,2,100,现在没这多钱，后天吧,1
讨价还价,2,100,你等我这个月来还吧,1
Installment,1,,我看能不能借到钱,1
Installment,0,,不认识,1
讨价还价,2,100,短时间还不上,1
Installment,0,,等等，我在和朋友要钱！,1
Installment,0,,会还的，别催,1
模糊确认,2,106,好吧,2
Installment,0,,没空,1
Installment,0,,到时候联系你,1
模糊确认,2,106,再等等,1
讨价还价,2,100,孩子上学没钱,1
Installment,0,,不认识,1
讨价还价,2,100,还是太多,1
Installment,1,,我在想想办法,1
讨价还价,2,100,我再想想,1
请求等下打来,2,104,出去了,1
Installment,0,,我明天找你,1
回问身份,2,107,打错了,1
讨价还价,2,100,我一定想办法,1
Installment,0,,没发工资,1
讨价还价,2,100,本金,1
Installment,0,,好，就按你说的办,0
讨价还价,2,100,预支工资,1
讨价还价,2,100,还要再等等,1
Installment,1,,孩子住院要花钱,1
讨价还价,2,100,会还的,2
Installment,0,,跟家人商量一下,1
模糊确认,2,106,好了，我知道了,2
Installment,0,,不认识,1
Installment,1,,我想想,1
Installment,0,,月中,0
Installment,1,,我想想,1
Installment,1,,可以,0
Installment,0,,等借朋友的钱到账了,1
Installment,1,,怎么分期了每期还是这么多啊,102
讨价还价,2,100,我觉得今天不一定有钱啊,1
讨价还价,2,100,家里有事，暂时没钱。,1
Installment,1,,不去处理,1
讨价还价,2,100,15号,0
Installment,0,,听不见,1
讨价还价,2,100,能减免多少在看看,1
故意岔开话题,2,109,好漂亮,2
Installment,0,,忘记还款,1
Installment,1,,行的，可以,0
Installment,1,,我到时候还全款,1
Installment,1,,发工资,1
Installment,0,,我让别人给你打过去,1
Installment,0,,时间,109
Installment,1,,还多少啊,102
Installment,0,,困难啊换不起,1
Installment,1,,我同意,0
Installment,0,,你等下,1
讨价还价,2,100,工资还没发！,1
故意岔开话题,2,109,你打错了,2
Installment,1,,先还一点,1
Installment,0,,信号不好，没听清,103
确认数额,2,102,分期是免息的么？,2
Installment,0,,我要分期,106
Installment,1,,说了没钱，你们想咋弄咋弄！,1
Installment,1,,等会,1
讨价还价,2,100,可以，但是要等到下个月,1
Installment,1,,不可能哦。,1
Installment,0,,等一下,1
模糊确认,2,106,知道了,2
讨价还价,2,100,我尽力去凑吧。,1
Installment,1,,现在在外地,1
Installment,0,,嗯嗯,0
讨价还价,2,100,过段时间再说,1
模糊确认,2,106,好的，我再想想,2
讨价还价,2,100,我想还没有钱,1
讨价还价,2,100,给我考虑下,1
Installment,1,,等我发工资,1
Installment,0,,实在还不了,1
Installment,1,,我在山区短时间出不去,1
讨价还价,2,100,那我先凑,1
Installment,0,,不认识,1
讨价还价,2,100,3点之前,0
Installment,1,,在等发工资,1
Installment,0,,尽我最大努力,1
讨价还价,2,100,贷款没下来,1
Installment,0,,不认识,1
Installment,0,,不要再打电话给我单位,1
Installment,0,,找老板先支一点还,106
讨价还价,2,100,借钱再去还,1
Installment,1,,我生病了,1
Installment,0,,小事情,106
Installment,0,,可以等5天吗,100
讨价还价,2,100,看老板拖不拖工资,1
Installment,1,,可以明天处理吗,0
讨价还价,2,100,你这能减免，我就还,2
Installment,1,,机主不在,1
Installment,1,,可以下个星期么,1
讨价还价,2,100,利息太高,2
讨价还价,2,100,还没到账,2
Installment,0,,月末,0
讨价还价,2,100,等发了工资的,1
讨价还价,2,100,等发工资的我自己处理,1
Installment,0,,行呢，我朋友说今晚借给我滴,0
讨价还价,2,100,能不能先还一半，后面的分期,2
讨价还价,2,100,离银行有点远,1
Installment,0,,等会,1
Installment,1,,我贷款,1
Installment,0,,我转账,0
请求等下打来,2,104,明天联系我吧,1
Installment,1,,过两月我有个工程款下来就还,1
Installment,0,,不认识,1
Installment,0,,不认识,1
Installment,1,,催催催，欠你了好多啊,1
Installment,0,,微信联系,105
Installment,1,,我试试,1
Installment,0,,不认识,1
Installment,0,,8天,1
Installment,0,,我有钱会不还吗,1
Installment,1,,等会就好,0
Installment,0,,只能还一点,1
Installment,0,,4天,1
讨价还价,2,100,可以少还一点,1
Installment,0,,没钱,1
讨价还价,2,100,后年再说,1
Installment,1,,我知道了，,106
Installment,0,,不认识,1
请求重复,2,103,我没有听清池,2
Installment,0,,不认识,1
Installment,1,,放心,106
Installment,1,,大哥，再打个折啥。,100
Installment,1,,好的,0
Installment,0,,要的嘛,0
Installment,1,,再过几个月,1
讨价还价,2,100,等我朋友借钱给我,1
请求等下打来,2,104,我在学习,1
Installment,0,,想再减免,100
Installment,0,,要再减免,100
Installment,1,,我借钱还你哈,1
Installment,0,,明天可以吗,0
Installment,1,,你等一下打过来,104
Installment,1,,再看看,1
Installment,1,,说了是公司问题，你帮我去催公司把工资发了，我立马还。,1
Installment,1,,等有钱,1
Installment,1,,开车,1
Installment,0,,我想办法,106
Installment,1,,sorry,1
Installment,0,,我现在没那么多,1
讨价还价,2,100,给点时间,1
Installment,1,,还差几百块钱,1
Installment,0,,我去想想,1
故意岔开话题,2,109,坐牢才出来,1
Installment,0,,和家人商量一下,1
模糊确认,2,106,明天再说吧,2
Installment,0,,要的,0
Installment,1,,正在筹钱,1
Installment,1,,我去借借看能不能借到,1
Installment,0,,还能在少点吗,100
Installment,0,,不认识,1
讨价还价,2,100,我去借一下,1
Installment,1,,等我凑上了我联系你,1
Installment,1,,在想想,1
Installment,1,,过段时间,1
讨价还价,2,100,办理不了转账,1
Installment,1,,在路上,0
讨价还价,2,100,能不能少点,1
Installment,1,,哦,106
Installment,1,,知道,106
Installment,0,,支付宝或者微信转账过来吧,108
Installment,1,,可以下个月还吗,0
讨价还价,2,100,我尽量,2
模糊确认,2,106,到时我去处理,1
Installment,1,,以后还的更多,1
Installment,1,,要减免下,100
Installment,0,,明白,0
讨价还价,2,100,身份证挂失还没拿来,1
讨价还价,2,100,只愿还本金,1
Installment,1,,老人住院了,1
模糊确认,2,106,嗯,2
Installment,1,,可以,0
Installment,1,,你不是认真的吧,1
回问身份,2,107,那位,2
Installment,1,,能不能分期还,100
模糊确认,2,106,好的，好的，好的,0
讨价还价,2,100,金额太高，我想想办,1
讨价还价,2,100,等我发工资,1
讨价还价,2,100,没有那么多,1
模糊确认,2,106,我看看有没有其他办法,1
讨价还价,2,100,能不能分期还,2
Installment,0,,不认识,1
Installment,0,,我尽量去,106
Installment,0,,一会,1
Installment,1,,在过一段时间,1
Installment,0,,想想办法,1
Installment,0,,可以，你到时候直接查账单,0
模糊确认,2,106,知道,2
讨价还价,2,100,人家不一定借给我,1
Installment,0,,可以在规定时间内呀,0
Installment,1,,家里说是高利息不让还,1
讨价还价,2,100,我没那么多钱,1
讨价还价,2,100,我还差点，,1
讨价还价,2,100,问问老婆同不同意,1
Installment,1,,朋友都接了,1
讨价还价,2,100,我想办法看看,1
Installment,0,,你放心啥。,106
Installment,1,,你别催了我知道了,1
Installment,1,,到时候一起还上,0
Installment,1,,在干活在干活,1
Installment,1,,上次那个人也跟我这样说,102
Installment,1,,钱打到卡，我联系你,106
讨价还价,2,100,朋友还没有答复,1
Installment,0,,把对公账户给我,108
请求重复,2,103,为什么不说话,2
Installment,1,,我工程款下来就还！,1
Installment,1,,在山上,1
讨价还价,2,100,那之前我还的利息可以抵扣本金么,2
Installment,1,,随便你怎么弄,1
Installment,1,,上方有答案,109
Installment,1,,数额太大，考虑考虑,1
讨价还价,2,100,到时再说,1
Installment,0,,星期一,0
Installment,0,,等会,0
讨价还价,2,100,需要时间,1
Installment,0,,正好我股票涨了，你这电话打的真是时候,106
Installment,0,,是可以,0
讨价还价,2,100,我尽量在..时间处理部分！,1
Installment,0,,我去想办法,1
Installment,1,,还100可以吗,1
Installment,0,,后天嘛？,1
Installment,1,,家里有事,1
模糊确认,2,106,我也不知道,1
Installment,1,,今天不行，那啥来了,1
Installment,1,,分期还可以吗,100
Installment,1,,等我找到工作了，就立马还，行不行,1
故意岔开话题,2,109,家里人可以还吧,2
Installment,0,,朋友钱到就还,1
Installment,0,,你急什么,1
Installment,1,,老板跑了,1
讨价还价,2,100,钱到账还,1
Installment,0,,最近有钱,106
Installment,0,,我爸只给了500元,1
讨价还价,2,100,不知道能不能借到钱,1
讨价还价,2,100,想办法还,2
Installment,1,,有,0
Installment,0,,可以相信,0
讨价还价,2,100,可以分期不,2
Installment,1,,等等打我电话,104
Installment,1,,能不能再少点  我去借点处理,100
Installment,1,,我正在想办法,1
讨价还价,2,100,尽量,2
确认数额,2,102,绝对不可能,1
Installment,1,,去借钱,1
Installment,0,,后天,0
Installment,1,,试试吧,106
请求等下打来,2,104,等一下,1
故意岔开话题,2,109,树好高,2
Installment,1,,我在吃低保,1
确认数额,2,102,分期的话，一期要还多少？,2
Installment,0,,明天,0
Installment,1,,财务说马上发工资,1
Installment,1,,想办法吧,1
讨价还价,2,100,我现在没那么多钱。,1
讨价还价,2,100,我相信,2
Installment,0,,教我怎么还,108
Installment,0,,这是我的电话,105
讨价还价,2,100,我去想办法,1
Installment,1,,你不是已经说过了吗肯定会还的,0
Installment,1,,怎么还,108
Installment,0,,我争取还吧,106
Installment,1,,别人欠我钱在要,1
讨价还价,2,100,等以后有钱的,1
还款方式,2,108,还是还之前的银行账户嘛,2
Installment,1,,再来一个月,1
Installment,1,,真的是没钱了,1
模糊确认,2,106,好好好,0
Installment,0,,要不然你借我点还,1
请求等下打来,2,104,我没空,1
Installment,1,,家里有事,1
Installment,1,,好,0
Installment,0,,我找人借借,1
讨价还价,2,100,朋友没给我,1
Installment,1,,我跟我家人沟通一下,1
Installment,0,,等等,1
Installment,1,,等我发了工资就还上！,1
故意岔开话题,2,109,其他人的,1
讨价还价,2,100,还是多,2
Installment,1,,利息太高了,102
请求等下打来,2,104,等我半小时,2
Installment,1,,微信说,105
故意岔开话题,2,109,明白,2
Installment,0,,钱到位了联系你,1
Installment,1,,可以,0
Installment,1,,今天没有时间,1
Installment,1,,我在要债,1
Installment,1,,我自己先处理一点,1
Installment,0,,等下马上去借,1
请求等下打来,2,104,现在有事，没办法处理,1
Installment,0,,没听清,103
Installment,0,,十五号联系我,0
讨价还价,2,100,我去想想办法,1
Installment,1,,果断时间可以,0
Installment,1,,现在还在住院,1
还款方式,2,108,卡里有钱但是你们没扣我也没有办法还,2
讨价还价,2,100,钱没有到位,1
Installment,1,,我回家商量一下,1
Installment,0,,我吃饭都吃不起了,1
Installment,1,,我一定处理,0
Installment,0,,好的，我先去看看还一点,0
Installment,1,,明天再说,1
请求等下打来,2,104,在干活在干活,1
讨价还价,2,100,过几天就还了,1
Installment,0,,这个时间很合适,0
讨价还价,2,100,银行卡被冻结了过几天解封就还,1
Installment,1,,听不懂,102
讨价还价,2,100,等我发工资的,1
讨价还价,2,100,家里还是困难,1
Installment,1,,我问下老公,1
Installment,1,,过几天再说,1
Installment,0,,加我微信,105
请求等下打来,2,104,等会,1
Installment,0,,再少点吧！,100
模糊确认,2,106,我知道了,2
模糊确认,2,106,行,0
Installment,0,,生意失败了,1
Installment,0,,我可以答应你们的,0
Installment,0,,太好了，这下好多了。,0
模糊确认,2,106,嗯明白,2
Installment,1,,给我时间，我去想办法,1
讨价还价,2,100,我想还只是现在没钱,1
Installment,0,,最迟明天,0
模糊确认,2,106,好的，我尽量,2
Installment,1,,等等的,1
讨价还价,2,100,我尽量吧,2
Installment,1,,少点,100
Installment,0,,会得，会得。,0
Installment,0,,不认识,1
Installment,0,,我不方便,1
Installment,1,,我不同意,1
模糊确认,2,106,我想一下,1
讨价还价,2,100,还能不能再少一点了,2
Installment,1,,知道了,106
Installment,0,,我在上班,1
讨价还价,2,100,我欠的太多了,1
Installment,0,,收到,106
Installment,1,,现在上班,1
Installment,1,,我尽量去借,1
Installment,1,,放心会还,106
讨价还价,2,100,之前没钱,1
Installment,0,,相信我,106
讨价还价,2,100,到时候我自己还进去,1
讨价还价,2,100,工程款下来就还了,1
讨价还价,2,100,我在想想办法,1
Installment,0,,我在开会,104
Installment,0,,全额结清,0
Installment,0,,下周吧,0
确认数额,2,102,要的,0
请求等下打来,2,104,我没时间,1
Installment,0,,我现在没这么钱啊,1
Installment,1,,没人借我,1
Installment,1,,哥，也不差这两天啥。,1
Installment,0,,这样吧，多给我四天，我肯定能还,100
Installment,1,,我在上班,1
Installment,0,,恩恩,0
确认数额,2,102,全欠很多钱,1
Installment,0,,能不能分期还,100
讨价还价,2,100,能不能多给点时间,2
Installment,0,,只有这么多，,1
Installment,0,,估计要三五个月的,1
请求等下打来,2,104,我有事,1
Installment,1,,不知道,1
讨价还价,2,100,我会还,2
Installment,0,,可以，麻烦了,0
Installment,1,,家人出事现在没法还,1
讨价还价,2,100,我可以延期吗,2
Installment,1,,不好,1
讨价还价,2,100,过几天,1
Installment,1,,美妞，帮帮忙喽，明天可以,0
Installment,1,,你等我跟家里商量一下吧,1
确认数额,2,102,利息有点高哦,2
Installment,1,,我想换现在换不起,1
Installment,1,,知道了,106
Installment,1,,我给老板打个电话,1
模糊确认,2,106,嗯,2
Installment,1,,听不清,103
讨价还价,2,100,我现在资金有点周转不开啊,1
Installment,1,,我切肾,109
Installment,0,,再提现,0
讨价还价,2,100,我现在没工作,1
故意岔开话题,2,109,趁着夜还未央,1
Installment,0,,在领工资,106
Installment,0,,想办法吧,1
Installment,1,,再说吧,1
Installment,0,,我先换点,1
Installment,1,,我在开会，稍后联系,1
确认数额,2,102,高利贷吧,2
讨价还价,2,100,不能保证处理掉,1
Installment,0,,明天我再还吧,1
Installment,1,,看情况吧,1
Installment,0,,不可以,1
模糊确认,2,106,好，我想想办法，正好最近性情好，办法总是容易想出来,1
Installment,0,,我想想办法,1
确认数额,2,102,利息能不能也分期,2
Installment,1,,过两天的,1
Installment,1,,那天不一定发工资,1
Installment,0,,我不会让你工作不好做,106
Installment,1,,贷款没下来,1
Installment,1,,先还一点吧,1
故意岔开话题,2,109,小生的花伞还落在你家,2
讨价还价,2,100,家里人都联系不到,1
请求等下打来,2,104,我没时间,1
Installment,1,,我身份证银行卡都丢了,1
Installment,0,,过几天就还,106
讨价还价,2,100,我欠钱太多了,1
Installment,0,,？,103
Installment,1,,别给我打电话了,1
Installment,0,,不认识不认识,1
故意岔开话题,2,109,没到位,1
还款方式,2,108,apple pay 可以么,2
Installment,1,,我身上只有那么点,1
Installment,1,,只能先还一部分,1
讨价还价,2,100,我提现到账就处理,2
Installment,0,,这一点我还是有的,0
Installment,0,,我听不清,103
请求等下打来,2,104,线路问题,2
Installment,1,,你等我考虑一下吧,1
Installment,1,,下月可以吗,0
模糊确认,2,106,还有时间,2
Installment,0,,十五号发工资还,0
Installment,0,,我筹到钱马上联系你,1
讨价还价,2,100,发工资再说吧,1
Installment,1,,我先还一点进去,1
Installment,0,,没钱没办法处理。,1
Installment,0,,发了工资还,1
Installment,0,,爽,0
Installment,1,,再宽松下哈,100
Installment,1,,过两天,1
Installment,0,,我有钱了,106
讨价还价,2,100,我去借看看,1
Installment,0,,我问问,1
Installment,1,,你还了你又来找我怎么办,102
Installment,1,,我这两天就还进去,1
Installment,1,,我可能忙，不一定啊,1
Installment,0,,只能先还二百,1
Installment,0,,有钱再还。,1
Installment,0,,等会就好,0
讨价还价,2,100,朋友还没回复我，现在不知道！,1
Installment,0,,你猜我是不是,109
Installment,1,,看看再说,1
请求等下打来,2,104,下午联系我,2
Installment,1,,等我想想，之后给你回复,1
Installment,0,,时间紧，不还,1
Installment,1,,我不会骗你的,106
Installment,1,,还没到账,1
故意岔开话题,2,109,干你们这行工资高不,2
Installment,0,,等几天可以拿,1
Installment,0,,多少多少自己扣,0
故意岔开话题,2,109,吓死恩,2
讨价还价,2,100,工作不稳定,1
Installment,0,,你立马处理掉,106
Installment,1,,可少点？,100
Installment,1,,还没到账,1
Installment,0,,你等等,1
Installment,1,,我想一下,1
Installment,0,,周末,0
Installment,0,,后天,0
Installment,1,,信号不好,103
Installment,1,,我周转一下,1
讨价还价,2,100,刚上班，还没发工资。,1
Installment,1,,还要去医院,1
讨价还价,2,100,会还,2
讨价还价,2,100,我想办法发筹钱,1
Installment,0,,我借点先还点,1
讨价还价,2,100,利息太高了，能不能只还本金,2
Installment,0,,答应你的我一定会做到,0
讨价还价,2,100,父母正在周转。,1
模糊确认,2,106,好的呢,0
讨价还价,2,100,听说本金也可以减免啊,2
讨价还价,2,100,我去财务支,1
讨价还价,2,100,我现在没能力,1
Installment,0,,可以，到时候你联系我,0
讨价还价,2,100,贷款下来还,1
讨价还价,2,100,这个金额可不可以再少点,2
Installment,1,,我也不知道,1
Installment,1,,今天？,103
Installment,1,,现在只有xx元,1
Installment,0,,"哦，好吧,听你的",0
讨价还价,2,100,看看吧,1
Installment,0,,我在忙,1
Installment,1,,只愿还本金,1
讨价还价,2,100,小孩这两天开学学费,1
讨价还价,2,100,过几天就处理.,1
Installment,0,,相信我好了,106
Installment,0,,5天,0
Installment,0,,行，你们中途不要打扰我家人,0
讨价还价,2,100,金额高了,1
Installment,1,,等下个处理,1
Installment,1,,跟你家人借,109
Installment,0,,明天,0
Installment,0,,我让老公打给你,0
模糊确认,2,106,考虑一下,1
Installment,1,,我现在生活都是问题,1
Installment,0,,我在外面,1
Installment,1,,我工程款要回来就可以,1
Installment,0,,换多少啊,102
Installment,0,,明天我就有钱了,0
请求等下打来,2,104,在路上,2
Installment,1,,我也不知道，钱还没到账,1
Installment,0,,没了,1
Installment,0,,明白,0
讨价还价,2,100,工资不知道什么时候到,1
Installment,0,,明天,0
Installment,1,,变成这么多钱了？,102
讨价还价,2,100,处理好了联系你,2
Installment,0,,我能少还点吗,100
Installment,0,,过几天还,1
Installment,0,,我想办法周转,1
Installment,1,,哦,106
Installment,1,,今天有事,1
Installment,1,,我没有啊,1
模糊确认,2,106,知道了,2
Installment,1,,可以在少点,100
讨价还价,2,100,在想想办法吧,2
Installment,0,,有,0
模糊确认,2,106,恩,2
Installment,1,,你打我啊,109
故意岔开话题,2,109,上方有,2
Installment,0,,嗯嗯,0
Installment,0,,怎么还你说,108
Installment,0,,有多少处理多少,0
Installment,1,,医疗保险下来就还,1
讨价还价,2,100,我在想想吧,1
Installment,0,,会处理的,106
Installment,1,,明天再说,1
请求等下打来,2,104,雨下太大，没法去处理,1
Installment,1,,高抬贵手,1
Installment,1,,有答案,109
Installment,1,,ok,0
故意岔开话题,2,109,长头发短头发？,2
Installment,0,,我会尽快处理,0
确认数额,2,102,能不能不还利息,2
Installment,0,,十天内,0
Installment,0,,马上在银行,0
