split_text,classifier,label
我下午就能处理一部分,Installment,0
我下午就还,Installment,0
我下在没钱,Installment,1
我下班处理,Installment,0
我下班就处理,Installment,0
我不同意,Installment,1
我不想还,Installment,1
我不是不还，现在没有钱,Installment,1
我不清楚,Installment,1
我不还你们打算怎么办,Installment,1
我也不知道怎么办,Installment,1
我也想还，但我现在真的很困难,Installment,1
我五点去换,Installment,0
我今天先还点,Installment,1
我今天可以先还100块,Installment,1
我今天可以还100元,Installment,1
我今天可以还100块,Installment,1
我今天可以还的,Installment,0
我今天没借到钱,Installment,1
我今天没时间啊,Installment,1
我今天没钱,Installment,1
我今天还不上可以晚一点吗,Installment,1
我今天还不了,Installment,1
我今天还不了啊,Installment,1
我今天还不了，我现在真的没有钱,Installment,1
我今天还不了，我现在真的没有钱吧,Installment,1
我今天还不了，我现在真的没有钱哇,Installment,1
我今天还不了，我现在真的没有钱哈,Installment,1
我今天还不了，我现在真的没有钱没意思,Installment,1
我今天还不了，我现在真的没有钱，没意思,Installment,1
我今天还不起这么多，,Installment,1
我今天钱到不了,Installment,1
我会按时还款的,Installment,0
我会按时还钱的,Installment,0
我会按照这个准时还款的,Installment,0
我会还的，等我有钱了,Installment,1
我保证,Installment,0
我保证可以还进去,Installment,0
我借点,Installment,1
我借钱也需要时间啊,Installment,1
我做不到,Installment,1
我做不到啊,Installment,1
我做不到，除非再少还一点,Installment,1
我先去想办法,Installment,1
我先处理三千,Installment,1
我先处理部分,Installment,1
我先换点,Installment,1
我先还1000,Installment,1
我先还3000,Installment,1
我先还xx,Installment,1
我先还一部分进去,Installment,1
我先还部分,Installment,1
我六点去还,Installment,0
我再山上，没办法,Installment,1
我再想想,Installment,1
我再想想办法,Installment,1
我再想想办法吧,Installment,1
我再想想办法吧。,Installment,1
我准备第3个月还啊,Installment,0
我刚上班，还没发工资，没法处理,Installment,1
我到时会还的,Installment,0
我到月底才发工资,Installment,1
我卖血,Installment,1
我去借钱处理一部分,Installment,1
我去办理，,Installment,0
我去哪里偷啊,Installment,1
我发誓...绝对还！,Installment,0
我发誓19就行,Installment,0
我只有一部分没那么多,Installment,1
我只有一部分，没那么多,Installment,1
我只有下个月还了,Installment,0
我可以,Installment,0
我可以先处理,Installment,0
我可以先还,Installment,1
我可以先还1期,Installment,1
我可以先还2352,Installment,1
我可以先还235235,Installment,1
我可以先还235345,Installment,1
我可以先还300,Installment,1
我可以先还325345,Installment,1
我可以先还352,Installment,1
我可以先还8665234,Installment,1
我可以先还一部分。,Installment,1
我可以先还部分,Installment,1
我可以全部还吗,Installment,0
我可以处理,Installment,0
我可以少还点,Installment,1
我可以延期吗,Installment,1
我可以答应你们的,Installment,0
我可以过几天再还进去吗,Installment,1
我可以还,Installment,0
我可以还先还,Installment,0
我可能忙，不一定啊,Installment,1
我吃饭都吃不起了,Installment,1
我后来才晓得你们是高利贷,Installment,1
我周六肯定去存钱,Installment,0
我四点去还,Installment,0
我回家就处理,Installment,0
我在上班，请不了假,Installment,1
我在借钱,Installment,1
我在吃低保,Installment,1
我在吃饭，吃完饭就弄,Installment,0
我在山里头来不及,Installment,1
我在想办法,Installment,1
我在想想,Installment,1
我在想想办法,Installment,1
我在看看,Installment,1
我在等发工资,Installment,1
我在等工程款,Installment,1
我在等结账,Installment,1
我在要债,Installment,1
我实在还不上,Installment,1
我家没钱,Installment,1
我就不还，你要钱自己来找我,Installment,1
我就是不还,Installment,1
我就这么多,Installment,1
我尽量去借,Installment,1
我工作才找到,Installment,1
我工程款下来处理,Installment,1
我工程款下来就还！,Installment,1
我工程款要回来就可以,Installment,1
我工资要等一段时间，等发工资再说,Installment,1
我工资还没发,Installment,1
我已经在操作还款了！,Installment,0
我开心同意,Installment,0
我待还去还,Installment,0
我得等发工资,Installment,1
我想办法发筹钱,Installment,1
我想办法哈,Installment,1
我想办法啊,Installment,1
我想办法处理,Installment,1
我想办法，下午这样会处理,Installment,0
我想想办法,Installment,1
我想想办法吧,Installment,1
我想想办法处理,Installment,1
我想想办法！,Installment,1
我想换现在换不起,Installment,1
我想还只是现在没钱,Installment,1
我想还没有钱,Installment,1
我愿意,Installment,0
我手里没有这么多,Installment,1
我才工作，需要时间,Installment,1
我找人借借，现在没有工作，借不到钱，,Installment,1
我找家人借钱还上,Installment,0
我找朋友借钱还上,Installment,0
我接受,Installment,0
我接受这个方案，那我先还,Installment,0
我明天发工资，到了就还,Installment,0
我明天处理,Installment,0
我明天就去还,Installment,0
我明天就可以还，,Installment,0
我明天就处理掉,Installment,0
我明天才有钱,Installment,1
我明天还,Installment,0
我最近没这么多钱,Installment,1
我最近资金周转不开的,Installment,1
我月底给你交钱,Installment,0
我有十块钱，你要不？,Installment,1
我有钱了肯定会处理,Installment,1
我有钱会不还吗,Installment,1
我有钱就去还,Installment,1
我有钱就还.,Installment,1
我有钱我还能不还吗,Installment,1
我有钱还还会借钱么,Installment,1
我朋友到月底才给我,Installment,1
我欠太多了,Installment,1
我欠的太多了,Installment,1
我欠钱太多了,Installment,1
我正准备去还呢,Installment,0
我没借到,Installment,1
我没准备好还,Installment,1
我没工作,Installment,1
我没时间,Installment,1
我没有啊,Installment,1
我没有工作,Installment,1
我没有时间,Installment,1
我没有能力还这部分,Installment,1
我没有这么多钱,Installment,1
我没有这么多钱啊,Installment,1
我没有那么多钱,Installment,1
我没有那么多钱可以再少一点吗,Installment,1
我没有钱,Installment,1
我没空现在,Installment,1
我没这么多钱,Installment,1
我没那么多钱,Installment,1
我没那么多钱，不行的,Installment,1
我父母生病，只能下个月,Installment,1
我爸妈明天下午帮我还,Installment,0
我现在app上就还,Installment,0
我现在两手空空,Installment,1
我现在只能处理这一点,Installment,1
我现在吃饭的钱都没有,Installment,1
我现在周转不到这么多钱！,Installment,1
我现在在银行，马上就处理,Installment,0
我现在处理,Installment,0
我现在就去处理,Installment,0
我现在就去还,Installment,0
我现在就处理,Installment,0
我现在就用手机银行转账,Installment,0
我现在就还,Installment,0
我现在手头紧张,Installment,1
我现在手里非常紧张,Installment,1
我现在拿不出来,Installment,1
我现在没工作,Installment,1
我现在没工作啊,Installment,1
我现在没有,Installment,1
我现在没有工作,Installment,1
我现在没有那么多钱,Installment,1
我现在没能力,Installment,1
我现在没这么钱啊,Installment,1
我现在没那么多,Installment,1
我现在没那么多钱,Installment,1
我现在没那么多钱。,Installment,1
我现在没钱,Installment,1
我现在没钱啊,Installment,1
我现在生活都是问题,Installment,1
我现在真的没有钱,Installment,1
我现在确定不了,Installment,1
我现在缺钱,Installment,1
我现在负载累累，没得钱,Installment,1
我现在资金不足,Installment,1
我现在资金有点周转不开啊,Installment,1
我现在身上没有钱,Installment,1
我现在钱不够,Installment,1
我现在钱没凑够,Installment,1
我现在非常缺钱,Installment,1
我的任务都没有完成的呢,Installment,1
我的帐那个时候都还没到手，你告诉我拿什么还？,Installment,1
我的欠款。我很急，待会就处理,Installment,0
我目前周转不过来！,Installment,1
我看看我能不能凑,Installment,1
我看看父母能不能还,Installment,1
我真得困难，孩子要上学，老婆没工作，老的还要看病住院,Installment,1
我真的没办法一下拿出这么多钱,Installment,1
我真的没钱,Installment,1
我真的没钱，还不上，你打电话也没用啊,Installment,1
我真的还不起,Installment,1
我立即还,Installment,0
我等下就去,Installment,0
我等下就处理,Installment,0
我等以后一次性还吧,Installment,1
我筹到钱马上联系你,Installment,1
我算哈钱，好像不够，再少点可不可以,Installment,1
我算哈钱，好像不够，再少点可不可以哇,Installment,1
我算哈钱，好像不够，再少点可不可以哈,Installment,1
我算哈钱，好像不够，再少点可不可以哈哈哈,Installment,1
我算哈钱，好像不够，再少点可不可以阿,Installment,1
我算哈钱，好像不够，再少点行不行呢,Installment,1
我算哈钱，好像不够，再少点行不行哈哈哈,Installment,1
我算哈钱，好像不够，再少点行不行嗯,Installment,1
我算哈钱，好像不够，再少点行不行阿,Installment,1
我肯定还，但今天还不了,Installment,1
我能分期吗,Installment,1
我能承受的起,Installment,0
我要发工资才可以,Installment,1
我觉得今天不一定有钱啊,Installment,1
我觉得太高了,Installment,1
我觉得这个分期不太合理,Installment,1
我觉得这个分期不太合适,Installment,1
我说话算话，肯定还,Installment,0
我说还就一定还,Installment,0
我请假马上还,Installment,0
我贷款,Installment,1
我身上刚好够，一会我去还。,Installment,0
我身上只有那么点,Installment,1
我身上没有那么多钱,Installment,1
我过几天肯定还这么多,Installment,1
我还了可以分期么,Installment,1
我还差点，,Installment,1
我还是还不起,Installment,1
我还有三天发工资马上还,Installment,0
我还没发工资等等,Installment,1
我还没发工资，没太多钱,Installment,1
我还没工作，怎么办,Installment,1
我还没有发工资啊,Installment,1
我这两天就还进去,Installment,0
我这个月就能处理,Installment,0
我这就处理,Installment,0
我这就还进去,Installment,0
我这边下午七点之前保证还，我发誓。,Installment,0
我这边下午三点之前保证还，我发誓。,Installment,0
我这边下午九点之前保证还，我发誓。,Installment,0
我这边下午五点之前保证还，我发誓。,Installment,0
我这边下午八点之前保证还，我发誓。,Installment,0
我这边下午六点之前保证还，我发誓。,Installment,0
我这边下午十点之前保证还，我发誓。,Installment,0
我这边下午四点之前保证还，我发誓。,Installment,0
我这边等会就还,Installment,0
我这边钱不够。工资没发,Installment,1
我连饭都吃不起了,Installment,1
我通过APP处理,Installment,0
我钱不够,Installment,1
我钱要到了全额还,Installment,1
我银行卡冻结了,Installment,1
我问问,Installment,1
我难懒得还了,Installment,1
我需要长一点时间凑钱,Installment,1
我马上去还,Installment,0
我马上就去,Installment,0
我马上就还,Installment,0
我马上转,Installment,0
我马上转过来,Installment,0
我马上还,Installment,0
手头没得钱，还不上,Installment,1
手里没有那么多的钱,Installment,1
手里没那么多钱，再给几天,Installment,1
打不死还是没钱,Installment,1
打死我嘛,Installment,1
打死都没钱,Installment,1
打错了,Installment,1
执行没有财产,Installment,1
抱歉,Installment,1
换不了,Installment,1
换不起呀现在,Installment,1
放宽心，没问题的。,Installment,0
放心,Installment,0
放心会还,Installment,0
放心吧,Installment,0
放心吧我筹好了,Installment,0
放心吧，不会跑了的,Installment,0
放心我会还,Installment,0
放心，一定处理,Installment,0
放心，绝对没问题,Installment,0
数额太大了，我先想想吧,Installment,1
无法处理,Installment,1
既然依然没钱,Installment,1
时间不够,Installment,1
时间不够啊,Installment,1
时间可以再长一点吗,Installment,1
时间太少,Installment,1
时间太少了！,Installment,1
时间太快了还不了,Installment,1
时间太急了没办法,Installment,1
时间太急，不还,Installment,1
时间太短,Installment,1
时间太短了,Installment,1
时间太短了吧,Installment,1
时间太短了我钱不够,Installment,1
时间太短了还不了,Installment,1
时间太短了这不可能,Installment,1
时间太短了，不行,Installment,1
时间太短了，多来两天哈。,Installment,1
时间太短了，我一下拿不出来这么多现金,Installment,1
时间太短了，我一下拿不出来这么多钱,Installment,1
时间太短了，我一时间拿不出来这么多现金,Installment,1
时间太短了，我一时间拿不出来这么多钱,Installment,1
时间太短了，没办法,Installment,1
时间太短了，还不上,Installment,1
时间太短了，还不上啊,Installment,1
"时间太短了，金额还是很大,不行的",Installment,1
时间太短抽不到钱,Installment,1
时间太短需要多几天,Installment,1
时间太紧,Installment,1
时间少,Installment,1
时间有点紧,Installment,1
时间短了,Installment,1
时间短处理不了,Installment,1
时间紧，不还,Installment,1
时间能不能再长点,Installment,1
时间能不能长点，没有钱的,Installment,1
时间这么短那你可以再减免一些吗,Installment,1
时间长点,Installment,1
明天10吧,Installment,0
明天一定还,Installment,0
明天一早去银行处理,Installment,0
明天上午去银行还,Installment,0
明天上午还进去,Installment,0
明天你查账就行了,Installment,0
明天再还,Installment,0
明天再还,Installment,0
明天去处理,Installment,0
明天发工资处理,Installment,0
明天可以吗,Installment,0
明天可以还,Installment,0
明天吧,Installment,0
明天吧，让我去借,Installment,0
明天呢,Installment,0
明天哦,Installment,0
明天处理,Installment,0
明天处理不了,Installment,1
明天就去,Installment,0
明天就可以,Installment,0
明天就还,Installment,0
明天我会还的,Installment,0
明天我再还吧,Installment,0
明天我再还吧,Installment,0
明天换呢,Installment,0
明天没钱,Installment,1
明天要得不？,Installment,0
明天还,Installment,0
明天还进去,Installment,0
明年再说,Installment,1
星期一上午8点之前肯定处理最迟不超过8点半,Installment,0
昨天发工资还了其他家的了,Installment,1
是可以,Installment,0
是这样啊，这么短的时间可能不行,Installment,1
晚上下班去存钱,Installment,0
晚上先处理点,Installment,1
晚上先换点,Installment,0
晚上处理一部分,Installment,1
晚上处理给你截图,Installment,0
晚上就去,Installment,0
晚上就去处理,Installment,0
晚上还,Installment,0
晚点就处理,Installment,0
暂时不行,Installment,1
暂时不行哦。,Installment,1
暂时处理不了,Installment,1
暂时有问题,Installment,1
暂时没有上班,Installment,1
暂时没那多钱,Installment,1
暂时没钱,Installment,1
最多月底还,Installment,0
最近手头有点紧张，再等几天吧,Installment,1
最近手头都点紧,Installment,1
最近手里紧的很,Installment,1
最近换不了,Installment,1
最近没收到钱啊,Installment,1
最近资金周转不开,Installment,1
最近还不上,Installment,1
最迟3天后,Installment,0
最迟3天后,Installment,0
月底一定还,Installment,0
月底之前搞定,Installment,0
月底发工资处理,Installment,0
月底发工资处理,Installment,0
月底发工资还,Installment,0
月底处理,Installment,0
月底想办法,Installment,1
月底换,Installment,0
月底肯定会还,Installment,0
月底肯定能还,Installment,0
月底还,Installment,0
月底还完,Installment,0
有困难,Installment,1
有点困难,Installment,1
有点困难，可以再减半吗,Installment,1
有点困难，可以再减半嘛,Installment,1
有点困难，可以减半吗,Installment,1
有点困难，我现在手上没钱,Installment,1
有点多没那么多钱,Installment,1
有点难,Installment,1
有点难度，能再减半么,Installment,1
有点难度，能再减半吗,Installment,1
有点难度，能在减半嘛,Installment,1
有还款记录在才可以延期,Installment,1
有钱了再说,Installment,1
有钱了自然会还。,Installment,1
有钱再说,Installment,1
有钱再还,Installment,1
有钱再还。,Installment,1
有钱在还,Installment,1
有钱就还,Installment,1
有钱我就还,Installment,1
有钱我联系你,Installment,1
有难度，我下个月才发工资,Installment,1
有难度，我现在手上没钱,Installment,1
朋友也没给答复,Installment,1
朋友借我钱还了我就还,Installment,1
朋友还没回复我，现在不知道！,Installment,1
朋友钱到了就还,Installment,1
朋友钱到就还,Installment,1
朋友钱没给我,Installment,1
朋友钱还没给我,Installment,1
机主不在,Installment,1
来不及,Installment,1
来抓我,Installment,1
欠款太多没办法,Installment,1
欠钱就该还，但是没钱,Installment,1
正在凑钱,Installment,1
正在转,Installment,0
死鬼，今天不行啦,Installment,1
母亲住院没钱,Installment,1
每月还一千,Installment,1
每期的钱也太多了吧,Installment,1
每期还的钱还是太多了,Installment,1
每期金额还是太高了,Installment,1
没,Installment,1
没10天不行,Installment,1
没上班怎么还,Installment,1
没了,Installment,1
没人借我,Installment,1
没人借钱给我,Installment,1
没什么问题,Installment,0
没到位,Installment,1
没到账,Installment,1
没办法,Installment,1
没办法啊,Installment,1
没办法，明天来,Installment,1
没发工资,Installment,1
没工作,Installment,1
没得搞，下岗了,Installment,1
没得钱,Installment,1
没得问题,Installment,0
没得问题。,Installment,0
没得问题，我先还，帮我延期,Installment,0
没时间,Installment,1
没有借到钱,Installment,1
没有办法,Installment,1
没有多大问题的,Installment,0
没有工作,Installment,1
没有工作。还不起,Installment,1
没有时间,Installment,1
没有要到钱,Installment,1
没有这么多,Installment,1
没有那么多,Installment,1
没有钱,Installment,1
没有钱我也没办法,Installment,1
没有问题,Installment,0
没有问题的,Installment,0
没求得钱啥，你是不是傻,Installment,1
没求得钱啥，你是不是傻哇,Installment,1
没求得钱啥，你是不是傻哈,Installment,1
没求得钱啥，你是不是傻哈哈哈,Installment,1
没求得钱啥，你是不是傻阿,Installment,1
没求得钱啥，你是不是傻，没意思,Installment,1
没法工资,Installment,1
没法工资，处理不了,Installment,1
没能力,Installment,1
没辣么多,Installment,1
没那么多,Installment,1
没那么多钱,Installment,1
没钱,Installment,1
没钱·,Installment,1
没钱了,Installment,1
没钱今天,Installment,1
没钱去还,Installment,1
没钱啊,Installment,1
没钱处理这个事情,Installment,1
没钱怎么还，,Installment,1
没钱没办法处理。,Installment,1
没钱过段时间,Installment,1
没钱还不起,Installment,1
没钱，怎么搞，,Installment,1
没钱，还不了,Installment,1
没问题,Installment,0
"没问题,可以",Installment,0
"没问题,明天就还了",Installment,0
没问题。,Installment,0
没问题。下午三点就处理掉,Installment,0
没问题我会按时还的,Installment,0
没问题的,Installment,0
没问题的，到时候就还,Installment,0
没问题，我一定还,Installment,0
没问题，我先还,Installment,0
没问题，我先还一些,Installment,0
没问题，这部分可以还,Installment,0
滞纳金高,Installment,1
父亲住院没钱,Installment,1
父母不给,Installment,1
父母周转今天到不了。,Installment,1
父母能不能帮忙,Installment,1
现在只有xx元,Installment,1
现在周转不到,Installment,1
现在在弄,Installment,0
现在在路上，马上处理,Installment,0
现在在转,Installment,0
现在处理,Installment,0
现在就去,Installment,0
现在就去还,Installment,0
现在就去预支工资，马上还,Installment,0
现在就可以,Installment,0
现在就处理,Installment,0
现在就换,Installment,0
现在就还,Installment,0
现在就这么多,Installment,1
现在差钱,Installment,1
现在我一分钱都没有,Installment,1
现在换,Installment,0
现在有事，没办法处理,Installment,1
现在有钱没问题,Installment,0
现在比较困难，最近没法处理了,Installment,1
现在没办法,Installment,1
现在没工作,Installment,1
现在没有,Installment,1
现在没有卡,Installment,1
现在没有工作,Installment,1
现在没有时间,Installment,1
现在没有那么多钱,Installment,1
现在没有钱,Installment,1
现在没这么多,Installment,1
现在没这多钱，后天吧,Installment,1
现在没钱,Installment,1
现在没钱啊,Installment,1
现在没钱，我在想办法,Installment,1
现在没钱，我要想办法,Installment,1
现在没钱，等有钱了再说,Installment,1
现在生活费都没有,Installment,1
现在真没钱,Installment,1
现在转账,Installment,0
现在还,Installment,0
现在还在住院,Installment,1
现在钱不够,Installment,1
现在钱不够啊,Installment,1
现在钱还没到,Installment,1
生意失败了,Installment,1
百分百木有问题。,Installment,0
皇上，臣妾做不到啊,Installment,1
直接挂断,Installment,1
相信我，一定办好,Installment,0
看今天朋友钱能不能拿到,Installment,1
看朋友钱给不给,Installment,1
看看能不能拿到钱吧,Installment,1
看老板拖不拖工资,Installment,1
真是这样子，我立马就可以先还剩余部分,Installment,0
真没办法，我没钱，你催也没办法,Installment,1
真的不能,Installment,1
真的不行,Installment,1
真的拿不出来,Installment,1
真的是没钱了,Installment,1
真的没钱啊,Installment,1
知道了到时候肯定还,Installment,0
短时间可能处理不了,Installment,1
短时间没法,Installment,1
短时间还不上,Installment,1
短时间还不了,Installment,1
短时间还不了。,Installment,1
确定,Installment,0
确定。,Installment,0
确定行的,Installment,0
确实不行，最近手头紧,Installment,1
确实没有钱的,Installment,1
礼拜一给你处理了,Installment,0
离银行有点远,Installment,1
稍后就还,Installment,0
稍等我去处理,Installment,0
稍等我马上还，,Installment,0
立刻处理了,Installment,0
立马就好,Installment,0
等一下处理,Installment,0
等一下就还,Installment,0
等下个月发工资,Installment,1
等下个月发工资,Installment,1
等下个月在还,Installment,0
等下个月月底吧,Installment,0
等下就还,Installment,0
等以后有钱的,Installment,1
等会就处理上去,Installment,0
等会就让家人帮我还,Installment,0
等会我就还,Installment,0
等会肯定不行,Installment,1
等借到钱的,Installment,1
等借朋友的钱到账了,Installment,1
等几天吧,Installment,1
等发了工资的,Installment,1
等发工资,Installment,1
等发工资再说吧，,Installment,1
等发工资的,Installment,1
等工程款下来一次性还,Installment,1
等我下班就去还,Installment,0
等我休息了再说,Installment,1
等我凑上了我联系你,Installment,1
等我凑到钱的吧,Installment,1
等我发了工资就还上！,Installment,1
等我发工资再处理,Installment,1
等我发工资在说,Installment,1
等我发工资的,Installment,1
等我好好想想再,Installment,1
等我找到工作了，就立马还，行不行,Installment,1
等我有钱再说,Installment,1
等我有钱在处理,Installment,1
等我有钱的,Installment,1
等我朋友借钱给我,Installment,1
等我稳定工作处理,Installment,1
等我这个发工资的,Installment,1
等有钱,Installment,1
等有钱的,Installment,1
等朋友回话呢,Installment,1
等等去医院,Installment,1
等等吧,Installment,1
等等的,Installment,1
等过几天发工资,Installment,1
答应你的我一定会做到,Installment,0
筹不到钱,Installment,1
算了，没得钱得，还不起,Installment,1
给你们说了多少次，我是不得还钱的,Installment,1
给我一个月，发了工资就还，我...发工资！,Installment,1
给我一段时间,Installment,1
给我再想想吧,Installment,1
给我几天时间,Installment,1
给我时间,Installment,1
给我时间，我去想办法,Installment,1
给我点时间,Installment,1
给点时间,Installment,1
绝对不可能,Installment,1
绝对可以,Installment,0
绝对没问题,Installment,0
绝对没问题；马上处理,Installment,0
美女，在宽限几天嘛。,Installment,1
美妞，帮帮忙喽，明天可以,Installment,0
老人也要用钱,Installment,1
老人住院了,Installment,1
老婆不给,Installment,1
老子不得还,Installment,1
老子就是不还,Installment,1
老子有钱也不还了，都说了好几遍了，还在催啊催的,Installment,1
老板拖欠N个月工资，后天就发了，肯定还！,Installment,0
老板拖欠我...月工资，还有..天发了就处理！,Installment,1
老板跑了,Installment,1
老板还没有发,Installment,1
肯定,Installment,0
肯定不行要有不会拖到现在,Installment,1
肯定会的，放心,Installment,0
肯定到账,Installment,0
肯定办好的，放心,Installment,0
肯定可以,Installment,0
肯定可以的,Installment,0
肯定可以的，马上就还,Installment,0
肯定可以还上。,Installment,0
肯定处理,Installment,0
肯定处理不了没钱现在,Installment,1
肯定处理好,Installment,0
肯定没问题,Installment,0
肯定的,Installment,0
肯定能处理,Installment,0
肯定能处理掉,Installment,0
肯定行,Installment,0
肯定行的,Installment,0
肯定行，我马上就还,Installment,0
肯定行，马上就还,Installment,0
肯定行，马上还,Installment,0
能,Installment,0
能不能下个星期,Installment,1
能不能再分久一点,Installment,1
能不能再延长一点，我钱实在不够。,Installment,1
能不能再给3天时间,Installment,1
能不能再缓一天,Installment,1
能不能再缓七天,Installment,1
能不能再缓三天,Installment,1
能不能再缓九天,Installment,1
能不能再缓二天,Installment,1
能不能再缓五天,Installment,1
能不能再缓八天,Installment,1
能不能再缓六天,Installment,1
能不能再缓十天,Installment,1
能不能再缓四天,Installment,1
能不能分期啊,Installment,1
能不能在多给几天,Installment,1
能不能在延长一点时间啊，最近一哥们把我钱都借走了，他要下个月才能还我,Installment,1
能不能少一点,Installment,1
能不能少还一点,Installment,1
能不能少还点,Installment,1
能不能延期久一些,Installment,1
能不能延长一点时间,Installment,1
能不能明年处理,Installment,1
能不能等几天,Installment,1
能不能给我2天时间,Installment,1
能借的都借了,Installment,1
能再延期久一点吗,Installment,1
能再延期久点吗,Installment,1
能减免多少在看看,Installment,1
能在减免一点吗,Installment,1
能在多减免一下么,Installment,1
能在等等吗,Installment,1
能少点么,Installment,1
能少点嘛,Installment,1
能接受,Installment,0
能的,Installment,0
能还上,Installment,0
能还哪个不想还,Installment,1
能还少一点吗,Installment,1
能，谢谢你,Installment,0
自己在app还,Installment,0
自己在工地，工资一年结一次,Installment,1
莫问题，等下打。,Installment,0
行,Installment,0
行了,Installment,0
行你放心,Installment,0
行吧,Installment,0
行吧，我接受,Installment,0
行吧，那就这么办，我会把钱还了的,Installment,0
行呢，我朋友说今晚借给我滴,Installment,0
行啊,Installment,0
行啊，我肯定还进去的,Installment,0
行没问题,Installment,0
行的,Installment,0
行的，可以,Installment,0
行行,Installment,0
行，下个月初发了工资就还,Installment,0
行，你们中途不要打扰我家人,Installment,0
行，你放一万个心,Installment,0
行，好的，你放一万个心,Installment,0
行，好的，你放心,Installment,0
行，我现在上APP等我几分钟,Installment,0
行，稍后去,Installment,0
行，行，行,Installment,0
被别人扣了,Installment,1
要不了那么长时间,Installment,0
要不你借一点给我,Installment,1
要不你报警抓我吧,Installment,1
要不然你借我点还,Installment,1
要得,Installment,0
要得嘛，先还哇,Installment,0
要得嘛，先还哈哈哈,Installment,0
要得嘛，先还嗯,Installment,0
要得嘛，先还阿,Installment,0
要得要得,Installment,0
要得要得，马上还。,Installment,0
要是我还不还，是不是下次就本金减一半啊,Installment,1
要的,Installment,0
要的嘛,Installment,0
要的，这部分我先还,Installment,0
要等两天,Installment,1
要等到发工资了才能还！,Installment,1
要见面,Installment,1
要还的太多，一次还不了,Installment,1
要钱没有，要命一条,Installment,1
讨厌，今天不行,Installment,1
让你们宽限几天怎么这么费劲呢，我现在没钱怎么还啊,Installment,1
说了就一定做到。,Installment,0
说了是公司问题，你帮我去催公司把工资发了，我立马还。,Installment,1
说了没钱，你们想咋弄咋弄！,Installment,1
说了还就会还,Installment,0
说到做到,Installment,0
说到做到。,Installment,0
说定喽,Installment,0
说还就还,Installment,0
谢谢，我肯定还进去,Installment,0
货还没卖出去,Installment,1
贷款下来就还上。,Installment,1
贷款下来还,Installment,1
贷款不知道什么时候下来。,Installment,1
贷款今天不确定下来,Installment,1
贷款今天还没下来,Installment,1
贷款今天还没下来。,Installment,1
贷款没下来,Installment,1
资金还没到位，这几个月可能没法处理,Installment,1
走开马上,Installment,1
起诉我吧,Installment,1
起诉我把,Installment,1
跟朋友还没借到,Installment,1
身上没有钱,Installment,1
身上没这么钱,Installment,1
身份证挂失还没拿来,Installment,1
车子卖了还,Installment,0
转账没有到,Installment,0
过一段时间会处理的,Installment,1
过两天处理,Installment,1
过两天就还,Installment,1
过两天的,Installment,1
过两天自己处理,Installment,1
过两天还,Installment,1
过两月我有个工程款下来就还,Installment,1
过几个月有钱了我能处理,Installment,1
过几天,Installment,1
过几天再说,Installment,1
过几天再说吧,Installment,1
过几天再还吧,Installment,1
过几天发工资的吧,Installment,1
过几天处理,Installment,1
过几天就还了,Installment,1
过几天工资下来,Installment,1
过几天的,Installment,1
过几天还,Installment,1
过年就有钱了,Installment,1
过段时间再说,Installment,1
过段时间再说,Installment,1
过段时间吧,Installment,1
还100可以吗,Installment,1
还不上,Installment,1
还不上你看着办,Installment,1
还不了,Installment,1
还不了啊,Installment,1
还不了啊还不了,Installment,1
还不了那么多,Installment,1
还不了那么多啊,Installment,1
还不了，我没钱,Installment,1
还不了，我现在真的没钱,Installment,1
还不到,Installment,1
还不到哈，无论怎么说,Installment,1
还不够,Installment,1
还不来啊,Installment,1
还不起,Installment,1
还不起你又能把我怎样,Installment,1
还不起啊,Installment,1
还不起阿，,Installment,1
还个屁,Installment,1
还了啊,Installment,0
还可以，再，再少点么？,Installment,1
还呢,Installment,0
还差几百块钱,Installment,1
还得起我早就还了，不用等到现在了，再延期也没用得,Installment,1
还早吧,Installment,1
还是不行,Installment,1
还是不行哦,Installment,1
还是不行啊，时间还是有点紧,Installment,1
还是多,Installment,1
还是太多,Installment,1
还是太多了  没有钱,Installment,1
还是很多,Installment,1
还是有点困难,Installment,1
还是有点问题。,Installment,1
还是有点高没那么多钱,Installment,1
还是没法还,Installment,1
还是算了吧,Installment,1
还是还不起,Installment,1
还有其他平台要还,Installment,1
还欠我钱,Installment,1
还没借到钱。,Installment,1
还没到账,Installment,1
还没发工资,Installment,1
还没怎么处理,Installment,1
还没法工资,Installment,1
还的上,Installment,0
还能在少一点,Installment,1
还锤子,Installment,1
还，还，还，还个锅铲，你们这个催法是让人还钱的吗？,Installment,1
这两天一定处理,Installment,0
这两天我可能还不了，钱不够，,Installment,1
这两天有事,Installment,1
这两天有事，要过两天。,Installment,1
这个不是我说了算的，我也想马上还进去,Installment,1
这个减免。我也无法处理，,Installment,1
这个可以接受,Installment,0
这个可以有,Installment,0
这个好,Installment,0
这个我得再考虑考虑啊,Installment,1
这个时间内，不行,Installment,1
这个时间内，我缺钱，你在借点来,Installment,1
这个时间内，有问题,Installment,1
这个时间内，没有问题,Installment,0
这个时间内，绝对没问题,Installment,0
这个时间内，肯定不行,Installment,1
这个时间内，肯定可以,Installment,0
这个时间内，肯定可以还完,Installment,0
这个时间内，肯定换不了,Installment,1
这个时间内，肯定有问题,Installment,1
这个时间内，肯定有麻烦了,Installment,1
这个时间内，肯定没有问题,Installment,0
