from,label,original_label,original_text,new_label,
还款方式,2,108,还是还到上次那个账号吗？,2,
CutDebt,0,,到时候联系你,0,
CutDebt,0,,利息都能免,0,
讨价还价,2,100,可以，但是要等到下个月,0,
故意岔开话题,2,109,坐牢才出来,1,
CutDebt,0,,后天,0,
故意岔开话题,2,109,阿拉小得了,2,
讨价还价,2,100,等几天吧,1,
讨价还价,2,100,我还在借,1,
CutDebt,0,,你把账号给我,108,
模糊确认,2,106,好嘛，我知道了,2,
CutDebt,1,,我去想想办法,1,
CutDebt,0,,相信你们说话算话数撒,106,
CutDebt,0,,不差钱,106,
模糊确认,2,106,应该能还,2,
故意岔开话题,2,109,你就pause,2,
故意岔开话题,2,109,今天热不热呀,2,
讨价还价,2,100,我去借钱看看，借到就处理,1,
CutDebt,0,,我看能不能凑到在回复你,1,
CutDebt,1,,多扣点嘛。,100,
CutDebt,1,,跟你家人借,109,
CutDebt,1,,我看能不能借到钱,1,
讨价还价,2,100,等我发工资的,1,
讨价还价,2,100,工程款还没下来,1,
CutDebt,1,,听不见,103,
讨价还价,2,100,你们利息也太高了,2,
CutDebt,1,,一定要今天？,1,
CutDebt,1,,一个月以后可以,0,
CutDebt,0,,我明白,0,
模糊确认,2,106,再说吧,1,
模糊确认,2,106,好的，我知道了,0,
CutDebt,1,,你做梦,1,
讨价还价,2,100,我尽力吧,2,
模糊确认,2,106,嗯，好的,0,
讨价还价,2,100,今天我再找人想想办法,1,
回问身份,2,107,我怎么可能借钱,1,
CutDebt,0,,我去想想,1,
CutDebt,1,,在忙,1,
讨价还价,2,100,我去借钱,1,
CutDebt,0,,有,106,
模糊确认,2,106,我想想办法吧,1,
讨价还价,2,100,钱太多,1,
CutDebt,0,,不错哟,0,
CutDebt,0,,等我这批货卖出去的,1,
请求等下打来,2,104,我在工作,1,
CutDebt,0,,提前联系我,0,
CutDebt,0,,对于这么无理的要求，我也只能勉强接受了,0,
回问身份,2,107,骗子,2,
CutDebt,1,,我凑钱,1,
CutDebt,1,,行,0,
CutDebt,1,,我在加班,1,
CutDebt,1,,只还本金,100,
CutDebt,1,,想办法呢,1,
CutDebt,1,,减免多少,102,
CutDebt,1,,知道了,106,
CutDebt,0,,等借朋友的钱到账了,1,
CutDebt,0,,相信你,106,
CutDebt,1,,我还是先处理别家的，你这太多,1,
模糊确认,2,106,好,0,
CutDebt,1,,no,1,
CutDebt,1,,回头再说,1,
CutDebt,1,,把之前的全部减了,1,
请求重复,2,103,我到底是接受还是不接受,2,
CutDebt,0,,三天内,0,
确认数额,2,102,利息高啊？,1,
故意岔开话题,2,109,注意身体,2,
CutDebt,1,,找朋友借不确定什么时候到,1,
讨价还价,2,100,5好吧,0,
CutDebt,0,,你减免了我看看,1,
CutDebt,1,,我在卖房子，等我房子卖了的,1,
CutDebt,1,,那你减免了我就处理,1,
CutDebt,0,,不认识,1,
CutDebt,1,,你不是已经说过了吗肯定会还的,1,
CutDebt,1,,你看着办,1,
CutDebt,1,,过两天处理,1,
讨价还价,2,100,等下我去借钱,1,
CutDebt,0,,不认识,1,
讨价还价,2,100,我再想想办法吧,1,
CutDebt,0,,我马上转,0,
CutDebt,1,,还能不能再见面一部分,100,
讨价还价,2,100,我工资要等一段时间，等发工资再说,1,
讨价还价,2,100,我可以再分期还不？,1,
讨价还价,2,100,我再考虑下吧,1,
CutDebt,1,,慢慢还,1,
CutDebt,1,,在路上,1,
CutDebt,0,,小事情,106,
请求等下打来,2,104,现在有事，没办法处理,2,
确认数额,2,102,没欠这么多钱吧,2,
CutDebt,1,,看看能减免多少吧,1,
还款方式,2,108,还是还之前的银行账户嘛,2,
CutDebt,0,,发誓，如果处理不了,0,
CutDebt,1,,你帮我在减免一点我就处理掉,100,
CutDebt,0,,可以相信,0,
CutDebt,1,,等下说,1,
CutDebt,0,,行，我知道了，你等我联系你,106,
确认数额,2,102,多半不够,1,
模糊确认,2,106,我能有什么意见,2,
CutDebt,0,,我马上转,0,
讨价还价,2,100,看看吧,1,
CutDebt,1,,金额太大给点时间,1,
CutDebt,0,,利息全免，好啊,0,
CutDebt,0,,在领工资,0,
CutDebt,0,,我身上正好够,0,
CutDebt,0,,不能再减少点么？,100,
CutDebt,1,,抱歉,1,
讨价还价,2,100,我提现到账就处理,1,
讨价还价,2,100,钱到账还,1,
CutDebt,1,,不好办,1,
模糊确认,2,106,ok,0,
讨价还价,2,100,我没有带银行卡,1,
故意岔开话题,2,109,即便这功劳尽舍弃,2,
CutDebt,1,,没有呢,1,
CutDebt,0,,我没意见,0,
CutDebt,0,,现在转过去,0,
确认数额,2,102,看来还是很年轻了,2,
CutDebt,1,,在银行,106,
CutDebt,1,,什么,103,
CutDebt,0,,很好,106,
CutDebt,0,,我正准备去还呢,0,
故意岔开话题,2,109,阳光好好,2,
模糊确认,2,106,明天再说吧,1,
CutDebt,0,,别打我电话，我有钱联系我,1,
请求等下打来,2,104,我的任务都没有完成的呢,1,
模糊确认,2,106,哟哟,109,
CutDebt,0,,问朋友借把钱还了,106,
CutDebt,1,,好的,0,
讨价还价,2,100,我现在资金有点周转不开啊,1,
讨价还价,2,100,我在想想吧,1,
CutDebt,1,,有什么事,109,
讨价还价,2,100,又不是不还,1,
CutDebt,0,,非常感谢你,0,
CutDebt,0,,你等下,1,
CutDebt,1,,下个月再说,1,
模糊确认,2,106,知道,2,
CutDebt,0,,阿拉小得了，听到了吧,0,
CutDebt,1,,我得去凑钱,1,
讨价还价,2,100,利息太多,2,
CutDebt,0,,钱以到位,0,
讨价还价,2,100,想想,1,
讨价还价,2,100,那我先凑,1,
CutDebt,1,,尽量,1,
讨价还价,2,100,我有钱就去还,1,
讨价还价,2,100,贷款今天不确定下来,1,
还款方式,2,108,已经还了，提示正在交易中,0,
CutDebt,0,,这样吧，多给我四天，我肯定能还,0,
CutDebt,0,,跟我朋友要钱了,106,
CutDebt,1,,不要打电话了，会还的,1,
CutDebt,0,,怎么还？,108,
CutDebt,1,,不打清楚,1,
CutDebt,1,,钱还没有到位,1,
讨价还价,2,100,12点之前处理进去就行,0,
还款方式,2,108,能用外币还嘛,2,
CutDebt,1,,工程款没下来,1,
讨价还价,2,100,我想办法发筹钱,1,
CutDebt,0,,我支付宝还,108,
CutDebt,0,,钱转了还没有到账,0,
讨价还价,2,100,我还在找,1,
讨价还价,2,100,利息太高了,1,
讨价还价,2,100,我一定想办法,1,
讨价还价,2,100,没有那么多,1,
请求重复,2,103,能不能说大点,2,
CutDebt,0,,上次就是不同意减免我没有还款的,1,
CutDebt,1,,刚上班,1,
还款方式,2,108,我客户端登陆不了,2,
讨价还价,2,100,我在考虑考虑,1,
CutDebt,0,,要的,0,
讨价还价,2,100,到时候看看吧,2,
CutDebt,1,,朋友钱没有到,1,
CutDebt,0,,要等两天,0,
CutDebt,1,,多来点啥。,1,
讨价还价,2,100,要是我还不还，是不是下次就本金减一半啊,1,
CutDebt,1,,行的，可以,0,
CutDebt,1,,等会让朋友去还,0,
模糊确认,2,106,行，我晓得这个事情了,2,
CutDebt,0,,youaregood,106,
CutDebt,1,,我知道了，,106,
CutDebt,0,,这是我的电话,109,
CutDebt,1,,不认识,1,
确认数额,2,102,你们搞错了，没有那么多，真的,2,
讨价还价,2,100,我觉得太高了,1,
讨价还价,2,100,3点之前,0,
CutDebt,0,,你猜我是不是,109,
讨价还价,2,100,可能不行,1,
CutDebt,1,,可以,0,
模糊确认,2,106,好，我知道了,2,
模糊确认,2,106,嗯嗯,2,
CutDebt,0,,我会积极处理的,106,
CutDebt,0,,知道,106,
CutDebt,1,,到时候你联系我,1,
CutDebt,1,,把APP金额减了我等下自己还,1,
讨价还价,2,100,工作不稳定,1,
模糊确认,2,106,好叻,0,
CutDebt,1,,脑残,109,
CutDebt,1,,钱没有到账,1,
CutDebt,1,,资金还没到位,1,
CutDebt,0,,上打给我,109,
CutDebt,1,,自己在工地，工资一年结一次,1,
CutDebt,1,,我看看吧,1,
请求等下打来,2,104,在打猎,2,
故意岔开话题,2,109,最近生意好吗,2,
CutDebt,0,,爽,106,
CutDebt,0,,都行,0,
CutDebt,1,,正在筹钱,1,
确认数额,2,102,不可能哦,2,
CutDebt,1,,遇到困难,1,
CutDebt,0,,工程款下来就处理,0,
模糊确认,2,106,可以吧,2,
CutDebt,1,,我回去商量一下,1,
CutDebt,1,,我现在资金紧张,1,
还款方式,2,108,我没的你们的银行卡号啊，还不了啊,2,
讨价还价,2,100,能不能先还一半，后面的分期,2,
讨价还价,2,100,发工资就还,1,
讨价还价,2,100,给我再想想吧,1,
模糊确认,2,106,行，行，行,2,
请求等下打来,2,104,在放牧,2,
CutDebt,0,,你们把还款链接发给我,108,
CutDebt,1,,你再和债权方商量一下！,1,
CutDebt,0,,晓得，晓得。,106,
CutDebt,1,,我在外面欠的太多了,1,
CutDebt,0,,ojbk,109,
CutDebt,1,,兄弟，你借点给我？,1,
讨价还价,2,100,先还二百,2,
请求等下打来,2,104,在医院,2,
CutDebt,1,,在借钱,1,
故意岔开话题,2,109,不要急,1,
CutDebt,1,,再减少点嘛,100,
CutDebt,0,,太好啦,0,
CutDebt,0,,具体还多少,102,
CutDebt,0,,钱到了，扣款吧。,0,
CutDebt,1,,你打错了,1,
CutDebt,0,,我听不清,103,
讨价还价,2,100,能不能在少点,2,
故意岔开话题,2,109,干你们这行工资高不,2,
模糊确认,2,106,考虑考虑,1,
请求等下打来,2,104,等一下,1,
讨价还价,2,100,别人钱我钱，正在要钱,1,
CutDebt,0,,明白,0,
讨价还价,2,100,身上没这么钱,1,
请求等下打来,2,104,等下好吧,1,
故意岔开话题,2,109,今天天不错,2,
CutDebt,1,,发工资地吧,1,
CutDebt,0,,忘记还款,109,
请求等下打来,2,104,在海里,2,
模糊确认,2,106,嗯嗯，好的,0,
CutDebt,0,,十天内,0,
故意岔开话题,2,109,真好,2,
讨价还价,2,100,家里人都联系不到,1,
讨价还价,2,100,没那么多钱,1,
CutDebt,1,,知道了现在处理,0,
CutDebt,1,,看看吧,1,
讨价还价,2,100,工资还没发了,1,
CutDebt,1,,信号不好,103,
CutDebt,1,,绝对没问题,1,
讨价还价,2,100,今天我不一定能还啊,2,
CutDebt,1,,随便你怎么弄,1,
CutDebt,1,,高抬贵手,1,
CutDebt,1,,你不是认真的吧,1,
CutDebt,0,,有一点彷徨,109,
还款方式,2,108,没办法,1,
CutDebt,1,,钱到就还,1,
CutDebt,1,,从监狱刚出来的,1,
讨价还价,2,100,我争取还,2,
讨价还价,2,100,还是多,2,
CutDebt,0,,把对公账号发信息给我,108,
讨价还价,2,100,到时候再说,1,
请求等下打来,2,104,我在医院,2,
CutDebt,1,,我一定处理,0,
CutDebt,1,,请恕我无能为力,1,
CutDebt,0,,我尽量,106,
CutDebt,1,,你这打发要饭的啊,109,
请求重复,2,103,可以什么？,2,
CutDebt,0,,这个巴适。,0,
讨价还价,2,100,后年再说,1,
故意岔开话题,2,109,树好高,2,
讨价还价,2,100,我再想想,1,
讨价还价,2,100,需要时间,1,
CutDebt,1,,好的,0,
请求重复,2,103,为什么不说话,2,
讨价还价,2,100,我现在没能力,1,
故意岔开话题,2,109,一壶好酒,2,
讨价还价,2,100,我看看吧不能保证,1,
讨价还价,2,100,我尽快处理,106,
请求等下打来,2,104,我没空现在,1,
CutDebt,1,,知道,106,
讨价还价,2,100,我去想想办法,1,
模糊确认,2,106,哦，知道了,2,
CutDebt,0,,我贼开心,106,
CutDebt,1,,回不去,1,
CutDebt,1,,怎么可能,1,
确认数额,2,102,啥玩意儿，这么多钱？,1,
CutDebt,0,,等等，我下班去存,0,
CutDebt,0,,去借钱,1,
确认数额,2,102,全欠很多钱,1,
CutDebt,1,,爱扎炸滴,1,
模糊确认,2,106,嗯嗯,2,
讨价还价,2,100,这个金额可不可以再少点,2,
CutDebt,0,,等会就让家人帮我还,0,
CutDebt,1,,数额太大了，我先想想吧,1,
请求等下打来,2,104,我在加班,2,
讨价还价,2,100,5号可能发工资,2,
CutDebt,1,,月底发工资,106,
请求等下打来,2,104,好冷咯,2,
CutDebt,0,,这个减免，我同意。,0,
模糊确认,2,106,嗯，我知道了,2,
CutDebt,0,,你打错了,1,
CutDebt,1,,老板跑了,1,
讨价还价,2,100,我会还的，等我有钱了,2,
CutDebt,1,,有钱我就还,1,
CutDebt,0,,有什么事,109,
讨价还价,2,100,有一个工程款要结有钱了立马还,1,
CutDebt,0,,行，你放一万个心,0,
CutDebt,1,,别太天真了,1,
CutDebt,1,,我待会看看吧,1,
讨价还价,2,100,借借看吧+,1,
讨价还价,2,100,还要再等等,1,
CutDebt,1,,凭本事借钱为什要还,1,
讨价还价,2,100,家人生病了,1,
讨价还价,2,100,金额太高，我想想办,1,
讨价还价,2,100,我今天没借到钱,1,
CutDebt,1,,只能先还一部分,100,
讨价还价,2,100,今天一概能处理部分吧,2,
讨价还价,2,100,金额高了,1,
讨价还价,2,100,到时候尽量处理点,1,
CutDebt,1,,老板拖欠工资，说下个月一起发,1,
模糊确认,2,106,还有时间,1,
讨价还价,2,100,我想还只是现在没钱,1,
讨价还价,2,100,到时候我自己还进去,1,
讨价还价,2,100,我尽量,106,
CutDebt,1,,等我有工作的,1,
CutDebt,1,,你咬我,1,
CutDebt,1,,财务说马上发工资,1,
确认数额,2,102,要得要得,0,
CutDebt,0,,朋友钱已过来了,106,
讨价还价,2,100,不行，没办法呀,1,
讨价还价,2,100,我还差点，,1,
CutDebt,1,,命给你,1,
CutDebt,0,,后天,0,
CutDebt,0,,把对公账户给我,108,
CutDebt,1,,我想想,1,
CutDebt,0,,早就嘛，我早就可以还给你们了,0,
CutDebt,1,,有钱还谁想欠账啊,1,
请求等下打来,2,104,你等等。,1,
讨价还价,2,100,可以少还一点,2,
模糊确认,2,106,知道再处理,2,
CutDebt,0,,真的？,103,
CutDebt,0,,待会发截图给你,0,
CutDebt,1,,2小时之内不行,1,
CutDebt,1,,我也不知道，钱还没到账,1,
CutDebt,0,,确定,0,
讨价还价,2,100,钱到位了我就还了,1,
讨价还价,2,100,我也想还，但我现在真的很困难,1,
讨价还价,2,100,能不能分期还,1,
CutDebt,1,,具体我要等答复,1,
CutDebt,1,,我有钱就还,1,
CutDebt,1,,全免了我可以接受,1,
CutDebt,1,,跟老板预支看看,1,
CutDebt,0,,明天哦,0,
请求等下打来,2,104,在路上,2,
CutDebt,0,,早该,106,
CutDebt,0,,再见,1,
CutDebt,0,,我去筹钱,1,
CutDebt,0,,把账户发来,108,
讨价还价,2,100,金额太高，我想想办法,1,
CutDebt,0,,钱没到,1,
CutDebt,0,,已还,0,
请求等下打来,2,104,等我躲过了这场洪水再说吧,1,
CutDebt,0,,我去借钱还,1,
CutDebt,1,,不认识,1,
还款方式,2,108,app有减免的活动没有呢,1,
模糊确认,2,106,我需要考虑考虑,1,
讨价还价,2,100,我尽力去凑吧。,1,
讨价还价,2,100,你放心,2,
还款方式,2,108,可以汇款不,2,
CutDebt,1,,本来利息就太高了,106,
CutDebt,0,,答应你的我一定会做到,106,
CutDebt,0,,没啥不可以的了。,0,
模糊确认,2,106,行了,0,
讨价还价,2,100,我周转一下！,1,
讨价还价,2,100,我尽量哈,1,
CutDebt,0,,支持,106,
模糊确认,2,106,行，好的，你放心,0,
确认数额,2,102,我现在也不确定,1,
CutDebt,1,,那天不一定发工资,1,
CutDebt,1,,下次在申请,1,
确认数额,2,102,能不能不还利息,2,
讨价还价,2,100,钱没有到位,1,
模糊确认,2,106,嗯,2,
CutDebt,1,,我很穷,1,
模糊确认,2,106,知道了,2,
CutDebt,0,,借到钱了,106,
CutDebt,0,,谢谢您,0,
CutDebt,0,,你把我名额留着,106,
讨价还价,2,100,去借钱,1,
CutDebt,0,,我下午联系你,1,
CutDebt,0,,现在没钱,1,
CutDebt,1,,来抓我,1,
讨价还价,2,100,我再去凑凑,1,
CutDebt,1,,滞纳金高,100,
CutDebt,1,,利息没多少,1,
CutDebt,1,,那你打算怎么处理？,109,
讨价还价,2,100,钱不确定什么时候到,1,
讨价还价,2,100,能不能少点,2,
CutDebt,0,,我借一下看看！,1,
CutDebt,1,,只能每月还500,1,
CutDebt,0,,行，我现在上APP等我几分钟,0,
回问身份,2,107,这个号码我才换的,1,
CutDebt,0,,滚,1,
CutDebt,1,,我在医院,1,
CutDebt,1,,后天再说,1,
CutDebt,0,,都这样了我不还还是个人吗,106,
模糊确认,2,106,嗯，没事了吧,2,
CutDebt,0,,我钱够,106,
讨价还价,2,100,不行，没办法安妮说的,1,
CutDebt,0,,得行。,0,
CutDebt,1,,我去借看看,1,
CutDebt,1,,还有其他平台要还,1,
CutDebt,0,,你记一下这个电话，如果联系不到我，找他也可以,1,
CutDebt,1,,如果钱到位就还,1,
CutDebt,0,,有,106,
讨价还价,2,100,违约金太多了,1,
讨价还价,2,100,现在没钱先处理部分,1,
CutDebt,1,,明天看看有没有钱,1,
CutDebt,0,,是直接还到银行卡吗,108,
讨价还价,2,100,家里有事，暂时没钱。,2,
故意岔开话题,2,109,好漂亮,2,
CutDebt,0,,在路上了,0,
确认数额,2,102,欠多少你们说了算？根本就没那么多,2,
讨价还价,2,100,我也不知道朋友钱今天能不能到,1,
CutDebt,0,,不可以,1,
CutDebt,1,,如果我有钱就直接还了,1,
讨价还价,2,100,可以吗,109,
CutDebt,1,,我尽力吧,1,
模糊确认,2,106,好的，还有这么多天,2,
CutDebt,1,,等下个月月底吧,1,
讨价还价,2,100,只愿还本金,1,
CutDebt,0,,我尽快在这时间内处理,0,
讨价还价,2,100,给我时间,1,
讨价还价,2,100,父亲住院没钱,1,
CutDebt,1,,家里说是高利息不让还,1,
讨价还价,2,100,老板钱没拿到，不确定什么发工资,1,
CutDebt,1,,在打官司,1,
模糊确认,2,106,行吧，想办法,2,
CutDebt,0,,不可以，我到**时间才能有钱,1,
请求等下打来,2,104,把车洗了,2,
请求等下打来,2,104,没办法，明天来,1,
CutDebt,1,,金额高了,1,
CutDebt,1,,我现在缺钱,1,
CutDebt,0,,行我想办法借钱,0,
CutDebt,1,,我现在不确定,1,
还款方式,2,108,我换张卡给你转,2,
CutDebt,0,,不认识,1,
CutDebt,0,,三天内呀,0,
请求等下打来,2,104,到时候联系你,1,
CutDebt,0,,我找朋友借钱,106,
CutDebt,0,,我每次都是按时还款的。,0,
讨价还价,2,100,我想还没有钱,1,
CutDebt,1,,能减本金就好了,1,
CutDebt,1,,我欠钱太多了,1,
CutDebt,0,,好样的,0,
CutDebt,1,,去借钱,1,
模糊确认,2,106,我不确定,1,
CutDebt,0,,不认识,1,
模糊确认,2,106,行，到那天再说了,2,
CutDebt,1,,我再想想吧,1,
模糊确认,2,106,只能这样了,2,
CutDebt,1,,只能这样,106,
CutDebt,0,,我还的上,0,
CutDebt,0,,钱到位了联系你,0,
CutDebt,1,,知道,106,
讨价还价,2,100,过几天再说吧,1,
CutDebt,1,,你这和没减有什么区别,1,
CutDebt,1,,可以不过要等我有钱的,1,
讨价还价,2,100,工地几个月才发工资,1,
讨价还价,2,100,我考虑下,1,
CutDebt,1,,假的,1,
模糊确认,2,106,有钱就还,1,
确认数额,2,102,你们这利息太高了,1,
讨价还价,2,100,我回家就处理,106,
CutDebt,1,,我是贫困户,1,
讨价还价,2,100,我工程款下来处理,1,
确认数额,2,102,利息能不能也分期,1,
CutDebt,0,,我想办法,106,
故意岔开话题,2,109,汽车还多啊,2,
CutDebt,0,,我有钱,0,
CutDebt,1,,sorry,1,
CutDebt,1,,我马上处理,0,
请求等下打来,2,104,我等会就去,0,
讨价还价,2,100,我尽量在这之前还上,106,
故意岔开话题,2,109,钱钱都舍不得,1,
CutDebt,0,,时间,109,
模糊确认,2,106,嗯,2,
讨价还价,2,100,我现在没那么多钱。,1,
CutDebt,0,,等一下,1,
故意岔开话题,2,109,哥在不,2,
CutDebt,0,,听不见,103,
CutDebt,1,,但是还太多,1,
CutDebt,1,,尽量,106,
讨价还价,2,100,不能保证，尽量吧,2,
讨价还价,2,100,家里车房子正在拍卖,109,
CutDebt,1,,我只有下个月还了,1,
讨价还价,2,100,工资还没发！,1,
故意岔开话题,2,109,多摆一盘？,2,
CutDebt,1,,实在是拿不出，尽力了,1,
CutDebt,0,,十五号联系我,0,
故意岔开话题,2,109,有些花香在指尖,2,
CutDebt,1,,老板拖欠N个月工资，后天就发了，肯定还！,0,
请求重复,2,103,和我,2,
CutDebt,1,,我还差点，,1,
CutDebt,1,,再见,1,
CutDebt,0,,允许,0,
讨价还价,2,100,我在考虑考虑一下,1,
CutDebt,0,,在没有别的了吧,102,
模糊确认,2,106,能筹到钱吧,2,
CutDebt,0,,那就好,0,
讨价还价,2,100,能减本金就好了,2,
CutDebt,0,,到时联系,106,
CutDebt,1,,等发工资,1,
讨价还价,2,100,母亲住院没钱,1,
讨价还价,2,100,利息太高了，能不能只还本金,2,
CutDebt,1,,能减掉吗，,102,
CutDebt,0,,我母亲今天钱给我,106,
讨价还价,2,100,在想想办法吧,1,
CutDebt,1,,这边没有银行,1,
CutDebt,0,,太棒了,0,
CutDebt,1,,我在想想,1,
讨价还价,2,100,等他还了我就还,1,
模糊确认,2,106,行没问题,0,
CutDebt,1,,不如你们把本金也免了吧，这样我就还得起了,1,
CutDebt,0,,真假的,102,
CutDebt,0,,yes,0,
讨价还价,2,100,借钱再去还,1,
讨价还价,2,100,货还没卖出去,1,
确认数额,2,102,应该没有这么多吧,2,
故意岔开话题,2,109,假的,2,
CutDebt,0,,高了,1,
CutDebt,0,,会得，会得。,106,
CutDebt,1,,要减免下,100,
CutDebt,0,,好，那我给你们转过来,0,
模糊确认,2,106,行，我想想办法,2,
CutDebt,0,,要得,0,
模糊确认,2,106,好的，我知道了,2,
请求等下打来,2,104,以后再说,1,
CutDebt,0,,最近有钱,106,
CutDebt,0,,待会我还100,106,
讨价还价,2,100,过一段时间,1,
CutDebt,1,,别人钱木有还款,1,
CutDebt,1,,我工程款下来就还！,1,
讨价还价,2,100,看看吧,1,
CutDebt,1,,过两天,1,
CutDebt,1,,看看到时候能有多少钱我先还上,1,
CutDebt,1,,分期,1,
讨价还价,2,100,给我考虑下,1,
CutDebt,1,,我想一下,1,
模糊确认,2,106,行，也行吧,2,
模糊确认,2,106,行你放心,0,
CutDebt,1,,我这边要申请下,1,
CutDebt,0,,怎么还,108,
CutDebt,0,,哈哈哈,109,
CutDebt,0,,明天行吗,0,
讨价还价,2,100,我可以延期吗,1,
CutDebt,0,,10号打工资,106,
CutDebt,0,,后天联系我,1,
CutDebt,0,,再筹钱了,1,
CutDebt,0,,今晚10点之前,0,
CutDebt,0,,账号给我,108,
CutDebt,1,,来撒，来打我嘛,1,
CutDebt,0,,要得,0,
CutDebt,0,,我月底发工资,106,
CutDebt,0,,我房子卖了处理,1,
故意岔开话题,2,109,人都不好了,1,
CutDebt,1,,听不清,103,
CutDebt,1,,你帮帮我,1,
讨价还价,2,100,我去跟父母要一点,1,
CutDebt,0,,一会,106,
CutDebt,0,,告知我还款方式,108,
CutDebt,1,,能不能只还本金,100,
讨价还价,2,100,父母正在周转。,1,
CutDebt,1,,我现在只还……,1,
CutDebt,0,,等回去,1,
CutDebt,1,,我在想想办法,1,
CutDebt,1,,我之前进去了,1,
讨价还价,2,100,钱太多了,1,
CutDebt,1,,力度不够啥。,1,
讨价还价,2,100,钱不够,1,
CutDebt,0,,我发工资了,106,
CutDebt,0,,早这样不就早还了吗！,106,
CutDebt,0,,要的,0,
模糊确认,2,106,行,0,
CutDebt,1,,我看看,1,
CutDebt,0,,再等我一分钟,104,
CutDebt,0,,听不懂,102,
CutDebt,0,,你帮我我会感激你一辈子,1,
CutDebt,1,,你是来搞笑的吗？少这么一点,1,
CutDebt,0,,现在找朋友借,1,
讨价还价,2,100,本金,1,
CutDebt,0,,我让财务给你打过去,106,
CutDebt,0,,你们公司不错,106,
CutDebt,0,,今天下午,0,
CutDebt,1,,我外面钱要来就还,1,
讨价还价,2,100,过几天就处理.,1,
讨价还价,2,100,我考虑考虑,1,
确认数额,2,102,你们搞这个也太黑了，利息好高,102,
CutDebt,1,,再通融一下，再和领导说说？,1,
CutDebt,1,,我朋友和我一样的只还了***元,1,
CutDebt,1,,周边没银行,1,
讨价还价,2,100,短时间还不上,1,
讨价还价,2,100,父母能不能帮忙,2,
CutDebt,0,,后天,106,
讨价还价,2,100,如果老板不拖欠马上还,1,
故意岔开话题,2,109,今天我还不了,1,
CutDebt,0,,早已经不想回家,109,
讨价还价,2,100,钱还没到位,1,
请求等下打来,2,104,在少点,2,
还款方式,2,108,能再缓几天可以不,2,
故意岔开话题,2,109,你的背包，背到现在还没烂,2,
讨价还价,2,100,我去借一下,1,
讨价还价,2,100,我做生意失败了，现在在找工作！,1,
CutDebt,0,,明天,0,
讨价还价,2,100,朋友转过来就还上,1,
故意岔开话题,2,109,长头发短头发？,2,
CutDebt,0,,过半小时你扣款,0,
模糊确认,2,106,可以，就这样吧,0,
CutDebt,1,,等发了工资再说吧,1,
请求等下打来,2,104,在培训,2,
CutDebt,1,,等我发工资的吧,1,
请求等下打来,2,104,出去了,2,
CutDebt,0,,安逸，安逸！,106,
讨价还价,2,100,到时再说,1,
讨价还价,2,100,看看再说,1,
CutDebt,0,,减免下个月处理,0,
CutDebt,1,,肯定没有,1,
CutDebt,0,,还要再等等,1,
CutDebt,1,,骗子,1,
CutDebt,1,,朋友说帮我凑点的,1,
讨价还价,2,100,刚上班，还没发工资。,1,
讨价还价,2,100,等我有钱再说,1,
CutDebt,1,,信用卡到期,1,
CutDebt,1,,我都是个快死的人了，你们还逼我要钱啊,1,
CutDebt,1,,我朋友有钱，放心,106,
CutDebt,1,,我在上班,1,
CutDebt,0,,好我会在这之前还款的,0,
CutDebt,1,,帮我拖一天,100,
CutDebt,0,,五分钟,0,
讨价还价,2,100,我会还的，现在不行,1,
讨价还价,2,100,我不是不想还，只是需要点时间,1,
讨价还价,2,100,朋友钱还没给我,1,
CutDebt,1,,我是有事耽搁了,1,
讨价还价,2,100,15号,0,
还款方式,2,108,明天朋友就换我钱了,106,
CutDebt,0,,不认识,1,
讨价还价,2,100,等有钱的,1,
CutDebt,1,,知道了,106,
CutDebt,1,,能不能只还现在的一半,100,
CutDebt,0,,给你添麻烦了,106,
CutDebt,1,,无所谓,1,
CutDebt,0,,好啊,0,
CutDebt,1,,好了好了,0,
请求重复,2,103,啥？啥时间一定还？,2,
CutDebt,1,,我只还我说的金额，多的不还,1,
CutDebt,0,,能不能把APP上金额调整到还款金额！,110,
讨价还价,2,100,得不得影响个人征信,110,
讨价还价,2,100,那之前我还的利息可以抵扣本金么,110,
CutDebt,1,,还了以后不会在要钱了吧？,110,
CutDebt,0,,你把信息发我手机上,110,
讨价还价,2,100,把APP金额减了我等下自己还,110,
CutDebt,1,,到时候又找我怎么办,110,
CutDebt,1,,你把app减免金额删掉我就还,110,
CutDebt,0,,你先申请,110,
讨价还价,2,100,你申请下,110,
CutDebt,0,,你申请下,110,
CutDebt,0,,你申请吧,110,
讨价还价,2,100,你先申请着,110,
讨价还价,2,100,减了以后还吧,110,
CutDebt,0,,减免以后会处理,110,
CutDebt,0,,你可以把减免证明发给我吗？,110,
CutDebt,0,,减了以后还吧,110,
CutDebt,1,,那你现在就把他处理掉，两个小时之内。,110,
CutDebt,1,,减了就处理,110,
CutDebt,0,,你好了就联系我,110,
CutDebt,1,,只要减免下来我肯定处理,110,
