from,label,original_label,original_text,new_label,
IfKnowDebtor,1,,你觉得我应该认识吗,1,
IfKnowDebtor,0,,认识，你有事吗,0,
IfKnowDebtor,1,,发错了,1,
IfKnowDebtor,0,,我妹,0,
IfKnowDebtor,1,,今天第一盘听倒。,1,
IfKnowDebtor,0,,知道名字不熟悉,0,
IfKnowDebtor,0,,想想哦,109,
IfKnowDebtor,1,,我想一想,109,
IfKnowDebtor,1,,刚换手机号,1,
故意岔开话题,2,109,不知道啊,1,
回问身份,2,107,对不起，我不认识你,2,
IfKnowDebtor,1,,你们骚扰,1,
IfKnowDebtor,1,,这手机是我捡的,109,
故意岔开话题,2,109,你是不是打错了,1,
故意岔开话题,2,109,小生的花伞还落在你家,2,
故意岔开话题,2,109,你打错了,1,
IfKnowDebtor,1,,你们什么意思,1,
故意岔开话题,2,109,谁知道认识不认识,1,
IfKnowDebtor,1,,姓张的这么多，我还能都认识啊,1,
故意岔开话题,2,109,不认识,1,
故意岔开话题,2,109,我不开心,2,
回问身份,2,107,你谁啊不认识,2,
故意岔开话题,2,109,我是最帅的,2,
IfKnowDebtor,1,,我在忙,104,
IfKnowDebtor,1,,我不确定,1,
请求等下打来,2,104,他在开会,0,
IfKnowDebtor,1,,谁？,103,
故意岔开话题,2,109,不认识,1,
IfKnowDebtor,1,,他的事你直接去找他，别找我,1,
故意岔开话题,2,109,不认识,1,
IfKnowDebtor,1,,别瞎说了，别打骚扰电话不认识,1,
故意岔开话题,2,109,不认识,1,
IfKnowDebtor,0,,出事情被抓起来了,0,
IfKnowDebtor,1,,压根就不认识。,1,
故意岔开话题,2,109,打我电话干嘛的,101,
IfKnowDebtor,0,,你是催债公司的吧，太多电话....！,107,
IfKnowDebtor,0,,是的，我很忙,0,
IfKnowDebtor,1,,什么鬼，这是谁,1,
故意岔开话题,2,109,晓得,0,
IfKnowDebtor,0,,他有事出去了,0,
故意岔开话题,2,109,听不懂，找谁？,103,
IfKnowDebtor,1,,不认识嗯,1,
故意岔开话题,2,109,你找张三打我电话干嘛,1,
故意岔开话题,2,109,不认识,1,
IfKnowDebtor,1,,我没有义务告知你,1,
IfKnowDebtor,0,,这个人啊不熟,0,
故意岔开话题,2,109,不认识,1,
IfKnowDebtor,1,,转告不了,1,
故意岔开话题,2,109,这人怎么了,101,
IfKnowDebtor,1,,咦，咋个还有人找他也？你找他咋个事情？,101,
IfKnowDebtor,1,,张三是谁，你找谁？,1,
故意岔开话题,2,109,不说话,1,
说出目的,2,101,是找他做什么？,2,
IfKnowDebtor,1,,你们不认识啊,1,
故意岔开话题,2,109,你们是同事吧,1,
IfKnowDebtor,1,,这是朋友办理的手机号,1,
说出目的,2,101,我是他老公，你找她什么事,0,
故意岔开话题,2,109,去一班玩去,1,
IfKnowDebtor,1,,这个号码我才换的,109,
IfKnowDebtor,1,,到月底行不行,-1,
IfKnowDebtor,1,,你是不是打错了哦,1,
IfKnowDebtor,0,,我弟,0,
IfKnowDebtor,1,,你去找他呀,1,
IfKnowDebtor,0,,知道呀，你是谁？,107,
故意岔开话题,2,109,再打就报警了,1,
